naics4,YEAR,sd,d7525,d9010,sd*,d7525*,d9010*
3222,1999,0.5947,0.737,1.449,0.5193,0.619,1.299
3222,2000,0.5397,0.666,1.339,0.5109,0.65,1.287
3222,2001,0.5438,0.687,1.371,0.5135,0.649,1.257
3222,2002,0.5442,0.709,1.36,0.5142,0.638,1.292
3222,2003,0.5157,0.696,1.262,0.5052,0.636,1.274
3222,2004,0.5778,0.728,1.45,0.5208,0.631,1.264
3222,2005,0.5396,0.698,1.292,0.5219,0.662,1.267
3222,2006,0.5814,0.721,1.404,0.5392,0.659,1.344
3222,2007,0.5919,0.796,1.509,0.5502,0.706,1.402
3222,2008,0.5682,0.705,1.52,0.5506,0.661,1.445
3222,2009,0.5839,0.72,1.512,0.5446,0.669,1.381
3222,2010,0.5766,0.727,1.499,0.5483,0.673,1.445
3222,2011,0.5684,0.77,1.497,0.5573,0.751,1.446
3222,2012,0.6117,0.859,1.59,0.5705,0.766,1.488
3222,2013,0.6609,0.899,1.713,0.59,0.799,1.54
3222,2014,0.5815,0.835,1.469,0.5575,0.749,1.485
3222,2015,0.6111,0.83,1.656,0.5671,0.756,1.493
3222,2016,0.6006,0.784,1.635,0.5571,0.746,1.489
3231,1997,0.5081,0.625,1.29,0.4967,0.598,1.236
3231,1998,0.5654,0.691,1.437,0.5215,0.658,1.302
3231,1999,0.5248,0.645,1.333,0.5127,0.631,1.288
3231,2000,0.5055,0.607,1.249,0.5015,0.591,1.247
3231,2001,0.5066,0.618,1.293,0.4927,0.602,1.23
3231,2002,0.5236,0.618,1.339,0.4982,0.58,1.272
3231,2003,0.4806,0.622,1.21,0.4788,0.592,1.197
3231,2004,0.4466,0.527,1.132,0.4648,0.564,1.204
3231,2005,0.4543,0.549,1.157,0.4631,0.55,1.158
3231,2006,0.461,0.585,1.094,0.4706,0.565,1.173
3231,2007,0.4911,0.56,1.187,0.4767,0.579,1.171
3231,2008,0.4777,0.565,1.203,0.465,0.566,1.175
3231,2009,0.4875,0.605,1.206,0.4655,0.577,1.165
3231,2010,0.4753,0.591,1.184,0.4568,0.568,1.14
3231,2011,0.4715,0.595,1.177,0.4553,0.573,1.132
3231,2012,0.4769,0.566,1.171,0.4633,0.573,1.186
3231,2013,0.5466,0.642,1.294,0.4688,0.583,1.17
3231,2014,0.5357,0.635,1.353,0.4614,0.585,1.105
3231,2015,0.4818,0.611,1.183,0.4561,0.566,1.121
3231,2016,0.5004,0.616,1.214,0.459,0.587,1.151
3241,1997,0.8684,1.142,2.389,1.021,1.652,2.583
3241,1998,0.8694,1.159,2.376,1.022,1.664,2.552
3241,1999,0.8642,1.128,2.272,1.06,1.733,2.66
3241,2000,0.902,1.261,2.352,1.093,1.804,2.693
3241,2001,0.9588,1.304,2.504,1.104,1.829,2.721
3241,2002,0.8588,1.17,2.26,1.02,1.655,2.627
3241,2003,0.8498,1.125,2.261,1.078,1.762,2.753
3241,2004,0.7732,1.051,1.995,1.046,1.786,2.725
3241,2005,0.8544,1.074,2.137,1.071,1.762,2.722
3241,2006,0.8666,1.194,2.285,1.099,1.923,2.755
3241,2007,0.9045,1.116,2.32,1.156,1.91,2.925
3241,2008,0.896,1.198,2.266,1.14,1.856,2.876
3241,2009,0.8796,1.013,2.186,1.125,1.813,2.773
3241,2010,0.8461,0.966,2.109,1.101,1.834,2.674
3241,2011,0.9304,0.999,2.277,1.204,1.977,3.001
3241,2012,0.9556,1.063,2.401,1.228,1.94,3
3241,2013,0.8879,1.007,2.166,1.236,1.991,3.006
3241,2014,0.8895,1.072,2.242,1.166,1.845,2.778
3241,2015,0.8072,0.987,2.133,0.9616,1.414,2.404
3241,2016,0.7832,0.933,2.034,0.9076,1.332,2.306
3251,1997,1.006,1.261,2.69,0.7826,1.012,1.874
3251,1998,0.9279,1.275,2.404,0.7769,1.031,1.904
3251,1999,0.9728,1.374,2.701,0.7437,1.009,1.797
3251,2000,0.9453,1.314,2.44,0.7733,0.983,1.95
3251,2001,0.9359,1.185,2.352,0.7539,1.068,1.737
3251,2002,0.8782,1.243,2.327,0.7458,1.005,1.936
3251,2003,0.8601,1.16,2.223,0.7622,0.97,2.057
3251,2004,0.9446,1.216,2.538,0.8303,1.029,2.028
3251,2005,0.9629,1.377,2.596,0.8604,1.188,2.178
3251,2006,0.9589,1.394,2.506,0.8618,1.233,2.175
3251,2007,0.9917,1.424,2.637,0.856,1.19,2.189
3251,2008,0.9408,1.306,2.379,0.8837,1.27,2.247
3251,2009,0.9083,1.389,2.325,0.8394,1.287,2.107
3251,2010,0.9743,1.472,2.524,0.9177,1.34,2.25
3251,2011,1.095,1.66,2.97,0.991,1.379,2.562
3251,2012,1.077,1.583,2.838,0.971,1.34,2.533
3251,2013,1.05,1.652,2.851,1.001,1.583,2.543
3251,2014,1.05,1.708,2.723,0.9972,1.556,2.622
3251,2015,0.9701,1.441,2.541,0.9292,1.432,2.366
3251,2016,0.9543,1.508,2.467,0.9242,1.414,2.435
3252,1997,0.9092,1.322,2.227,0.7312,1.054,1.907
3252,1998,0.8478,1.243,2.323,0.7015,0.975,1.841
3252,1999,0.8793,1.298,2.467,0.7173,0.993,1.795
3252,2000,0.9253,1.286,2.712,0.7417,0.959,1.93
3252,2001,0.9002,1.343,2.331,0.7276,0.978,1.792
3252,2002,0.8565,1.121,2.232,0.7143,0.939,1.738
3252,2003,0.9059,1.222,2.432,0.7946,1.143,2.046
3252,2004,0.8686,1.189,2.273,0.7758,1.051,1.99
3252,2005,0.8819,1.281,2.222,0.8079,1.086,1.987
3252,2006,0.9013,1.27,2.371,0.8396,1.222,2.173
3252,2007,1,1.511,2.49,0.9151,1.322,2.404
3252,2008,0.9363,1.328,2.413,0.8896,1.195,2.414
3252,2009,0.8802,1.207,2.105,0.8342,1.084,2.139
3252,2010,0.969,1.371,2.587,0.8684,1.187,2.187
3252,2011,1.067,1.478,2.967,0.9284,1.135,2.476
3252,2012,1.075,1.729,2.877,0.9553,1.14,2.65
3252,2013,1.009,1.431,2.725,0.9445,1.147,2.54
3252,2014,0.9426,1.355,2.463,0.8819,1.154,2.372
3252,2015,0.8865,1.25,2.396,0.8234,1.061,2.161
3252,2016,0.8774,1.183,2.369,0.8052,1.016,2.202
3253,1997,0.9623,1.38,2.714,0.8179,1.165,2.188
3253,1998,0.8529,1.079,2.18,0.8239,1.224,2.373
3253,1999,0.8607,1.171,2.224,0.8302,1.074,2.262
3253,2000,0.805,1.144,2.145,0.8145,1.054,2.232
3253,2001,0.7741,1.154,1.918,0.8012,0.982,2.199
3253,2002,0.7387,0.892,1.929,0.819,1.089,2.2
3253,2003,0.8283,1.09,2.104,0.8743,1.349,2.155
3253,2004,0.7408,0.774,2.069,0.8314,0.986,2.34
3253,2005,0.7391,0.826,1.865,0.7822,0.861,2.043
3253,2006,0.8476,1.173,2.374,0.7769,1.004,1.952
3253,2007,0.9642,1.44,2.536,0.9372,1.201,2.536
3253,2008,0.9988,1.317,2.749,0.992,1.292,2.766
3253,2009,0.8394,1.264,2.34,0.8311,1.301,2.257
3253,2010,0.8374,1.321,2.136,0.7496,1.039,1.962
3253,2011,0.9242,1.415,2.362,0.8413,1.134,2.24
3253,2012,0.868,1.226,2.021,0.8605,1.103,2.276
3253,2013,0.9315,1.396,2.336,0.9489,1.127,2.502
3253,2014,0.8191,1.056,2.072,0.8203,0.986,2.309
3253,2015,0.7946,1.07,2.222,0.7818,0.926,2.125
3253,2016,0.7477,1.173,1.719,0.7369,0.857,1.882
3254,1997,0.8297,0.972,2.05,0.8529,0.955,2.169
3254,1998,0.8098,0.893,1.907,0.8934,1.057,2.303
3254,1999,0.8887,1.005,2.011,0.8674,0.984,2.191
3254,2000,0.8446,0.94,1.983,0.9713,0.957,2.431
3254,2001,0.8739,0.868,2.252,1.025,1.06,2.741
3254,2002,0.9492,1.237,2.338,0.9604,1.204,2.586
3254,2003,0.8854,1.052,2.371,0.8781,1.039,2.347
3254,2004,0.9116,1.094,2.29,0.8533,1.135,2.312
3254,2005,0.9322,1.223,2.462,0.9008,1.022,2.519
3254,2006,0.9212,1.356,2.173,0.8802,1.057,1.966
3254,2007,0.9168,1.119,2.481,0.9027,1.152,2.412
3254,2008,0.805,1.196,1.938,0.8783,1.069,2.339
3254,2009,0.9097,1.177,2.224,0.8873,1.079,2.401
3254,2010,0.9223,1.128,2.254,0.8389,1.076,2.14
3254,2011,0.8394,1.19,2.074,0.836,0.959,2.341
3254,2012,0.8871,1.261,2.198,0.844,1.275,2.227
3254,2013,0.8781,1.094,2.257,0.8836,1.216,2.264
3254,2014,0.8393,1.111,2.019,0.8532,1.23,2.319
3254,2015,0.892,0.979,2.297,0.807,1.163,1.942
3254,2016,0.8036,0.958,1.985,0.8219,1.261,2.097
3255,1997,0.6672,0.877,1.862,0.6557,0.922,1.637
3255,1998,0.6834,0.859,1.889,0.6595,0.913,1.681
3255,1999,0.7342,0.954,1.827,0.659,0.868,1.703
3255,2000,0.7087,0.968,1.829,0.6755,0.889,1.701
3255,2001,0.6931,0.878,1.738,0.6918,0.885,1.783
3255,2002,0.781,1.037,2.087,0.7449,0.983,1.992
3255,2003,0.7068,0.808,1.945,0.7676,0.975,2.016
3255,2004,0.7072,0.942,1.869,0.7265,1.017,2.002
3255,2005,0.6359,0.797,1.641,0.6672,0.942,1.754
3255,2006,0.6432,0.765,1.661,0.6796,0.939,1.804
3255,2007,0.7258,0.877,2.002,0.7294,0.816,1.984
3255,2008,0.7259,0.987,1.775,0.7209,0.917,1.889
3255,2009,0.7809,1.144,2.168,0.7647,0.98,1.96
3255,2010,0.7821,0.977,2.125,0.7322,0.914,1.925
3255,2011,0.7268,1.076,2.046,0.6999,0.909,1.845
3255,2012,0.8452,1.09,2.424,0.7266,0.823,1.793
3255,2013,0.8179,1.065,2.152,0.7287,0.907,1.857
3255,2014,0.7045,0.864,1.8,0.6819,0.898,1.738
3255,2015,0.7734,1.132,2.115,0.6954,0.864,1.87
3255,2016,0.716,0.888,1.961,0.686,0.926,1.815
3256,1997,0.9198,1.214,2.453,0.9438,1.307,2.517
3256,1998,0.8176,1.138,2.105,0.8977,1.196,2.466
3256,1999,0.7766,0.955,1.934,0.8287,1.11,2.13
3256,2000,0.8524,1.143,2.328,0.8545,1.357,2.223
3256,2001,0.8485,1.167,2.206,0.8943,1.296,2.467
3256,2002,0.8959,1.291,2.348,0.9351,1.319,2.458
3256,2003,0.7852,0.935,2.045,0.9056,1.187,2.576
3256,2004,0.8546,1.078,2.019,0.8997,1.202,2.637
3256,2005,0.7973,1.228,2.088,0.8834,1.272,2.4
3256,2006,0.8683,1.424,2.187,0.8991,1.332,2.395
3256,2007,0.9208,1.289,2.354,0.9417,1.224,2.439
3256,2008,0.9042,1.099,2.45,0.9504,1.319,2.575
3256,2009,0.8722,1.365,2.3,0.8548,1.202,2.282
3256,2010,0.948,1.518,2.486,0.9097,1.177,2.34
3256,2011,0.8472,1.294,2.127,0.8774,1.189,2.291
3256,2012,1.006,1.437,2.751,0.9106,1.318,2.503
3256,2013,0.8665,1.217,2.288,0.92,1.314,2.441
3256,2014,0.8822,1.199,2.473,0.8604,1.133,2.293
3256,2015,0.92,1.427,2.5,0.8443,1.048,2.307
3256,2016,0.9269,1.354,2.345,0.862,1.126,2.144
3259,1997,0.8166,1.001,2.014,0.6776,0.774,1.718
3259,1998,0.851,1.245,2.205,0.6939,0.785,1.76
3259,1999,0.874,1.21,2.274,0.6785,0.786,1.759
3259,2000,0.836,1.169,2.134,0.6833,0.784,1.789
3259,2001,0.816,1.053,2.149,0.6422,0.715,1.593
3259,2002,0.7723,0.962,1.995,0.6462,0.725,1.698
3259,2003,0.7978,0.945,2.252,0.66,0.755,1.659
3259,2004,0.7636,0.893,2.088,0.6398,0.718,1.678
3259,2005,0.7851,0.926,2.15,0.63,0.765,1.683
3259,2006,0.7771,0.972,2.09,0.627,0.733,1.714
3259,2007,0.8012,1.02,2.034,0.7041,0.84,1.89
3259,2008,0.8274,1.037,2.221,0.7007,0.922,1.868
3259,2009,0.7719,0.982,2.067,0.6812,0.886,1.779
3259,2010,0.7782,0.892,2.092,0.6914,0.916,1.942
3259,2011,0.7843,0.913,2.015,0.7064,0.936,1.744
3259,2012,0.7996,0.807,2.112,0.7393,0.901,1.937
3259,2013,0.8067,0.971,2.132,0.7607,0.961,1.956
3259,2014,0.7934,1.152,2.192,0.6742,0.81,1.822
3259,2015,0.8959,1.177,2.437,0.7261,0.858,1.922
3259,2016,0.8157,1.165,2.294,0.7091,0.858,1.967
3261,1997,0.6077,0.787,1.558,0.5585,0.755,1.454
3261,1998,0.6022,0.809,1.548,0.5551,0.753,1.464
3261,1999,0.618,0.818,1.615,0.5639,0.718,1.449
3261,2000,0.6236,0.841,1.641,0.5689,0.736,1.438
3261,2001,0.6343,0.814,1.638,0.5712,0.749,1.469
3261,2002,0.6095,0.836,1.563,0.5555,0.757,1.422
3261,2003,0.6047,0.775,1.543,0.5543,0.734,1.414
3261,2004,0.5897,0.803,1.519,0.5346,0.708,1.371
3261,2005,0.6202,0.842,1.608,0.5517,0.724,1.416
3261,2006,0.609,0.83,1.601,0.5537,0.753,1.429
3261,2007,0.6371,0.836,1.685,0.5692,0.726,1.452
3261,2008,0.6304,0.836,1.654,0.5636,0.742,1.453
3261,2009,0.6073,0.776,1.571,0.5496,0.728,1.381
3261,2010,0.6165,0.809,1.618,0.5423,0.72,1.409
3261,2011,0.6078,0.773,1.578,0.5546,0.748,1.423
3261,2012,0.6476,0.825,1.734,0.564,0.729,1.43
3261,2013,0.6599,0.889,1.792,0.5605,0.725,1.449
3261,2014,0.6632,0.978,1.751,0.5608,0.768,1.447
3261,2015,0.6488,0.854,1.707,0.54,0.71,1.377
3261,2016,0.6401,0.881,1.664,0.5445,0.702,1.38
3262,1997,0.5072,0.723,1.323,0.5016,0.695,1.295
3262,1998,0.4944,0.675,1.286,0.5162,0.822,1.303
3262,1999,0.4624,0.607,1.283,0.4859,0.708,1.274
3262,2000,0.5805,0.702,1.453,0.5247,0.755,1.338
3262,2001,0.5305,0.682,1.325,0.5052,0.652,1.29
3262,2002,0.5062,0.675,1.368,0.4723,0.629,1.128
3262,2003,0.4948,0.674,1.244,0.4766,0.645,1.214
3262,2004,0.4827,0.623,1.244,0.4723,0.669,1.211
3262,2005,0.4606,0.662,1.162,0.4413,0.573,1.117
3262,2006,0.4723,0.567,1.193,0.473,0.614,1.167
3262,2007,0.4945,0.596,1.191,0.4727,0.617,1.171
3262,2008,0.4859,0.516,1.211,0.4848,0.639,1.217
3262,2009,0.5244,0.644,1.346,0.4787,0.653,1.173
3262,2010,0.5187,0.62,1.241,0.4584,0.571,1.181
3262,2011,0.5514,0.651,1.495,0.4966,0.649,1.287
3262,2012,0.5827,0.745,1.45,0.5412,0.727,1.458
3262,2013,0.5927,0.853,1.392,0.4973,0.642,1.308
3262,2014,0.5126,0.604,1.313,0.4965,0.617,1.323
3262,2015,0.4996,0.754,1.25,0.4975,0.638,1.256
3262,2016,0.504,0.682,1.321,0.493,0.595,1.234
3271,1997,0.5803,0.783,1.589,0.4996,0.602,1.201
3271,1998,0.5663,0.704,1.462,0.455,0.52,1.06
3271,1999,0.5473,0.65,1.392,0.4961,0.589,1.285
3271,2000,0.5956,0.88,1.475,0.4995,0.594,1.226
3271,2001,0.5871,0.706,1.656,0.5102,0.72,1.309
3271,2002,0.6658,0.895,1.698,0.5539,0.778,1.41
3271,2003,0.5665,0.723,1.516,0.5315,0.689,1.389
3271,2004,0.5869,0.874,1.544,0.5407,0.743,1.507
3271,2005,0.6145,0.911,1.596,0.5438,0.697,1.402
3271,2006,0.5877,0.697,1.672,0.5198,0.646,1.351
3271,2007,0.6925,0.903,1.812,0.6016,0.68,1.585
3271,2008,0.7366,0.867,2.026,0.6641,0.81,1.817
3271,2009,0.7287,0.933,1.94,0.6812,0.854,1.793
3271,2010,0.7022,0.805,1.98,0.642,0.778,1.732
3271,2011,0.6676,0.738,1.779,0.6542,0.783,1.686
3271,2012,0.8263,1.217,1.91,0.7528,1.034,1.948
3271,2013,0.7145,1.004,1.866,0.7063,0.926,1.807
3271,2014,0.712,1.019,1.934,0.6567,0.979,1.796
3271,2015,0.6399,0.869,1.767,0.6031,0.795,1.608
3271,2016,0.7541,0.945,2.164,0.6757,0.883,1.752
3272,1997,0.5269,0.831,1.349,0.4943,0.657,1.258
3272,1998,0.5905,0.92,1.564,0.4963,0.679,1.284
3272,1999,0.5867,0.895,1.646,0.4926,0.633,1.28
3272,2000,0.5953,1.021,1.465,0.5158,0.662,1.31
3272,2001,0.5322,0.703,1.316,0.538,0.737,1.356
3272,2002,0.61,0.861,1.506,0.5091,0.743,1.208
3272,2003,0.6288,0.822,1.53,0.518,0.806,1.273
3272,2004,0.5091,0.727,1.301,0.4735,0.686,1.211
3272,2005,0.5495,0.757,1.401,0.4855,0.732,1.244
3272,2006,0.5426,0.703,1.496,0.5118,0.764,1.282
3272,2007,0.5337,0.769,1.37,0.4858,0.684,1.175
3272,2008,0.5702,0.835,1.523,0.4718,0.634,1.142
3272,2009,0.5664,0.638,1.537,0.4635,0.575,1.099
3272,2010,0.6039,0.726,1.589,0.4855,0.583,1.259
3272,2011,0.587,0.684,1.558,0.4796,0.623,1.199
3272,2012,0.5547,0.773,1.467,0.4871,0.543,1.308
3272,2013,0.536,0.657,1.366,0.4684,0.592,1.17
3272,2014,0.5703,0.711,1.438,0.4878,0.607,1.207
3272,2015,0.5547,0.733,1.535,0.4557,0.524,1.175
3272,2016,0.5854,0.816,1.684,0.4573,0.525,1.21
3273,1997,0.7041,0.796,1.702,0.5823,0.723,1.47
3273,1998,0.7681,0.834,1.883,0.5891,0.738,1.495
3273,1999,0.8699,0.91,2.285,0.6584,0.78,1.598
3273,2000,0.8529,0.855,2.198,0.6209,0.778,1.503
3273,2001,0.819,0.853,2.019,0.6472,0.771,1.572
3273,2002,0.7727,0.761,1.915,0.6016,0.766,1.502
3273,2003,0.7234,0.744,1.756,0.5813,0.715,1.439
3273,2004,0.7002,0.773,1.627,0.5892,0.74,1.483
3273,2005,0.7605,0.766,1.969,0.6122,0.738,1.473
3273,2006,0.7302,0.766,1.678,0.591,0.676,1.426
3273,2007,0.8581,0.876,2.199,0.648,0.747,1.551
3273,2008,0.7707,0.832,1.902,0.6112,0.733,1.472
3273,2009,0.8079,0.909,2.002,0.6382,0.766,1.59
3273,2010,0.7723,0.882,1.885,0.5867,0.722,1.42
3273,2011,0.7403,0.773,1.822,0.5781,0.663,1.422
3273,2012,0.7573,0.842,1.799,0.6017,0.705,1.461
3273,2013,0.7338,0.862,1.857,0.6128,0.753,1.481
3273,2014,0.816,0.835,2.175,0.6003,0.654,1.4
3273,2015,0.8708,0.934,2.353,0.6295,0.752,1.55
3273,2016,0.9371,1.021,2.557,0.641,0.751,1.516
3274,1997,0.7047,0.927,1.981,0.4758,0.622,1.168
3274,1998,0.674,0.937,1.939,0.4978,0.631,1.292
3274,1999,0.5399,0.759,1.539,0.5108,0.784,1.31
3274,2000,0.4387,0.605,1.104,0.4239,0.594,1.065
3274,2001,0.419,0.651,1.151,0.4221,0.64,1.254
3274,2002,0.5588,0.733,1.485,0.5089,0.738,1.264
3274,2003,0.6125,0.697,1.9,0.5132,0.721,1.248
3274,2004,0.4767,0.765,1.238,0.4346,0.602,1.256
3274,2005,0.5537,0.614,1.364,0.4983,0.683,1.329
3274,2006,0.5745,0.62,1.429,0.5378,0.829,1.442
3274,2007,0.5019,0.554,1.426,0.4981,0.713,1.194
3274,2008,0.4849,0.574,1.224,0.4333,0.608,1.002
3274,2009,0.5367,0.76,1.474,0.4701,0.647,1.166
3274,2010,0.6191,0.802,1.818,0.5283,0.749,1.317
3274,2011,0.5162,0.706,1.371,0.4999,0.646,1.335
3274,2012,0.6937,1.094,1.902,0.5412,0.82,1.34
3274,2013,0.6453,0.968,1.653,0.582,0.751,1.393
3274,2014,0.68,0.871,1.733,0.5971,0.879,1.504
3274,2015,0.6133,0.917,1.556,0.5739,0.836,1.475
3274,2016,0.6207,0.75,1.555,0.5986,0.887,1.551
3279,1997,0.6124,0.888,1.49,0.5539,0.76,1.425
3279,1998,0.7155,0.875,1.757,0.6006,0.71,1.572
3279,1999,0.6885,0.972,1.865,0.6658,0.933,1.714
3279,2000,0.6463,0.861,1.637,0.6346,0.789,1.664
3279,2001,0.632,0.842,1.543,0.6149,0.8,1.578
3279,2002,0.6641,0.893,1.639,0.6378,0.906,1.641
3279,2003,0.6513,0.893,1.653,0.6287,0.889,1.607
3279,2004,0.6232,0.872,1.682,0.614,1.011,1.554
3279,2005,0.6848,0.957,1.78,0.6681,1.019,1.672
3279,2006,0.7093,1.008,1.871,0.6624,1.022,1.732
3279,2007,0.699,0.961,1.767,0.6594,1.004,1.623
3279,2008,0.7224,0.955,1.824,0.6867,0.94,1.667
3279,2009,0.6096,0.673,1.527,0.634,0.822,1.605
3279,2010,0.6258,0.694,1.488,0.6805,0.907,1.686
3279,2011,0.6389,0.691,1.543,0.6537,0.823,1.579
3279,2012,0.6159,0.694,1.551,0.6347,0.773,1.588
3279,2013,0.6263,0.688,1.596,0.6431,0.807,1.599
3279,2014,0.642,0.69,1.698,0.6322,0.839,1.523
3279,2015,0.6677,0.769,1.658,0.6271,0.858,1.505
3279,2016,0.6356,0.784,1.629,0.6382,0.823,1.514
3311,1997,0.5342,0.657,1.382,0.4085,0.381,1.078
3311,1998,0.7462,0.976,2.269,0.4013,0.283,1.091
3311,1999,0.6658,1.059,1.871,0.4349,0.399,1.163
3311,2000,0.81,1.284,2.109,0.4752,0.388,1.104
3311,2001,0.7516,1.172,1.875,0.4973,0.49,1.369
3311,2002,0.718,1.043,1.9,0.4745,0.352,1.201
3311,2003,0.6649,0.746,1.711,0.4358,0.502,0.995
3311,2004,0.6254,0.932,1.71,0.5433,0.781,1.246
3311,2005,0.6182,0.826,1.642,0.5096,0.524,1.193
3311,2006,0.6028,0.747,1.507,0.5113,0.52,1.312
3311,2007,0.6696,0.832,1.928,0.5303,0.623,1.35
3311,2008,0.6894,0.623,1.679,0.6686,0.84,1.672
3311,2009,0.7013,0.759,1.864,0.5659,0.755,1.459
3311,2010,0.8098,1.09,2.095,0.5373,0.628,1.263
3311,2011,0.8366,1.135,2.2,0.5801,0.693,1.288
3311,2012,0.8627,1.399,2.311,0.5459,0.656,1.289
3311,2013,0.8405,1.114,2.302,0.5649,0.637,1.349
3311,2014,0.748,0.92,2.049,0.5312,0.703,1.248
3311,2015,0.8041,1.072,2.243,0.5522,0.79,1.335
3311,2016,0.7883,1.279,2.167,0.524,0.652,1.379
3312,1997,0.6845,0.921,1.866,0.6342,1.011,1.631
3312,1998,0.6892,0.994,1.929,0.6418,0.986,1.737
3312,1999,0.6655,0.992,1.719,0.6131,0.906,1.541
3312,2000,0.6289,0.85,1.536,0.5862,0.858,1.513
3312,2001,0.5634,0.806,1.467,0.5566,0.763,1.535
3312,2002,0.6183,0.898,1.647,0.6354,0.867,1.712
3312,2003,0.6404,0.932,1.591,0.6225,0.862,1.63
3312,2004,0.6307,0.835,1.645,0.6217,0.792,1.605
3312,2005,0.6247,0.939,1.69,0.6227,0.83,1.689
3312,2006,0.6371,0.896,1.577,0.6622,0.847,1.717
3312,2007,0.7267,0.919,1.973,0.6608,0.871,1.674
3312,2008,0.7091,1.03,1.849,0.7742,1.044,2.097
3312,2009,0.7007,1.014,1.814,0.6844,0.862,1.81
3312,2010,0.686,0.973,1.655,0.7072,0.984,1.844
3312,2011,0.7526,1.186,1.901,0.6613,0.949,1.707
3312,2012,0.8167,1.2,2.213,0.6649,0.895,1.692
3312,2013,0.7919,1.012,2.209,0.6635,0.875,1.7
3312,2014,0.6731,0.917,1.702,0.628,0.844,1.585
3312,2015,0.7443,0.861,1.811,0.6469,0.744,1.659
3312,2016,0.8134,1.081,1.923,0.6501,0.775,1.721
3313,1997,0.8166,1.443,2.147,0.6682,0.958,1.766
3313,1998,0.7706,1.25,2.024,0.6423,0.904,1.622
3313,1999,0.7458,1.126,2.071,0.6411,0.912,1.611
3313,2000,0.7681,1.073,2.063,0.6477,0.921,1.665
3313,2001,0.7494,1.101,1.936,0.6437,0.942,1.67
3313,2002,0.7278,0.896,1.931,0.633,0.923,1.607
3313,2003,0.7065,0.981,1.876,0.691,1.105,1.677
3313,2004,0.7686,1.134,2.042,0.7611,1.197,1.984
3313,2005,0.8262,1.246,2.16,0.7612,1.142,2.027
3313,2006,0.7283,0.794,2.046,0.7313,1.067,1.891
3313,2007,0.8036,1.108,2.143,0.7854,1.156,1.974
3313,2008,0.8354,1.181,2.197,0.6922,1.043,1.744
3313,2009,0.7188,0.91,1.903,0.7154,1.071,1.917
3313,2010,0.822,1.309,2.163,0.7549,1.188,2.05
3313,2011,0.8168,1.202,2.145,0.7397,1.118,1.945
3313,2012,0.8326,1.055,2.226,0.7412,1.066,1.902
3313,2013,0.8119,1.004,2.199,0.7327,1.073,1.822
3313,2014,0.8383,1.185,2.256,0.7501,1.073,2.073
3313,2015,0.7911,1.096,2.187,0.698,0.924,1.844
3313,2016,0.8199,1.225,2.098,0.7002,0.881,1.904
3314,1997,0.7056,0.992,1.654,0.6408,0.734,1.501
3314,1998,0.8336,1.144,2.23,0.6771,0.831,1.6
3314,1999,0.8006,1.026,2.101,0.6718,0.698,1.54
3314,2000,0.7844,1.152,1.968,0.6293,0.677,1.437
3314,2001,0.7839,1.007,2.076,0.6585,0.719,1.569
3314,2002,0.7489,1.061,1.851,0.6172,0.631,1.345
3314,2003,0.689,0.712,1.671,0.6403,0.659,1.528
3314,2004,0.8437,1.202,2.04,0.7367,0.861,1.696
3314,2005,0.8673,1.118,2.19,0.7518,0.827,1.818
3314,2006,0.8905,1.144,2.4,0.7841,0.92,2.022
3314,2007,1.081,1.417,2.927,0.8348,1.007,2.182
3314,2008,0.9535,0.998,2.413,0.8023,0.86,1.945
3314,2009,0.9933,1.171,2.571,0.7989,0.915,1.738
3314,2010,1.049,1.491,2.679,0.7773,0.95,1.916
3314,2011,1.055,1.436,2.825,0.83,0.975,1.748
3314,2012,0.9933,1.214,2.439,0.7802,0.9,1.731
3314,2013,1.002,1.252,2.666,0.8031,0.893,1.825
3314,2014,0.9318,1.487,2.442,0.7806,0.968,1.897
3314,2015,0.9769,1.338,2.732,0.7353,0.958,1.83
3314,2016,0.9339,1.481,2.664,0.7385,0.926,1.849
3315,1997,0.463,0.645,1.241,0.4078,0.618,1.042
3315,1998,0.4774,0.569,1.4,0.4307,0.67,1.097
3315,1999,0.4956,0.624,1.267,0.4225,0.581,1.08
3315,2000,0.4878,0.645,1.16,0.4281,0.594,1.097
3315,2001,0.4414,0.623,1.148,0.4095,0.612,1.064
3315,2002,0.5213,0.677,1.364,0.4509,0.642,1.17
3315,2003,0.4579,0.549,1.155,0.4408,0.648,1.135
3315,2004,0.5554,0.683,1.396,0.4534,0.656,1.103
3315,2005,0.5597,0.691,1.564,0.4749,0.699,1.217
3315,2006,0.522,0.595,1.465,0.4632,0.671,1.226
3315,2007,0.5965,0.788,1.468,0.4993,0.678,1.184
3315,2008,0.5355,0.627,1.503,0.4721,0.571,1.113
3315,2009,0.532,0.619,1.365,0.4532,0.569,1.094
3315,2010,0.5194,0.612,1.417,0.4508,0.588,1.15
3315,2011,0.4989,0.657,1.365,0.4567,0.566,1.173
3315,2012,0.4757,0.7,1.265,0.4539,0.637,1.206
3315,2013,0.5206,0.72,1.425,0.5016,0.674,1.273
3315,2014,0.5194,0.71,1.327,0.4583,0.647,1.187
3315,2015,0.5463,0.806,1.467,0.49,0.738,1.194
3315,2016,0.539,0.644,1.514,0.4674,0.651,1.19
3321,1997,0.5608,0.693,1.402,0.5032,0.646,1.282
3321,1998,0.5604,0.695,1.45,0.4846,0.587,1.21
