naics4,YEAR,sd,d7525,d9010,sd*,d7525*,d9010*
3351,1999,0.6517,0.86,1.664,0.5945,0.724,1.618
3351,2000,0.5173,0.696,1.381,0.5485,0.789,1.285
3351,2001,0.5627,0.731,1.486,0.5437,0.797,1.392
3351,2002,0.5836,0.689,1.461,0.5274,0.838,1.301
3351,2003,0.5803,0.585,1.394,0.5557,0.727,1.413
3351,2004,0.5706,0.698,1.534,0.503,0.643,1.286
3351,2005,0.5836,0.644,1.62,0.4758,0.714,1.28
3351,2006,0.5568,0.576,1.513,0.4843,0.632,1.225
3351,2007,0.6002,0.769,1.657,0.5004,0.764,1.319
3351,2008,0.5132,0.605,1.36,0.5096,0.718,1.348
3351,2009,0.5194,0.572,1.452,0.493,0.596,1.288
3351,2010,0.5042,0.654,1.227,0.5108,0.664,1.329
3351,2011,0.6348,0.767,1.453,0.5243,0.655,1.229
3351,2012,0.5118,0.629,1.111,0.4876,0.647,1.227
3351,2013,0.5358,0.825,1.433,0.4928,0.749,1.324
3351,2014,0.6038,0.755,1.78,0.5052,0.685,1.316
3351,2015,0.5936,0.784,1.62,0.546,0.765,1.38
3351,2016,0.5883,0.888,1.438,0.5447,0.76,1.374
3352,1997,0.5493,0.801,1.321,0.4213,0.504,1.008
3352,1998,0.542,0.806,1.264,0.4296,0.468,1.039
3352,1999,0.5483,0.79,1.538,0.4026,0.469,1.031
3352,2000,0.5372,0.721,1.308,0.3688,0.395,0.807
3352,2001,0.4668,0.655,1.318,0.363,0.47,0.85
3352,2002,0.5825,0.875,1.051,0.5193,0.932,1.126
3352,2003,0.573,0.681,1.602,0.3965,0.41,1.055
3352,2004,0.4454,0.736,1.052,0.3611,0.472,0.965
3352,2005,0.641,0.932,1.762,0.3684,0.5,0.943
3352,2006,0.3484,0.314,0.835,0.3943,0.553,0.741
3352,2007,0.5183,0.582,1.185,0.4798,0.604,1.169
3352,2008,0.4587,0.716,1.232,0.3841,0.483,1.031
3352,2009,0.6299,1.103,1.567,0.4208,0.563,1.117
3352,2010,0.5052,0.772,1.399,0.377,0.568,0.895
3352,2011,0.554,0.892,1.5,0.4108,0.58,1.016
3352,2012,0.5421,0.728,1.504,0.4867,0.578,1.204
3352,2013,0.6353,0.924,1.933,0.4807,0.712,1.011
3352,2014,0.5093,0.568,1.121,0.4227,0.573,0.942
3352,2015,0.5143,0.462,1.35,0.474,0.596,1.054
3352,2016,0.6088,0.73,1.449,0.5028,0.756,1.069
3353,1997,0.5491,0.638,1.559,0.538,0.707,1.417
3353,1998,0.5602,0.635,1.371,0.5369,0.708,1.404
3353,1999,0.7045,0.817,2.071,0.5578,0.726,1.351
3353,2000,0.706,0.884,2.007,0.5595,0.685,1.429
3353,2001,0.6201,0.816,1.777,0.5574,0.73,1.421
3353,2002,0.6497,0.833,1.721,0.594,0.777,1.529
3353,2003,0.6318,0.812,1.7,0.5829,0.728,1.458
3353,2004,0.5468,0.785,1.348,0.5075,0.695,1.227
3353,2005,0.5232,0.647,1.352,0.5309,0.603,1.319
3353,2006,0.5941,0.649,1.602,0.5442,0.626,1.391
3353,2007,0.5925,0.733,1.508,0.5376,0.656,1.361
3353,2008,0.6381,0.763,1.763,0.5707,0.792,1.474
3353,2009,0.61,0.83,1.671,0.559,0.728,1.505
3353,2010,0.5666,0.726,1.372,0.5575,0.709,1.462
3353,2011,0.611,0.894,1.681,0.5597,0.768,1.429
3353,2012,0.5553,0.778,1.416,0.5233,0.719,1.396
3353,2013,0.5671,0.828,1.501,0.5659,0.819,1.477
3353,2014,0.6966,0.937,1.839,0.5557,0.748,1.463
3353,2015,0.6562,0.983,1.768,0.5551,0.732,1.482
3353,2016,0.6184,0.872,1.662,0.5501,0.752,1.425
3359,1997,0.8422,0.762,1.661,0.6472,0.827,1.582
3359,1998,0.6966,0.892,1.747,0.6534,0.874,1.613
3359,1999,0.6343,0.934,1.668,0.629,0.905,1.493
3359,2000,0.6562,0.88,1.661,0.6424,0.949,1.604
3359,2001,0.6533,0.864,1.679,0.6243,0.857,1.602
3359,2002,0.6892,0.818,1.866,0.6562,0.92,1.634
3359,2003,0.6726,1.009,1.723,0.631,0.869,1.621
3359,2004,0.6775,1.001,1.815,0.6268,0.854,1.548
3359,2005,0.6801,0.957,1.761,0.6681,0.881,1.758
3359,2006,0.7244,0.932,1.791,0.6684,0.929,1.599
3359,2007,0.6911,0.842,1.779,0.6828,0.93,1.63
3359,2008,0.689,0.856,1.672,0.6792,0.997,1.71
3359,2009,0.6062,0.71,1.552,0.6126,0.812,1.582
3359,2010,0.6087,0.811,1.663,0.6119,0.863,1.644
3359,2011,0.6556,0.86,1.709,0.6616,0.832,1.732
3359,2012,0.7543,1.161,2.136,0.6606,0.807,1.741
3359,2013,0.7696,1.098,2.086,0.6585,0.817,1.675
3359,2014,0.6294,0.918,1.668,0.6084,0.839,1.527
3359,2015,0.6048,0.829,1.462,0.6167,0.863,1.55
3359,2016,0.629,0.836,1.572,0.6034,0.745,1.545
3361,1997,0.9656,1.641,2.39,0.5531,0.565,1.237
3361,1998,0.8809,1.388,2.281,0.5027,0.336,1.209
3361,1999,0.8743,1.443,2.364,0.5039,0.655,1.276
3361,2000,0.8742,1.582,2.126,0.5397,0.656,1.198
3361,2001,1.042,2.086,2.665,0.6196,0.529,1.731
3361,2002,0.7463,0.827,2.01,0.6254,0.489,1.363
3361,2003,0.8153,1.347,2.273,0.5826,0.532,1.339
3361,2004,0.8423,1.511,2.048,0.5799,0.504,1.477
3361,2005,0.8196,1.399,2.126,0.6133,0.542,1.698
3361,2006,0.9288,1.518,2.559,0.5983,0.489,1.487
3361,2007,0.7977,1.112,2.113,0.644,0.559,1.595
3361,2008,0.7711,0.947,2.132,0.6487,0.711,1.584
3361,2009,1.334,1.658,4.006,0.6476,0.636,1.379
3361,2010,1.288,2.329,3.349,0.7218,0.704,1.905
3361,2011,1.037,2.118,2.738,0.631,0.687,1.3
3361,2012,1.114,2.098,2.695,0.6548,0.576,1.505
3361,2013,1.152,1.359,3.269,0.6384,0.555,1.55
3361,2014,1.086,1.505,2.575,0.5179,0.531,1.007
3361,2015,0.8251,0.983,2.299,0.6087,0.555,1.254
3361,2016,0.8857,1.724,2.01,0.6205,0.65,1.399
3362,1997,0.4019,0.483,0.938,0.4267,0.561,1.122
3362,1998,0.4862,0.597,1.212,0.4508,0.642,1.091
3362,1999,0.5261,0.697,1.285,0.4771,0.65,1.163
3362,2000,0.5239,0.586,1.337,0.4666,0.638,1.121
3362,2001,0.4699,0.64,1.261,0.461,0.559,1.193
3362,2002,0.5412,0.833,1.49,0.4753,0.645,1.311
3362,2003,0.4998,0.655,1.349,0.4829,0.683,1.224
3362,2004,0.4244,0.486,1.108,0.453,0.613,1.097
3362,2005,0.4972,0.678,1.278,0.4458,0.646,1.15
3362,2006,0.5056,0.663,1.233,0.4626,0.626,1.259
3362,2007,0.4788,0.637,1.17,0.4638,0.663,1.218
3362,2008,0.513,0.624,1.304,0.4921,0.645,1.164
3362,2009,0.5787,0.721,1.614,0.5044,0.683,1.288
3362,2010,0.5306,0.675,1.28,0.4683,0.642,1.238
3362,2011,0.4392,0.662,1.095,0.4265,0.573,1.153
3362,2012,0.5316,0.728,1.42,0.4528,0.6,1.179
3362,2013,0.5223,0.711,1.343,0.4692,0.598,1.211
3362,2014,0.4999,0.603,1.441,0.4332,0.52,1.142
3362,2015,0.4619,0.572,1.242,0.4177,0.557,1.074
3362,2016,0.4754,0.655,1.165,0.4312,0.525,1.051
3363,1997,0.6494,0.853,1.709,0.5912,0.716,1.489
3363,1998,0.6676,0.835,1.759,0.6098,0.753,1.521
3363,1999,0.6403,0.792,1.684,0.5688,0.723,1.408
3363,2000,0.6293,0.833,1.62,0.5611,0.745,1.438
3363,2001,0.6263,0.852,1.614,0.5773,0.769,1.431
3363,2002,0.6477,0.777,1.652,0.5869,0.743,1.511
3363,2003,0.6245,0.855,1.651,0.597,0.797,1.568
3363,2004,0.6142,0.788,1.616,0.5621,0.693,1.455
3363,2005,0.6207,0.752,1.697,0.5878,0.76,1.544
3363,2006,0.6554,0.841,1.775,0.5722,0.765,1.468
3363,2007,0.6584,0.923,1.706,0.6115,0.818,1.518
3363,2008,0.6955,0.93,1.801,0.6227,0.75,1.583
3363,2009,0.6693,0.776,1.786,0.6007,0.765,1.542
3363,2010,0.6498,0.737,1.674,0.5966,0.777,1.509
3363,2011,0.6989,0.836,1.939,0.6241,0.774,1.535
3363,2012,0.7125,0.809,1.925,0.6488,0.811,1.671
3363,2013,0.7842,1.132,1.992,0.6486,0.822,1.677
3363,2014,0.7266,0.964,1.925,0.6027,0.756,1.586
3363,2015,0.7639,1.027,1.917,0.6134,0.758,1.598
3363,2016,0.6817,0.919,1.771,0.6006,0.756,1.561
3364,1997,0.616,0.785,1.562,0.5588,0.708,1.294
3364,1998,0.7386,0.995,2.032,0.6003,0.783,1.694
3364,1999,0.6364,0.837,1.638,0.6291,0.761,1.741
3364,2000,0.6405,0.877,1.395,0.5839,0.711,1.401
3364,2001,0.5953,0.797,1.657,0.5731,0.843,1.443
3364,2002,0.6438,0.65,1.428,0.5721,0.752,1.418
3364,2003,0.6333,0.804,1.615,0.5527,0.667,1.355
3364,2004,0.5823,0.754,1.496,0.5627,0.722,1.417
3364,2005,0.612,0.629,1.738,0.5753,0.712,1.518
3364,2006,0.6061,0.746,1.514,0.574,0.807,1.412
3364,2007,0.571,0.764,1.294,0.6287,0.792,1.548
3364,2008,0.6561,0.901,1.665,0.5436,0.663,1.26
3364,2009,0.7431,0.866,2.058,0.5946,0.792,1.336
3364,2010,0.7088,0.852,1.842,0.631,0.78,1.618
3364,2011,0.7584,1.032,1.825,0.5783,0.632,1.444
3364,2012,0.7427,1.074,1.942,0.6622,1.012,1.52
3364,2013,0.8472,0.987,2.014,0.6683,1.052,1.436
3364,2014,0.6107,0.75,1.673,0.6392,0.951,1.36
3364,2015,0.796,1.112,2.11,0.6762,0.941,1.713
3364,2016,0.6581,0.918,1.693,0.6911,0.971,1.569
3365,1997,0.5814,0.735,1.645,0.4739,0.424,1.297
3365,1998,0.6484,0.891,1.629,0.5207,0.398,1.269
3365,1999,0.6603,1.083,1.591,0.4873,0.608,1.271
3365,2000,0.5461,0.905,1.301,0.4935,0.574,1.408
3365,2001,0.6414,0.899,1.462,0.5457,0.606,1.31
3365,2002,0.5852,0.699,1.468,0.5434,0.769,1.547
3365,2003,0.623,1.081,1.554,0.5329,0.781,1.082
3365,2004,0.5847,0.755,1.693,0.5133,0.745,1.419
3365,2005,0.67,0.831,2.231,0.5356,0.655,1.318
3365,2006,0.7808,1.235,1.912,0.5582,0.64,1.319
3365,2007,0.96,1.74,2.556,0.5285,0.363,1.29
3365,2008,0.8969,1.109,2.089,0.6968,0.78,1.582
3365,2009,0.7855,0.923,1.83,0.5799,0.477,1.295
3365,2010,0.639,0.789,1.56,0.4435,0.576,0.977
3365,2011,0.72,1.063,1.63,0.4791,0.656,0.959
3365,2012,0.9308,1.152,2.031,0.6301,1.136,1.52
3365,2013,0.8,1.582,2.1,0.7131,0.94,2.1
3365,2014,0.7005,0.921,1.506,0.7423,1.36,1.85
3365,2015,0.7567,0.972,1.922,0.6458,0.981,1.699
3365,2016,0.7749,0.937,1.966,0.6241,0.908,1.531
3366,1997,0.4902,0.482,1.296,0.3736,0.304,0.844
3366,1998,0.5658,0.753,1.588,0.3969,0.363,0.952
3366,1999,0.4337,0.467,1.046,0.3763,0.378,0.856
3366,2000,0.4171,0.625,1.046,0.3457,0.485,0.852
3366,2001,0.4221,0.508,1.073,0.371,0.497,0.872
3366,2002,0.4761,0.421,1.196,0.3511,0.377,0.789
3366,2003,0.534,0.478,1.343,0.3646,0.426,0.89
3366,2004,0.4191,0.416,1.072,0.3339,0.333,0.887
3366,2005,0.4736,0.553,1.141,0.3787,0.453,0.88
3366,2006,0.4522,0.589,1.077,0.3768,0.48,0.937
3366,2007,0.4541,0.66,1.071,0.4042,0.637,0.903
3366,2008,0.5646,0.667,1.304,0.387,0.469,0.751
3366,2009,0.6008,0.483,1.666,0.4008,0.604,0.742
3366,2010,0.4956,0.517,1.102,0.3202,0.358,0.64
3366,2011,0.5379,0.715,1.449,0.3605,0.513,0.828
3366,2012,0.514,0.737,1.215,0.3496,0.404,0.846
3366,2013,0.6656,0.754,1.86,0.3484,0.414,0.792
3366,2014,0.6444,0.869,1.758,0.419,0.546,0.95
3366,2015,0.4445,0.729,1.093,0.3508,0.414,0.847
3366,2016,0.5493,0.653,1.165,0.3846,0.4,0.846
3369,1997,0.4862,0.567,1.392,0.6469,1.109,1.655
3369,1998,0.5204,0.761,1.311,0.6503,0.951,1.834
3369,1999,0.7389,1.082,2.089,0.6996,0.952,1.865
3369,2000,0.7,1.148,1.789,0.7672,1.157,1.897
3369,2001,0.636,0.846,1.746,0.7696,1.107,2.053
3369,2002,0.5958,0.662,1.564,0.7786,0.772,2.086
3369,2003,0.6906,1.25,1.902,0.7203,0.955,2.031
3369,2004,0.6739,0.941,1.785,0.7973,1.202,2.408
3369,2005,0.5474,0.998,1.364,0.6178,0.839,1.722
3369,2006,0.6592,1.186,1.5,0.6229,0.843,1.533
3369,2007,0.6413,1.136,1.642,0.7416,0.872,2.185
3369,2008,0.7069,1.065,1.751,0.8104,1.242,2.326
3369,2009,0.7213,1.306,1.936,0.7111,1.249,1.885
3369,2010,0.8592,1.391,2.014,0.7348,1.346,1.916
3369,2011,0.8013,1.042,2.034,0.7643,1.1,2.03
3369,2012,0.7859,1.086,2.004,0.8185,1.089,2.321
3369,2013,0.6448,1.045,1.717,0.8533,1.287,2.39
3369,2014,0.7931,1.433,2.151,0.7953,1.296,2.079
3369,2015,0.9689,1.506,2.99,0.8869,1.545,2.504
3369,2016,0.7541,0.748,2.427,0.8635,1.378,2.272
3371,1997,0.451,0.517,1.141,0.4277,0.505,1.037
3371,1998,0.5171,0.665,1.266,0.467,0.542,1.135
3371,1999,0.4797,0.606,1.205,0.4294,0.546,1.023
3371,2000,0.4593,0.576,1.126,0.4563,0.528,1.11
3371,2001,0.4427,0.509,1.042,0.4302,0.538,1.055
3371,2002,0.5324,0.608,1.338,0.4545,0.547,1.135
3371,2003,0.4502,0.507,1.103,0.4425,0.503,1.192
3371,2004,0.4631,0.475,1.108,0.4492,0.52,1.118
3371,2005,0.4552,0.526,1.1,0.4514,0.534,1.191
3371,2006,0.4392,0.514,1.041,0.4435,0.535,1.156
3371,2007,0.5132,0.579,1.316,0.4724,0.558,1.172
3371,2008,0.4794,0.482,1.147,0.4933,0.609,1.224
3371,2009,0.5599,0.625,1.257,0.4928,0.635,1.2
3371,2010,0.4867,0.521,1.102,0.4814,0.619,1.236
3371,2011,0.5055,0.612,1.306,0.4784,0.58,1.222
3371,2012,0.5796,0.678,1.54,0.4784,0.608,1.178
3371,2013,0.5385,0.703,1.325,0.4738,0.627,1.184
3371,2014,0.4907,0.614,1.227,0.4596,0.566,1.159
3371,2015,0.56,0.607,1.377,0.4937,0.578,1.255
3371,2016,0.5386,0.622,1.251,0.4633,0.599,1.148
3372,1997,0.49,0.514,1.227,0.5393,0.714,1.381
3372,1998,0.5038,0.634,1.237,0.5085,0.724,1.315
3372,1999,0.4857,0.622,1.154,0.5176,0.693,1.305
3372,2000,0.5144,0.544,1.281,0.5274,0.747,1.356
3372,2001,0.5165,0.663,1.383,0.5155,0.623,1.351
3372,2002,0.493,0.554,1.198,0.5211,0.609,1.329
3372,2003,0.5245,0.568,1.379,0.5525,0.657,1.463
3372,2004,0.4486,0.502,1.064,0.5294,0.662,1.394
3372,2005,0.4444,0.516,1.02,0.5246,0.67,1.346
3372,2006,0.4883,0.509,1.226,0.5137,0.64,1.322
3372,2007,0.534,0.557,1.251,0.5208,0.654,1.317
3372,2008,0.5737,0.63,1.385,0.5554,0.711,1.43
3372,2009,0.4526,0.559,1.175,0.5119,0.654,1.361
3372,2010,0.5187,0.683,1.301,0.4938,0.678,1.256
3372,2011,0.422,0.513,1.057,0.5112,0.637,1.422
3372,2012,0.4904,0.5,1.228,0.5222,0.675,1.317
3372,2013,0.5033,0.626,1.288,0.5009,0.726,1.259
3372,2014,0.496,0.551,1.237,0.5177,0.732,1.415
3372,2015,0.4116,0.474,1.078,0.4807,0.673,1.227
3372,2016,0.487,0.587,1.318,0.4874,0.72,1.312
3379,1997,0.4953,0.633,1.24,0.4955,0.789,1.293
3379,1998,0.4539,0.529,1.271,0.5045,0.786,1.339
3379,1999,0.5266,0.795,1.374,0.5196,0.695,1.263
3379,2000,0.5034,0.606,1.216,0.5537,0.8,1.376
3379,2001,0.6289,0.568,1.621,0.5199,0.773,1.305
3379,2002,0.6561,0.741,1.84,0.535,0.811,1.316
3379,2003,0.5819,0.738,1.425,0.5417,0.847,1.402
3379,2004,0.5325,0.836,1.376,0.5486,0.882,1.356
3379,2005,0.5738,0.784,1.56,0.5525,0.852,1.44
3379,2006,0.5372,0.705,1.396,0.5794,0.826,1.439
3379,2007,0.5092,0.777,1.251,0.5272,0.872,1.371
3379,2008,0.6026,0.844,1.485,0.6068,0.864,1.539
3379,2009,0.5935,0.997,1.37,0.5921,0.969,1.571
3379,2010,0.5228,0.768,1.342,0.5708,0.776,1.527
3379,2011,0.5491,0.815,1.395,0.5945,0.926,1.473
3379,2012,0.7491,1.156,2.06,0.6815,1.165,1.75
3379,2013,0.6024,0.804,1.591,0.6019,1.001,1.471
3379,2014,0.5851,0.768,1.428,0.6013,1.064,1.542
3379,2015,0.4747,0.773,1.194,0.4813,0.802,1.218
3379,2016,0.4986,0.783,1.196,0.5495,0.706,1.203
3391,1997,0.5756,0.695,1.472,0.5903,0.794,1.563
3391,1998,0.5972,0.814,1.556,0.6457,0.907,1.677
3391,1999,0.6147,0.717,1.528,0.6928,1.058,1.815
3391,2000,0.5995,0.71,1.5,0.7014,1.095,1.813
3391,2001,0.6024,0.578,1.329,0.7533,1.139,1.979
3391,2002,0.6017,0.803,1.496,0.7131,1.002,1.891
3391,2003,0.6501,0.892,1.717,0.7595,1.187,2.004
3391,2004,0.5448,0.586,1.314,0.751,1.226,1.962
3391,2005,0.5881,0.543,1.518,0.7929,1.26,2.127
3391,2006,0.6345,0.63,1.613,0.8138,1.337,2.149
3391,2007,0.7136,0.907,1.692,0.8275,1.328,2.169
3391,2008,0.7256,0.765,1.837,0.8764,1.385,2.334
3391,2009,0.7928,1.057,2.065,0.8865,1.315,2.408
3391,2010,0.8111,1.082,2.072,0.9118,1.402,2.421
3391,2011,0.8375,1.097,2.076,0.9619,1.417,2.666
3391,2012,0.923,1.394,2.328,0.9512,1.339,2.686
3391,2013,0.9062,1.454,2.399,0.9499,1.272,2.61
3391,2014,0.7955,0.723,2.056,1.042,1.835,2.819
3391,2015,0.7758,0.685,1.833,1.03,1.763,2.754
3391,2016,0.825,0.728,2.164,1.023,1.76,2.756
3399,1997,0.6088,0.784,1.546,0.577,0.764,1.462
3399,1998,0.68,0.908,1.771,0.6042,0.773,1.551
3399,1999,0.6318,0.833,1.612,0.5886,0.722,1.461
3399,2000,0.6305,0.837,1.6,0.5862,0.729,1.499
3399,2001,0.6003,0.715,1.539,0.5791,0.725,1.478
3399,2002,0.6321,0.782,1.627,0.5973,0.786,1.52
3399,2003,0.5853,0.733,1.468,0.5831,0.748,1.542
3399,2004,0.6706,0.812,1.824,0.6075,0.777,1.588
3399,2005,0.6776,0.891,1.744,0.5989,0.756,1.552
3399,2006,0.564,0.668,1.42,0.5751,0.732,1.48
3399,2007,0.6194,0.725,1.624,0.6047,0.745,1.543
3399,2008,0.5633,0.678,1.401,0.5907,0.769,1.494
3399,2009,0.6576,0.734,1.711,0.6042,0.761,1.522
3399,2010,0.5867,0.625,1.422,0.5989,0.758,1.505
3399,2011,0.568,0.606,1.437,0.5843,0.736,1.505
3399,2012,0.6316,0.718,1.59,0.5946,0.734,1.456
3399,2013,0.6666,0.777,1.615,0.5978,0.747,1.517
3399,2014,0.6105,0.764,1.596,0.582,0.729,1.429
3399,2015,0.5963,0.683,1.447,0.5754,0.75,1.502
3399,2016,0.6004,0.78,1.504,0.584,0.756,1.496
"*Activity weighted statistics, weight: total hours worked",,,,,,,
The Census Bureau has reviewed this data product for unauthorized disclosure of confidential information and has approved the disclosure avoidance applied. (Approval ID: CBDRB-FY20-319),,,,,,,
