naics4,YEAR,sd,d7525,d9010,sd*,d7525*,d9010*
3379,1998,0.1845,0.2092,0.465,0.2293,0.3334,0.617
3379,1999,0.216,0.2845,0.625,0.2227,0.3158,0.537
3379,2000,0.2382,0.2827,0.602,0.2519,0.2933,0.565
3379,2001,0.2763,0.3448,0.737,0.2584,0.2863,0.562
3379,2002,0.2118,0.2464,0.475,0.2171,0.2984,0.561
3379,2003,0.2771,0.2895,0.72,0.2351,0.273,0.594
3379,2004,0.2284,0.232,0.556,0.2369,0.2293,0.518
3379,2005,0.3064,0.3279,0.812,0.2534,0.248,0.519
3379,2006,0.3019,0.3729,0.77,0.2703,0.303,0.561
3379,2007,0.2983,0.3421,0.697,0.2782,0.3007,0.631
3379,2008,0.3053,0.3193,0.748,0.2724,0.3229,0.602
3379,2009,0.2735,0.2961,0.719,0.2623,0.2857,0.583
3379,2010,0.2754,0.3021,0.695,0.2736,0.3024,0.59
3379,2011,0.4894,0.4564,1.627,0.2868,0.3147,0.675
3379,2012,0.3013,0.3938,0.687,0.3037,0.3763,0.649
3379,2013,0.321,0.5282,0.75,0.2964,0.3701,0.827
3379,2014,0.3984,0.5578,0.994,0.317,0.2614,0.962
3379,2015,0.4001,0.6884,1.022,0.3632,0.5315,0.996
3379,2016,0.3611,0.5058,0.861,0.3462,0.411,1.028
3391,1997,0.4634,0.4879,1.132,0.4557,0.5121,1.07
3391,1998,0.4456,0.5234,1.095,0.4331,0.5251,1.114
3391,1999,0.3903,0.4313,0.963,0.4203,0.5478,1.124
3391,2000,0.3759,0.4268,0.899,0.4563,0.6453,1.139
3391,2001,0.3289,0.4039,0.78,0.4667,0.5757,1.128
3391,2002,0.4485,0.4891,1.067,0.4583,0.5508,1.194
3391,2003,0.5498,0.5625,1.135,0.4791,0.5506,1.273
3391,2004,0.3931,0.4337,0.95,0.4533,0.5398,1.128
3391,2005,0.3491,0.3923,0.835,0.4714,0.5552,1.159
3391,2006,0.3651,0.397,0.87,0.4869,0.6413,1.252
3391,2007,0.3777,0.4428,0.836,0.4995,0.6685,1.281
3391,2008,0.3689,0.4124,0.804,0.5044,0.6364,1.327
3391,2009,0.3895,0.4512,0.917,0.5279,0.6627,1.366
3391,2010,0.4075,0.4669,0.916,0.5506,0.7611,1.395
3391,2011,0.423,0.5202,0.974,0.5555,0.7731,1.356
3391,2012,0.4442,0.4854,1.015,0.5009,0.7142,1.262
3391,2013,0.4552,0.4698,1.022,0.5156,0.6583,1.272
3391,2014,0.3165,0.323,0.672,0.4702,0.6521,1.21
3391,2015,0.3334,0.3852,0.722,0.4743,0.768,1.262
3391,2016,0.3227,0.3739,0.778,0.4779,0.766,1.203
3399,1997,0.388,0.4981,0.978,0.3828,0.5301,1.031
3399,1998,0.4012,0.5294,1.006,0.3797,0.5445,0.953
3399,1999,0.3862,0.5017,1.003,0.3699,0.5571,0.947
3399,2000,0.3934,0.5001,1.035,0.407,0.5615,1.049
3399,2001,0.3958,0.4777,1.016,0.3938,0.53,1.046
3399,2002,0.4173,0.4831,1.016,0.3923,0.5804,0.988
3399,2003,0.4351,0.48,1.055,0.4071,0.5696,1.074
3399,2004,0.4297,0.4708,1.085,0.42,0.5415,1.089
3399,2005,0.4413,0.4573,1.071,0.4148,0.5574,1.048
3399,2006,0.44,0.3753,0.996,0.4347,0.5276,1.081
3399,2007,0.4558,0.4607,1.144,0.4302,0.55,1.069
3399,2008,0.5088,0.5641,1.207,0.4222,0.5517,1.084
3399,2009,0.436,0.4925,1.069,0.4293,0.5589,1.118
3399,2010,0.4461,0.4943,1.079,0.4294,0.5298,1.145
3399,2011,0.448,0.426,1.017,0.4281,0.4911,1.126
3399,2012,0.4261,0.4343,0.977,0.4275,0.5409,1.161
3399,2013,0.4185,0.405,0.997,0.4521,0.5712,1.207
3399,2014,0.4575,0.4894,1.073,0.4254,0.5806,1.124
3399,2015,0.4096,0.5158,1.058,0.4135,0.5926,1.078
3399,2016,0.4264,0.5272,1.054,0.4209,0.5819,1.098
"*Activity weighted statistics, weight: input index",,,,,,,
The Census Bureau has reviewed this data product for unauthorized disclosure of confidential information and has approved the disclosure avoidance applied. (Approval ID: CBDRB-FY20-319),,,,,,,
