Four Digit Industries,Year,Capital productivity (2007=100),Capital productivity (percent change),Capital (2007=100),Capital (percent change),Capital costs (Million $),Capital costs (percent change),Capital cost share,Capital cost share (percent change),Capital intensity (2007=100),Capital intensity (percent change),Contribution of capital intensity (2007=100),Contribution of capital intensity (percent change),Labor productivity (2007=100),Labor productivity (percent change),Hours worked (2007=100),Hours worked (percent change),Labor compensation (Million $),Labor compensation (percent change),Labor cost share,Labor cost share (percent change),Hours worked (millions),Hours worked (percent change),Multifactor productivity (2007=100),Multifactor productivity (percent change),Combined inputs (2007=100),Combined inputs (percent change),Combined inputs costs (Million $),Combined inputs costs (percent change),Implicit combined inputs deflator (2007=100),Implicit combined inputs deflator (percent change),Intermediate purchases productivity (2007=100),Intermediate purchases productivity (percent change),Intermediate purchases (2007=100),Intermediate purchases (percent change),Intermediate purchases costs (Million $),Intermediate purchases costs (percent change),Intermediate purchases cost share,Intermediate purchases cost share (percent change),Intermediate purchases to hours ratio (2007=100),Intermediate purchases to hours ratio (percent change),Contribution of intermediate purchases intensity (2007=100),Contribution of intermediate purchases intensity (percent change),Output (2007=100),Output (percent change),Implicit output deflator (2007=100),Implicit output deflator (percent change),Value of production (Million $),Value of production (percent change),Unit labor costs (2007=100),Unit labor costs (percent change),Labor compensation (2007=100),Labor compensation (percent change),Hourly compensation (2007=100),Hourly compensation (percent change),Output per employee (2007=100),Output per employee (percent change),Employment (2007=100),Employment (percent change),Employment (thousands),Employment (percent change)
5251 - Insurance and employee benefit funds,1994,,,,,,,,,,,,,,,68.456,3,,,,,1.493,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.231,12.5,0.9,12.5
5251 - Insurance and employee benefit funds,1995,,,,,,,,,,,,,,,68.381,-0.1,,,,,1.491,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.231,0,0.9,0
5251 - Insurance and employee benefit funds,1996,,,,,,,,,,,,,,,75.199,10,,,,,1.64,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.231,0,0.9,0
5251 - Insurance and employee benefit funds,1997,,,,,,,,,,,,,,,77.102,2.5,,,,,1.681,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.923,11.1,1,11.1
5251 - Insurance and employee benefit funds,1998,,,,,,,,,,,,,,,95.43,23.8,,,,,2.081,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.615,10,1.1,10
5251 - Insurance and employee benefit funds,1999,,,,,,,,,,,,,,,106.589,11.7,,,,,2.324,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,18.2,1.3,18.2
5251 - Insurance and employee benefit funds,2000,,,,,,,,,,,,,,,112.939,6,,,,,2.462,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.692,7.7,1.4,7.7
5251 - Insurance and employee benefit funds,2001,,,,,,,,,,,,,,,108.448,-4,,,,,2.364,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.692,0,1.4,0
5251 - Insurance and employee benefit funds,2002,,,,,,,,,,,,,,,112.923,4.1,,,,,2.462,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.692,0,1.4,0
5251 - Insurance and employee benefit funds,2003,,,,,,,,,,,,,,,96.394,-14.6,,,,,2.102,-14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,-7.1,1.3,-7.1
5251 - Insurance and employee benefit funds,2004,,,,,,,,,,,,,,,88.027,-8.7,,,,,1.919,-8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.308,-7.7,1.2,-7.7
5251 - Insurance and employee benefit funds,2005,,,,,,,,,,,,,,,81.755,-7.1,,,,,1.782,-7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.615,-8.3,1.1,-8.3
5251 - Insurance and employee benefit funds,2006,,,,,,,,,,,,,,,93.642,14.5,,,,,2.042,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.308,9.1,1.2,9.1
5251 - Insurance and employee benefit funds,2007,,,,,,,,,,,,,,,100,6.8,,,,,2.18,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8.3,1.3,8.3
5251 - Insurance and employee benefit funds,2008,,,,,,,,,,,,,,,111.288,11.3,,,,,2.426,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,1.3,0
5251 - Insurance and employee benefit funds,2009,,,,,,,,,,,,,,,100.345,-9.8,,,,,2.188,-9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.308,-7.7,1.2,-7.7
5251 - Insurance and employee benefit funds,2010,,,,,,,,,,,,,,,95.896,-4.4,,,,,2.091,-4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.308,0,1.2,0
5251 - Insurance and employee benefit funds,2011,,,,,,,,,,,,,,,88.356,-7.9,,,,,1.926,-7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.308,0,1.2,0
5251 - Insurance and employee benefit funds,2012,,,,,,,,,,,,,,,94.851,7.4,,,,,2.068,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.308,0,1.2,0
5251 - Insurance and employee benefit funds,2013,,,,,,,,,,,,,,,95.921,1.1,,,,,2.091,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.308,0,1.2,0
5251 - Insurance and employee benefit funds,2014,,,,,,,,,,,,,,,175.622,83.1,,,,,3.829,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.231,83.3,2.2,83.3
5251 - Insurance and employee benefit funds,2015,,,,,,,,,,,,,,,240.698,37.1,,,,,5.248,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.769,36.4,3,36.4
5251 - Insurance and employee benefit funds,2016,,,,,,,,,,,,,,,373.546,55.2,,,,,8.144,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.846,53.3,4.6,53.3
5251 - Insurance and employee benefit funds,2017,,,,,,,,,,,,,,,418.198,12,,,,,9.118,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.692,15.2,5.3,15.2
5251 - Insurance and employee benefit funds,2018,,,,,,,,,,,,,,,475.22,13.6,,,,,10.361,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.923,17,6.2,17
5251 - Insurance and employee benefit funds,2019,,,,,,,,,,,,,,,532.155,12,,,,,11.602,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.077,9.7,6.8,9.7
5259 - Other investment pools and funds,1987,,,,,,,,,,,,,,,49.672,,,,,,2.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,1.2,
5259 - Other investment pools and funds,1988,,,,,,,,,,,,,,,56.386,13.5,,,,,2.462,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,8.3,1.3,8.3
5259 - Other investment pools and funds,1989,,,,,,,,,,,,,,,51.373,-8.9,,,,,2.243,-8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,1.3,0
5259 - Other investment pools and funds,1990,,,,,,,,,,,,,,,64.14,24.9,,,,,2.801,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,15.4,1.5,15.4
5259 - Other investment pools and funds,1991,,,,,,,,,,,,,,,59.205,-7.7,,,,,2.585,-7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,1.5,0
5259 - Other investment pools and funds,1992,,,,,,,,,,,,,,,65.172,10.1,,,,,2.846,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,6.7,1.6,6.7
5259 - Other investment pools and funds,1993,,,,,,,,,,,,,,,66.361,1.8,,,,,2.898,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,1.6,0
5259 - Other investment pools and funds,1994,,,,,,,,,,,,,,,75.512,13.8,,,,,3.297,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,12.5,1.8,12.5
5259 - Other investment pools and funds,1995,,,,,,,,,,,,,,,75.437,-0.1,,,,,3.294,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,1.8,0
5259 - Other investment pools and funds,1996,,,,,,,,,,,,,,,77.611,2.9,,,,,3.389,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,5.6,1.9,5.6
5259 - Other investment pools and funds,1997,,,,,,,,,,,,,,,84.147,8.4,,,,,3.674,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,5.3,2,5.3
5259 - Other investment pools and funds,1998,,,,,,,,,,,,,,,94.115,11.8,,,,,4.109,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,15,2.3,15
5259 - Other investment pools and funds,1999,,,,,,,,,,,,,,,102.877,9.3,,,,,4.492,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8.7,2.5,8.7
5259 - Other investment pools and funds,2000,,,,,,,,,,,,,,,112.923,9.8,,,,,4.931,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,8,2.7,8
5259 - Other investment pools and funds,2001,,,,,,,,,,,,,,,107.246,-5,,,,,4.683,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,3.7,2.8,3.7
5259 - Other investment pools and funds,2002,,,,,,,,,,,,,,,110.657,3.2,,,,,4.832,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,-3.6,2.7,-3.6
5259 - Other investment pools and funds,2003,,,,,,,,,,,,,,,101.169,-8.6,,,,,4.417,-8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,-3.7,2.6,-3.7
5259 - Other investment pools and funds,2004,,,,,,,,,,,,,,,91.622,-9.4,,,,,4,-9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,-7.7,2.4,-7.7
5259 - Other investment pools and funds,2005,,,,,,,,,,,,,,,93.557,2.1,,,,,4.085,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,-4.2,2.3,-4.2
5259 - Other investment pools and funds,2006,,,,,,,,,,,,,,,88.756,-5.1,,,,,3.875,-5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,0,2.3,0
5259 - Other investment pools and funds,2007,,,,,,,,,,,,,,,100,12.7,,,,,4.366,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8.7,2.5,8.7
5259 - Other investment pools and funds,2008,,,,,,,,,,,,,,,109.952,10,,,,,4.801,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,4,2.6,4
5259 - Other investment pools and funds,2009,,,,,,,,,,,,,,,93.069,-15.4,,,,,4.064,-15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,-7.7,2.4,-7.7
5259 - Other investment pools and funds,2010,,,,,,,,,,,,,,,92.198,-0.9,,,,,4.026,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,-4.2,2.3,-4.2
5259 - Other investment pools and funds,2011,,,,,,,,,,,,,,,80.164,-13.1,,,,,3.5,-13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,0,2.3,0
5259 - Other investment pools and funds,2012,,,,,,,,,,,,,,,89.963,12.2,,,,,3.928,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,0,2.3,0
5259 - Other investment pools and funds,2013,,,,,,,,,,,,,,,93.55,4,,,,,4.085,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,4.3,2.4,4.3
5259 - Other investment pools and funds,2014,,,,,,,,,,,,,,,142.371,52.2,,,,,6.216,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,45.8,3.5,45.8
5259 - Other investment pools and funds,2015,,,,,,,,,,,,,,,164.973,15.9,,,,,7.203,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,14.3,4,14.3
5259 - Other investment pools and funds,2016,,,,,,,,,,,,,,,226.04,37,,,,,9.869,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,37.5,5.5,37.5
5259 - Other investment pools and funds,2017,,,,,,,,,,,,,,,286.76,26.9,,,,,12.521,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,32.7,7.3,32.7
5259 - Other investment pools and funds,2018,,,,,,,,,,,,,,,325.542,13.5,,,,,14.214,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,17.8,8.6,17.8
5259 - Other investment pools and funds,2019,,,,,,,,,,,,,,,381.997,17.3,,,,,16.679,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,14,9.8,14
5311 - Lessors of real estate,1987,,,,,,,,,,,,,,,107.74,,,,,,1560.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.968,,983.7,
5311 - Lessors of real estate,1988,,,,,,,,,,,,,,,111.509,3.5,,,,,1615.594,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.525,4.3,1026,4.3
5311 - Lessors of real estate,1989,,,,,,,,,,,,,,,111.575,0.1,,,,,1616.549,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.137,-0.4,1022.4,-0.4
5311 - Lessors of real estate,1990,,,,,,,,,,,,,,,112.111,0.5,,,,,1624.319,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.719,0.5,1027.8,0.5
5311 - Lessors of real estate,1991,,,,,,,,,,,,,,,110.388,-1.5,,,,,1599.359,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.449,-0.2,1025.3,-0.2
5311 - Lessors of real estate,1992,,,,,,,,,,,,,,,103.129,-6.6,,,,,1494.186,-6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.785,-9.7,926.3,-9.7
5311 - Lessors of real estate,1993,,,,,,,,,,,,,,,105.676,2.5,,,,,1531.08,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.819,1,935.9,1
5311 - Lessors of real estate,1994,,,,,,,,,,,,,,,104.008,-1.6,,,,,1506.924,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.948,0.1,937.1,0.1
5311 - Lessors of real estate,1995,,,,,,,,,,,,,,,105.14,1.1,,,,,1523.327,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.027,2.1,956.4,2.1
5311 - Lessors of real estate,1996,,,,,,,,,,,,,,,106.198,1,,,,,1538.655,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.273,-0.7,949.4,-0.7
5311 - Lessors of real estate,1997,,,,,,,,,,,,,,,106.658,0.4,,,,,1545.317,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.016,0.7,956.3,0.7
5311 - Lessors of real estate,1998,,,,,,,,,,,,,,,104.552,-2,,,,,1514.798,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.607,-0.4,952.5,-0.4
5311 - Lessors of real estate,1999,,,,,,,,,,,,,,,101.89,-2.5,,,,,1476.237,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.923,-3.6,918.3,-3.6
5311 - Lessors of real estate,2000,,,,,,,,,,,,,,,105.085,3.1,,,,,1522.517,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.207,2.3,939.5,2.3
5311 - Lessors of real estate,2001,,,,,,,,,,,,,,,103.477,-1.5,,,,,1499.221,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,0.2,941.3,0.2
5311 - Lessors of real estate,2002,,,,,,,,,,,,,,,103.928,0.4,,,,,1505.761,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.709,-1.7,925.6,-1.7
5311 - Lessors of real estate,2003,,,,,,,,,,,,,,,109.015,4.9,,,,,1579.461,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.348,2.6,950.1,2.6
5311 - Lessors of real estate,2004,,,,,,,,,,,,,,,108.131,-0.8,,,,,1566.654,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.386,3,978.3,3
5311 - Lessors of real estate,2005,,,,,,,,,,,,,,,104.571,-3.3,,,,,1515.076,-3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.357,-3.8,940.9,-3.8
5311 - Lessors of real estate,2006,,,,,,,,,,,,,,,102.139,-2.3,,,,,1479.847,-2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.659,0.3,943.7,0.3
5311 - Lessors of real estate,2007,,,,,,,,,,,,,,,100,-2.1,,,,,1448.849,-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,-1.6,928.3,-1.6
5311 - Lessors of real estate,2008,,,,,,,,,,,,,,,94.769,-5.2,,,,,1373.06,-5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.702,-4.3,888.4,-4.3
5311 - Lessors of real estate,2009,,,,,,,,,,,,,,,95.531,0.8,,,,,1384.097,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.357,-0.4,885.2,-0.4
5311 - Lessors of real estate,2010,,,,,,,,,,,,,,,93.012,-2.6,,,,,1347.602,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.332,-2.1,866.4,-2.1
5311 - Lessors of real estate,2011,,,,,,,,,,,,,,,93.64,0.7,,,,,1356.698,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.106,-0.2,864.3,-0.2
5311 - Lessors of real estate,2012,,,,,,,,,,,,,,,96.702,3.3,,,,,1401.062,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.677,0.6,869.6,0.6
5311 - Lessors of real estate,2013,,,,,,,,,,,,,,,97.851,1.2,,,,,1417.717,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.465,1.9,886.2,1.9
5311 - Lessors of real estate,2014,,,,,,,,,,,,,,,95.291,-2.6,,,,,1380.627,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.127,-2.4,864.5,-2.4
5311 - Lessors of real estate,2015,,,,,,,,,,,,,,,96.465,1.2,,,,,1397.632,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.323,1.3,875.6,1.3
5311 - Lessors of real estate,2016,,,,,,,,,,,,,,,97.262,0.8,,,,,1409.18,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.77,3.7,907.6,3.7
5311 - Lessors of real estate,2017,,,,,,,,,,,,,,,100.83,3.7,,,,,1460.87,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.136,0.4,911,0.4
5311 - Lessors of real estate,2018,,,,,,,,,,,,,,,107.414,6.5,,,,,1556.261,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.327,4.3,949.9,4.3
5311 - Lessors of real estate,2019,,,,,,,,,,,,,,,107.324,-0.1,,,,,1554.96,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.221,0.9,958.2,0.9
5312 - Offices of real estate agents and brokers,1987,,,,,,,,,,,,,,,61.149,,,,,,460.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.772,,277.7,
5312 - Offices of real estate agents and brokers,1988,,,,,,,,,,,,,,,63.235,3.4,,,,,475.883,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.807,5.1,291.8,5.1
5312 - Offices of real estate agents and brokers,1989,,,,,,,,,,,,,,,64.842,2.5,,,,,487.982,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.679,3,300.5,3
5312 - Offices of real estate agents and brokers,1990,,,,,,,,,,,,,,,64.055,-1.2,,,,,482.058,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.55,-0.2,299.9,-0.2
5312 - Offices of real estate agents and brokers,1991,,,,,,,,,,,,,,,63.48,-0.9,,,,,477.729,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.27,-0.4,298.6,-0.4
5312 - Offices of real estate agents and brokers,1992,,,,,,,,,,,,,,,61.822,-2.6,,,,,465.25,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.386,-4.5,285.2,-4.5
5312 - Offices of real estate agents and brokers,1993,,,,,,,,,,,,,,,64.619,4.5,,,,,486.303,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.689,3.8,295.9,3.8
5312 - Offices of real estate agents and brokers,1994,,,,,,,,,,,,,,,65.768,1.8,,,,,494.95,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.562,2.9,304.6,2.9
5312 - Offices of real estate agents and brokers,1995,,,,,,,,,,,,,,,65.891,0.2,,,,,495.872,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.186,1,307.5,1
5312 - Offices of real estate agents and brokers,1996,,,,,,,,,,,,,,,68.029,3.2,,,,,511.959,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.219,1.6,312.3,1.6
5312 - Offices of real estate agents and brokers,1997,,,,,,,,,,,,,,,70.89,4.2,,,,,533.492,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.888,4,324.7,4
5312 - Offices of real estate agents and brokers,1998,,,,,,,,,,,,,,,68.909,-2.8,,,,,518.585,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.92,-1.4,320.2,-1.4
5312 - Offices of real estate agents and brokers,1999,,,,,,,,,,,,,,,71.476,3.7,,,,,537.9,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.395,3.6,331.7,3.6
5312 - Offices of real estate agents and brokers,2000,,,,,,,,,,,,,,,72.277,1.1,,,,,543.932,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.729,1.9,337.9,1.9
5312 - Offices of real estate agents and brokers,2001,,,,,,,,,,,,,,,73.115,1.2,,,,,550.237,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.224,0.7,340.2,0.7
5312 - Offices of real estate agents and brokers,2002,,,,,,,,,,,,,,,74.322,1.7,,,,,559.318,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.204,2.7,349.4,2.7
5312 - Offices of real estate agents and brokers,2003,,,,,,,,,,,,,,,80.885,8.8,,,,,608.709,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.779,7.4,375.3,7.4
5312 - Offices of real estate agents and brokers,2004,,,,,,,,,,,,,,,84.835,4.9,,,,,638.437,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.935,7.6,403.9,7.6
5312 - Offices of real estate agents and brokers,2005,,,,,,,,,,,,,,,92.441,9,,,,,695.679,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.952,8.1,436.5,8.1
5312 - Offices of real estate agents and brokers,2006,,,,,,,,,,,,,,,100.75,9,,,,,758.206,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.916,8.5,473.5,8.5
5312 - Offices of real estate agents and brokers,2007,,,,,,,,,,,,,,,100,-0.7,,,,,752.565,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,-1.9,464.6,-1.9
5312 - Offices of real estate agents and brokers,2008,,,,,,,,,,,,,,,89.82,-10.2,,,,,675.955,-10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.218,-8.8,423.8,-8.8
5312 - Offices of real estate agents and brokers,2009,,,,,,,,,,,,,,,76.283,-15.1,,,,,574.081,-15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.292,-15.3,359.1,-15.3
5312 - Offices of real estate agents and brokers,2010,,,,,,,,,,,,,,,71.461,-6.3,,,,,537.794,-6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.256,-6.5,335.7,-6.5
5312 - Offices of real estate agents and brokers,2011,,,,,,,,,,,,,,,69.491,-2.8,,,,,522.962,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.491,-2.4,327.5,-2.4
5312 - Offices of real estate agents and brokers,2012,,,,,,,,,,,,,,,70.043,0.8,,,,,527.123,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.587,-1.3,323.3,-1.3
5312 - Offices of real estate agents and brokers,2013,,,,,,,,,,,,,,,72.575,3.6,,,,,546.175,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.524,2.8,332.3,2.8
5312 - Offices of real estate agents and brokers,2014,,,,,,,,,,,,,,,72.486,-0.1,,,,,545.508,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.6,1.5,337.3,1.5
5312 - Offices of real estate agents and brokers,2015,,,,,,,,,,,,,,,74.029,2.1,,,,,557.117,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.602,2.8,346.6,2.8
5312 - Offices of real estate agents and brokers,2016,,,,,,,,,,,,,,,76.594,3.5,,,,,576.419,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.003,4.6,362.4,4.6
5312 - Offices of real estate agents and brokers,2017,,,,,,,,,,,,,,,82.392,7.6,,,,,620.052,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.403,4.4,378.2,4.4
