year,vcnaics4,pct_high_growth_emp
1978,1131,5.73850668405608
1978,1132,8.400926998841252
1978,1133,18.464759813787072
1978,1141,33.79744421132939
1978,1142,45.38904899135447
1978,1151,19.12584498564682
1978,1152,15.070757153186653
1978,1153,36.47514525500323
1978,2111,7.053672504494905
1978,2121,8.030821190364925
1978,2122,1.6283623621560341
1978,2123,4.018396575464363
1978,2131,12.48273880686926
1978,2211,0.13994916132506965
1978,2212,0.1990182755214947
1978,2213,6.660331977313893
1978,2361,33.63967778169178
1978,2362,17.476057927795797
1978,2371,12.761243630455654
1978,2372,31.033152241017408
1978,2373,12.223011557692832
1978,2379,13.156687421000889
1978,2381,25.952308323824376
1978,2382,14.016142176636468
1978,2383,26.4611757820791
1978,2389,19.44964182199129
1978,3111,2.580699536451749
1978,3112,0.8624219787310607
1978,3113,1.8070588235294116
1978,3114,2.753796084094643
1978,3115,1.6341082492703158
1978,3116,2.801073364589774
1978,3117,10.888810198300284
1978,3118,4.851036017963684
1978,3119,3.239208326224194
1978,3121,1.4467674214232242
1978,3122,0.1737492149884865
1978,3131,1.2053540143427783
1978,3132,0.9833996910558492
1978,3133,3.2932683125580926
1978,3141,7.7291891149181735
1978,3149,6.2171156181139535
1978,3151,3.9296888094306945
1978,3152,6.706812486645039
1978,3159,4.91778085139081
1978,3161,4.706946298609018
1978,3162,1.1157794977096827
1978,3169,5.2435376901848025
1978,3211,5.0600270030287176
1978,3212,3.387187197390551
1978,3219,6.434543507105975
1978,3221,0.5829763369103668
1978,3222,2.0674808913531693
1978,3231,4.577391731580965
1978,3241,1.47502356267672
1978,3251,0.5444512388291719
1978,3252,0.36071976732380573
1978,3253,2.569352943271251
1978,3254,0.6368379155400293
1978,3255,1.733191951324194
1978,3256,3.5379848718259397
1978,3259,2.3886210414707825
1978,3261,5.584433194720665
1978,3262,1.3675773917707
1978,3271,2.3824855119124275
1978,3272,1.967538313091946
1978,3273,6.025535571144909
1978,3274,2.64629576246757
1978,3279,3.5136346961235887
1978,3311,0.5866201890936873
1978,3312,0.8798925515826432
1978,3313,0.2492996944945562
1978,3314,0.8314847029157822
1978,3315,1.7635889066002806
1978,3321,2.3387871118713477
1978,3322,2.6154826377827334
1978,3323,5.234198845668421
1978,3324,1.3764868026359984
1978,3325,1.7356359291843162
1978,3326,4.077950736565874
1978,3327,7.584637178283223
1978,3328,6.370713877416289
1978,3329,2.676779783821347
1978,3331,1.7229724459604916
1978,3332,4.839176288036189
1978,3333,2.0795926900656716
1978,3334,3.0423548755618666
1978,3335,3.954093899489576
1978,3336,0.47109582552464113
1978,3339,2.450482764843891
1978,3341,7.136880936308579
1978,3342,1.6399988473903684
1978,3343,2.143298954242725
1978,3344,2.926583809799428
1978,3345,1.6144597891115615
1978,3346,7.7749546279491835
1978,3351,2.614299745080945
1978,3352,0.5467706157817587
1978,3353,1.7109903076849624
1978,3359,1.7237383662723866
1978,3361,0.3451382456318441
1978,3362,2.9689455881961275
1978,3363,1.1961888592385317
1978,3364,0.26433322606767634
1978,3365,0.2789042589000914
1978,3366,2.493921774595237
1978,3369,2.539383964260522
1978,3371,6.3991361166242555
1978,3372,4.114943360718034
1978,3379,2.387314271444625
1978,3391,3.933375372784039
1978,3399,5.76595424820225
1978,4231,6.391469424024558
1978,4232,7.6466506406284855
1978,4233,7.082102665719519
1978,4234,6.478402169118741
1978,4235,5.637588087313864
1978,4236,7.103312883435582
1978,4237,6.2818142390832925
1978,4238,5.956747988103861
1978,4239,10.328060261797903
1978,4241,4.135647920946907
1978,4242,5.079859577337084
1978,4243,10.852756548691382
1978,4244,6.719858957551647
1978,4245,7.823715320329129
1978,4246,5.689938072301911
1978,4247,7.482872747579031
1978,4248,4.694964627548897
1978,4249,7.418794941730722
1978,4251,7.716296890314532
1978,4411,5.34656777363801
1978,4412,14.328205378257797
1978,4413,8.319065235780313
1978,4421,9.30310134700225
1978,4422,16.24710411409575
1978,4431,11.761184954348094
1978,4441,6.957037619842262
1978,4442,9.435086979594507
1978,4451,5.608397834829075
1978,4452,16.3847283943844
1978,4453,17.88104938049056
1978,4461,6.301291182718806
1978,4471,13.82640117679664
1978,4481,8.291894216754235
1978,4482,6.3434685744767645
1978,4483,10.680661079345187
1978,4511,13.261161272714867
1978,4512,16.571514423076923
1978,4522,0.15571692734073167
1978,4523,1.7170913243181454
1978,4531,15.073665202938399
1978,4532,15.608122221227582
1978,4533,16.68211054180748
1978,4539,19.226323060873487
1978,4541,8.041260357364298
1978,4542,4.521147301895965
1978,4543,7.168410763284161
1978,4811,0.7252743213189479
1978,4812,8.545454545454545
1978,4831,5.122875335473346
1978,4832,9.012822108801195
1978,4841,6.774722653554995
1978,4842,9.731035810550635
1978,4851,2.3714548722219786
1978,4852,0.9584664536741214
1978,4853,12.62311914510629
1978,4854,6.097700230662069
1978,4855,12.331288343558281
1978,4859,11.29768312660894
1978,4861,4.834884145228973
1978,4862,3.162258110853461
1978,4869,1.5900549291702804
1978,4871,15.632183908045977
1978,4872,19.993916658217582
1978,4879,21.50537634408602
1978,4881,7.302474062250599
