year,NAICS,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp,Industry,Basis,weight,tfp_pct_change,tfp_index_2017,firms_percent_destroyed
1991,72,324127,430253,7943750,8038423,62223,14.525,58516,13.659,1480698,803476,677222,9.995,18.42,1667612,667135,1000477,8.299,20.746,-186914,-2.325,36.841,42736,44190,456056,Accommodation and food services,All workers,0.01195202126181981,-0.6,90.376,13.184955279874863
1991,81,565359,620828,4529195,4540350,64479,10.437,58464,9.463,734978,266427,468551,5.868,16.188,756679,248049,508630,5.463,16.666,-21701,-0.478,32.375,43273,43972,183528,"Other services, except government",All workers,0.00935336216931137,-1.1,100.269,7.654074667600587
1992,11,20283,20789,186909,184322,3036,14.671,2847,13.757,46867,15445,31422,8.379,25.427,41787,14253,27534,7.733,22.671,5080,2.756,45.341,2109,2116,10872,"Agriculture, forestry, fishing, and hunting",All workers,0.008289161596565472,7.1,76.087,10.397870137553616
1992,21,19849,24650,520346,542899,2610,10.36,3695,14.667,88059,31828,56231,5.863,16.22,132652,45427,87225,8.367,24.434,-44593,-8.214,32.44,2314,2341,18067,Mining,All workers,0.005525539006405804,0.5,70.094,11.658018036173107
1992,22,5717,13627,772695,772812,1127,8.419,647,4.833,82275,41305,40970,5.345,10.646,82499,23484,59015,3.039,10.675,-224,-0.029,21.292,300,301,1417,Utilities,All workers,0.01228904936823692,-0.1,80.852,5.247507433968865
1992,23,498481,504726,4509800,4601019,72904,14.35,79533,15.655,1059593,297844,761749,6.473,23.03,1241825,366876,874949,7.974,26.99,-182232,-3.961,46.059,57557,57618,270252,Construction,All workers,0.024384305816128746,1.6,116.426,11.546478200773953
1992,31-33,289890,336631,15855079,15969260,27891,8.224,32907,9.703,1634364,406525,1227839,2.546,10.234,1861230,590344,1270886,3.697,11.655,-226866,-1.421,20.469,24153,24341,250364,Manufacturing sector,All workers,0.09303448812555046,1.8,78.508,8.331781020387044
1992,42,290916,372307,4825209,4848703,39093,10.475,40850,10.946,787571,250669,536902,5.17,16.243,834323,310824,523499,6.41,17.207,-46752,-0.964,32.486,24628,25639,137419,Wholesale trade,All workers,0.02059603100345481,6.1,79.023,8.465673940243919
1992,44-45,692502,1050050,12330525,12405301,108593,10.262,124965,11.809,1848753,776743,1072010,6.261,14.903,1998887,746281,1252606,6.016,16.113,-150134,-1.21,29.806,74190,78639,372194,,,,,,10.713326459706977
1992,48-49,110073,140775,3162207,3170980,20609,14.746,18585,13.298,514154,175414,338740,5.532,16.214,535412,165762,369650,5.227,16.885,-21258,-0.67,32.429,12890,13064,83933,Transportation and warehousing,All workers,0.014857315045297427,4.5,85.645,11.710410364031143
1992,51,50280,87546,2644320,2735415,11274,12.936,10490,12.036,389990,149914,240076,5.48,14.257,572100,196197,375903,7.172,20.915,-182110,-6.657,28.514,5230,5392,63085,Information,All workers,0.01693970030676051,1.9,78.249,10.401750198886237
1992,52,174330,337013,5357035,5394747,34884,10.421,30370,9.072,874384,291327,583057,5.4,16.208,951296,314839,636457,5.836,17.634,-76912,-1.426,32.416,14100,14543,111226,Finance and insurance,All workers,0.025099714016815745,0.4,99.5,8.088108759249698
1992,53,193259,229082,1570255,1586062,30775,13.479,29232,12.804,341875,144793,197082,9.129,21.555,371204,149252,221952,9.41,23.404,-29329,-1.849,43.11,20546,21177,95169,Real estate and rental and leasing,All workers,0.025798487021845826,3.6,104.154,10.631328941989764
1992,54,432139,469711,4665589,4652460,62903,13.538,52788,11.361,860879,304047,556832,6.535,18.504,829925,338609,491316,7.278,17.838,30954,0.665,35.677,37120,37446,227254,"Professional, scientific, and technical services",All workers,0.020976460392452132,3,95.155,8.589828735661442
1992,55,28396,53457,3213472,3231654,4880,9.028,6076,11.24,572092,154983,417109,4.796,17.703,609150,173008,436142,5.354,18.849,-37058,-1.147,35.406,887,922,14297,Management of companies and enterprises,All workers,0.006533413852103697,-5.1,97.576,3.1236793914635865
1992,56,212226,244138,4714223,4627245,40137,16.564,36501,15.063,1202458,437884,764574,9.463,25.986,1025407,371663,653744,8.032,22.16,177051,3.826,44.32,26801,27051,223874,Administrative and waste management services,All workers,0.009493625592077849,0.6,89.767,12.628518654641748
1992,61,41577,46887,1975609,1945372,5551,11.992,4356,9.41,200344,36314,164030,1.867,10.298,139040,33652,105388,1.73,7.147,61304,3.151,14.294,3143,3203,24002,Educational services,All workers,0.001992526768683851,-2.1,103.883,7.559467975082377
1992,62,466830,546340,11282116,11015977,48762,9.031,36016,6.67,1577505,503694,1073811,4.572,14.32,1047543,316744,730799,2.875,9.509,529962,4.811,19.019,25276,25777,197265,Health care and social assistance,All workers,0.022212014668166608,-2.8,107.876,5.414390677548572
1992,71,63612,68721,1142430,1120358,9685,14.219,8471,12.437,237928,81900,156028,7.31,21.237,192908,73758,119150,6.583,17.218,45020,4.018,34.437,6119,6175,43579,"Arts, entertainment, and recreation",All workers,0.0030688381458022144,5.7,104.994,9.619254228761868
1992,72,329036,436951,8127508,8057395,62663,14.421,57798,13.302,1604205,795418,808787,9.872,19.91,1468614,645776,822838,8.015,18.227,135591,1.683,36.454,39097,40142,386548,Accommodation and food services,All workers,0.011811699822207145,0,90.389,11.882286436742485
1992,81,574535,631830,4577849,4561776,63071,10.024,57858,9.195,758860,245778,513082,5.388,16.635,726183,239669,486514,5.254,15.919,32677,0.716,31.838,40121,40656,163412,"Other services, except government",All workers,0.00980102125883213,2.6,102.924,6.983212510987147
1993,11,20725,21228,185793,185975,3041,14.409,2796,13.248,44863,15016,29847,8.074,24.123,45166,15156,30010,8.15,24.286,-303,-0.163,48.246,2007,2009,10622,"Agriculture, forestry, fishing, and hunting",All workers,0.00809307553510324,-5.6,71.842,9.683956574185766
1993,21,19265,23945,480855,498678,2595,10.706,3183,13.132,80983,29525,51458,5.921,16.24,116879,37333,79546,7.486,23.438,-35896,-7.198,32.479,2062,2081,15379,Mining,All workers,0.005168551951088417,1.6,71.2,10.703348040487931
1993,22,6039,14072,759131,765841,894,6.425,578,4.154,59421,17240,42181,2.251,7.759,73117,10426,62691,1.361,9.547,-13696,-1.788,15.518,217,221,1339,Utilities,All workers,0.01300728608058278,1.1,81.737,3.5933101506872
1993,23,503184,509356,4550934,4522952,79048,15.653,70357,13.932,1129012,314311,814701,6.949,24.962,1073912,319329,754583,7.06,23.744,55100,1.218,47.487,51778,51819,240821,Construction,All workers,0.024365513023076078,-1,115.265,10.290072816305765
1993,31-33,292274,338652,15876224,15879390,29906,8.847,28690,8.487,1656510,388998,1267512,2.45,10.432,1662013,462168,1199845,2.91,10.466,-5503,-0.035,20.864,21646,21857,213924,Manufacturing sector,All workers,0.0915370961368462,1.1,79.389,7.406064172659901
1993,42,295108,375917,4893370,4854470,39230,10.482,35945,9.604,766031,227125,538906,4.679,15.78,687743,235975,451768,4.861,14.167,78288,1.613,28.334,24326,24938,132074,Wholesale trade,All workers,0.021040511316582137,1.5,80.2,8.243083887932553
1993,44-45,693419,1046795,12633834,12483164,103245,9.847,106698,10.176,1996256,786023,1210233,6.297,15.992,1703261,619564,1083697,4.963,13.644,292995,2.347,27.289,66259,69675,318825,,,,,,9.555405894560142
1993,48-49,114296,144961,3204281,3185418,21030,14.699,17245,12.054,497673,141355,356318,4.438,15.623,458734,151363,307371,4.752,14.401,38939,1.222,28.802,12120,12309,79559,Transportation and warehousing,All workers,0.014798858711157293,-1.4,84.437,10.60404563589277
1993,51,52132,88841,2672002,2668508,11140,12.626,9920,11.243,401770,139513,262257,5.228,15.056,393910,138204,255706,5.179,14.761,7860,0.295,29.523,4770,4933,48787,Information,All workers,0.01734106502578431,0.7,78.776,9.14985037980511
1993,52,179894,337055,5264817,5301675,34512,10.226,35418,10.494,872076,275038,597038,5.188,16.449,951391,397385,554006,7.495,17.945,-79315,-1.496,32.898,13046,13869,74531,Finance and insurance,All workers,0.025981739485872398,-0.9,98.567,7.252048428519017
1993,53,198125,234093,1612015,1592366,30644,13.217,26181,11.292,353136,133586,219550,8.389,22.177,313746,121989,191757,7.661,19.703,39390,2.474,39.406,18691,19098,76716,Real estate and rental and leasing,All workers,0.025426536262795126,-1.1,102.974,9.433943217665615
1993,54,447763,484706,4854331,4786710,65387,13.7,50495,10.58,901161,313128,588033,6.542,18.826,767037,241687,525350,5.049,16.024,134124,2.802,32.049,35539,37338,147298,"Professional, scientific, and technical services",All workers,0.021281791221938146,-2.2,93.096,7.937011320721006
1993,55,28308,51481,3161463,3191561,4487,8.557,6401,12.207,529770,131911,397859,4.133,16.599,590957,158958,431999,4.981,18.516,-61187,-1.917,33.198,853,895,11920,Management of companies and enterprises,All workers,0.006584472255897306,-2.6,95.013,3.01328246432104
1993,56,220921,252791,5133310,4925161,41764,16.81,33090,13.318,1390780,432186,958594,8.775,28.238,973258,341186,632072,6.927,19.761,417522,8.477,39.522,24180,24638,218848,Administrative and waste management services,All workers,0.009580028930328395,-2.8,87.255,10.945088968454787
1993,61,43203,48516,2018956,1980406,5827,12.221,4153,8.71,222053,51923,170130,2.622,11.213,144547,32149,112398,1.623,7.299,77506,3.914,14.598,2913,2993,22286,Educational services,All workers,0.0019550203083963267,1.1,105.072,6.7425873203249775
1993,62,474421,557345,11696742,11493682,47947,8.689,36860,6.68,1474655,414817,1059838,3.609,12.83,1072959,348257,724702,3.03,9.335,401696,3.495,18.67,26529,27137,183194,Health care and social assistance,All workers,0.022010909215505626,-1.4,106.326,5.591868825368185
1993,71,65790,71000,1203234,1172716,9842,14.078,7662,10.96,241561,85601,155960,7.299,20.598,179671,52124,127547,4.445,15.321,61890,5.277,30.642,5626,5690,36380,"Arts, entertainment, and recreation",All workers,0.003185708857906877,-5.1,99.611,8.551451588387293
1993,72,337845,443425,8232299,8175612,59493,13.515,53015,12.044,1546679,738732,807947,9.036,18.918,1432101,575744,856357,7.042,17.517,114578,1.401,35.033,36363,37564,345929,Accommodation and food services,All workers,0.011857471477843396,0.7,91.002,10.763219819739822
1993,81,581626,637919,4664678,4614298,60121,9.47,53960,8.5,755402,220011,535391,4.768,16.371,655754,201640,454114,4.37,14.211,99648,2.16,28.423,38629,39360,138184,"Other services, except government",All workers,0.009647259871698451,1.7,104.664,6.641553163029163
1994,11,21379,21903,188932,187433,3387,15.72,2672,12.402,44716,15295,29421,8.16,23.857,41358,13509,27849,7.207,22.065,3358,1.792,44.131,1986,1986,9380,"Agriculture, forestry, fishing, and hunting",All workers,0.007958586332986649,6.3,76.361,9.289489686140605
1994,21,18984,23794,488633,487271,2530,10.564,2842,11.866,87745,29459,58286,6.046,18.007,85076,29599,55477,6.074,17.46,2669,0.548,34.919,1886,1905,13406,Mining,All workers,0.0047379566573853334,5.4,75.077,9.934681837336704
1994,22,6014,14170,740969,750641,840,5.975,619,4.403,44132,16639,27493,2.217,5.879,63311,8160,55151,1.087,8.434,-19179,-2.555,11.758,266,281,1450,Utilities,All workers,0.012978420946693898,5.8,86.504,4.42301296973728
1994,23,519993,526176,4754656,4656587,83695,16.165,66846,12.911,1210711,335970,874741,7.215,26.0,1015316,308838,706478,6.632,21.804,195395,4.196,43.608,49397,49443,234319,Construction,All workers,0.024616349089201142,-0.1,115.12,9.499550955493632
1994,31-33,294059,340706,16061876,16021031,30019,8.824,28985,8.52,1746777,438652,1308125,2.738,10.903,1667082,508253,1158829,3.172,10.406,79695,0.497,20.811,21904,22109,238401,Manufacturing sector,All workers,0.09181870408265923,1.4,80.527,7.4488452997527705
1994,42,299566,381385,5018281,4977937,40357,10.636,36496,9.618,778292,230391,547901,4.628,15.635,697329,244358,452971,4.909,14.008,80963,1.626,28.017,24994,25782,137409,Wholesale trade,All workers,0.02143714985407083,1.1,81.086,8.343403457001127
1994,44-45,693163,1051125,13057870,12873818,105574,10.05,104359,9.934,2044232,840523,1203709,6.529,15.879,1678326,608435,1069891,4.726,13.037,365906,2.842,26.073,67687,71158,313693,,,,,,9.76494706151367
1994,48-49,118300,149900,3309832,3261800,22837,15.47,18287,12.387,517661,164340,353321,5.038,15.87,422902,152004,270898,4.66,12.965,94759,2.905,25.931,12974,13264,77233,Transportation and warehousing,All workers,0.014748901338521863,1.4,85.582,10.967032967032967
1994,51,54352,91601,2704397,2689740,12384,13.71,9837,10.89,426377,145177,281200,5.397,15.852,398658,149276,249382,5.55,14.821,27719,1.031,29.643,5127,5309,45538,Information,All workers,0.017534637190110294,-0.1,78.666,9.432955549013835
1994,52,179252,343892,5359314,5300208,43561,12.851,33691,9.94,994642,429365,565277,8.101,18.766,869594,359454,510140,6.782,16.407,125048,2.359,32.814,14940,15595,94347,Finance and insurance,All workers,0.025392918246167157,-1.9,96.7,8.334635038939593
1994,53,201935,239751,1643328,1628577,32093,13.533,26874,11.332,344568,146509,198059,8.996,21.158,317556,127085,190471,7.803,19.499,27012,1.659,38.998,19304,19932,82936,Real estate and rental and leasing,All workers,0.025529957395417385,-0.7,102.22,9.559511724069626
1994,54,463649,502252,4971500,4907208,67689,13.709,50723,10.273,890119,307425,582694,6.265,18.139,760185,254539,505646,5.187,15.491,129934,2.648,30.982,36725,37128,153755,"Professional, scientific, and technical services",All workers,0.02117468717501417,-1.4,91.758,7.920862549040331
1994,55,28436,51403,3152945,3168244,4773,9.27,4947,9.608,474538,144592,329946,4.564,14.978,506228,149745,356483,4.726,15.978,-31690,-1.0,29.956,951,1004,12657,Management of companies and enterprises,All workers,0.006616919386762359,-1.4,93.682,3.344352229568153
1994,56,230026,263651,5581295,5370760,43821,16.96,33279,12.88,1474990,462245,1012745,8.607,27.463,1053917,384138,669779,7.152,19.623,421073,7.84,39.246,25089,25462,246824,Administrative and waste management services,All workers,0.009982345935791162,-2.5,85.04,10.907027901193779
1994,61,45169,50596,2080549,2054823,6332,12.768,4325,8.721,198876,36665,162211,1.784,9.679,147690,32226,115464,1.568,7.187,51186,2.491,14.375,3137,3296,24112,Educational services,All workers,0.0018961555234996066,2.2,107.427,6.945028670105604
1994,62,478234,568266,11991984,11854178,49007,8.698,39295,6.974,1343472,425127,918345,3.586,11.333,1067424,345191,722233,2.912,9.005,276048,2.329,18.009,29267,30165,215346,Health care and social assistance,All workers,0.02156785702304664,-2.8,103.348,6.119807458273565
1994,71,68090,73553,1268439,1238032,10438,14.433,7974,11.026,252276,93573,158703,7.558,20.377,191305,62227,129078,5.026,15.452,60971,4.925,30.905,5918,6035,44906,"Arts, entertainment, and recreation",All workers,0.003225787513838089,-2.1,97.552,8.691437802907915
1994,72,343407,452033,8537670,8405654,61490,13.717,53959,12.037,1655446,867239,788207,10.317,19.694,1389872,575016,814856,6.841,16.535,265574,3.159,33.07,39651,40975,382524,Accommodation and food services,All workers,0.011726953269146852,-0.1,90.893,11.546357529112687
1994,81,589141,645038,4732145,4704061,61229,9.541,54709,8.525,751432,239089,512343,5.083,15.974,693070,215626,477444,4.584,14.733,58362,1.241,29.467,39112,39905,145619,"Other services, except government",All workers,0.009703696870072756,2.4,107.228,6.6388182115996
1995,11,21905,22461,188240,188044,3367,15.179,2808,12.659,40920,14825,26095,7.884,21.761,40593,14466,26127,7.693,21.587,327,0.174,43.174,2083,2086,10686,"Agriculture, forestry, fishing, and hunting",All workers,0.007247552230113695,-8.4,69.954,9.50924446473408
1995,21,18625,23329,484427,485506,2314,9.823,2769,11.755,81666,24731,56935,5.094,16.821,84042,30184,53858,6.217,17.31,-2376,-0.489,33.642,1826,1844,13323,Mining,All workers,0.004363662892476146,3.3,77.557,9.804026845637583
1995,22,6149,14552,721345,731842,983,6.846,598,4.164,41814,14097,27717,1.926,5.714,63200,6028,57172,0.824,8.636,-21386,-2.922,11.427,234,235,1248,Utilities,All workers,0.01268370616041543,7.8,93.25,3.8054968287526427
1995,23,541616,547918,5079437,4915348,88371,16.456,66546,12.392,1265366,358417,906949,7.292,25.743,936950,298869,638081,6.08,19.062,328416,6.681,38.123,49996,50070,231511,Construction,All workers,0.02401677808066998,-1,113.994,9.230894212874066
1995,31-33,295560,342287,16450714,16234084,30178,8.85,27618,8.099,1869462,406999,1462463,2.507,11.516,1432217,440554,991663,2.714,8.822,437245,2.693,17.645,21261,21389,214097,Manufacturing sector,All workers,0.09186017189947285,1.6,81.803,7.193463256191636
1995,42,305393,388507,5230269,5123583,41635,10.814,34665,9.003,844816,254174,590642,4.961,16.489,632091,226126,405965,4.413,12.337,212725,4.152,24.674,24214,25023,134858,Wholesale trade,All workers,0.022188767199115503,-3.6,78.133,7.928799939749764
1995,44-45,695078,1055277,13546383,13302656,108255,10.28,103847,9.861,2145177,904823,1240354,6.802,16.126,1655678,664230,991448,4.993,12.446,489499,3.68,24.892,64885,68692,305048,,,,,,9.334923562535428
1995,48-49,123618,156423,3492932,3399992,24491,15.982,18126,11.828,590568,180612,409956,5.312,17.37,406952,141423,265529,4.16,11.969,183616,5.4,23.938,13233,13466,78988,Transportation and warehousing,All workers,0.014483193552562938,-1.3,84.459,10.704751735184196
1995,51,57050,95310,2818778,2763254,13558,14.51,9814,10.503,481580,186414,295166,6.746,17.428,372251,119035,253216,4.308,13.471,109329,3.957,26.943,5313,5489,47418,Information,All workers,0.018051450732881214,-1.5,77.489,9.312883435582823
1995,52,180760,351360,5299821,5326171,38525,11.083,30993,8.916,742423,287003,455420,5.389,13.939,791490,248027,543463,4.657,14.86,-49067,-0.921,27.878,14419,15654,92247,Finance and insurance,All workers,0.025647867179587867,0.9,97.546,7.976875414914804
1995,53,204233,245182,1694140,1666723,32750,13.507,27332,11.272,355257,152384,202873,9.143,21.315,300073,117855,182218,7.071,18.004,55184,3.311,36.008,20056,20697,82147,Real estate and rental and leasing,All workers,0.024660202178254164,-1.1,101.122,9.820156390005533
1995,54,483045,523649,5183301,5076753,72428,14.119,51083,9.958,950195,330304,619891,6.506,18.717,738317,243899,494418,4.804,14.543,211878,4.173,29.086,37243,37681,151548,"Professional, scientific, and technical services",All workers,0.02171726765031949,-1.9,89.995,7.7100477181215
1995,55,28612,51852,3215254,3182490,4916,9.525,4437,8.597,525160,169780,355380,5.335,16.502,460457,129231,331226,4.061,14.468,64703,2.033,28.937,998,1034,14647,Management of companies and enterprises,All workers,0.006574938572628146,0.6,94.206,3.4880469732979167
1995,56,241890,277907,6103840,5845225,47415,17.511,33154,12.244,1598248,579048,1019200,9.906,27.343,1076999,361415,715584,6.183,18.425,521249,8.918,36.851,25270,25769,236480,Administrative and waste management services,All workers,0.010440654999619126,0.5,85.507,10.44689735003514
1995,61,47168,52851,2133078,2105131,6543,12.648,4307,8.325,198972,40901,158071,1.943,9.452,143095,28356,114739,1.347,6.797,55877,2.654,13.595,3219,3325,21559,Educational services,All workers,0.0018798468382652256,0.9,108.446,6.824542062415197
1995,62,481266,578384,12309410,12138489,51516,8.986,41297,7.204,1474311,501753,972558,4.134,12.146,1133359,379080,754279,3.123,9.337,340952,2.809,18.674,31068,32056,250075,Health care and social assistance,All workers,0.021407348967339895,-2.8,100.502,6.45547368814751
1995,71,70522,76293,1336446,1298794,10660,14.229,7908,10.556,265814,103877,161937,7.998,20.466,189921,59459,130462,4.578,14.623,75893,5.843,29.246,5902,5995,42644,"Arts, entertainment, and recreation",All workers,0.0033972729663457176,0.8,98.358,8.36901959672159
1995,72,349944,463262,8832849,8677965,65242,14.256,54013,11.802,1764545,916021,848524,10.556,20.334,1458290,608333,849957,7.01,16.805,306255,3.529,33.609,39507,40887,389925,Accommodation and food services,All workers,0.011456373322951994,0.7,91.513,11.289520609011728
1995,81,598136,654893,4887219,4812184,63121,9.71,53429,8.219,782532,253258,529274,5.263,16.261,630097,200047,430050,4.157,13.094,152435,3.168,26.188,39348,40276,146826,"Other services, except government",All workers,0.009756247976321079,0.4,107.681,6.57843701098078
1996,11,22042,22639,188724,188653,3177,14.085,3012,13.353,38345,13530,24815,7.172,20.326,38273,12403,25870,6.575,20.288,72,0.038,40.575,2261,2267,8913,"Agriculture, forestry, fishing, and hunting",All workers,0.0074613454642521405,7.3,75.037,10.257689864803558
1996,21,17906,22627,466823,472563,2168,9.474,2680,11.712,73285,18383,54902,3.89,15.508,84733,33789,50944,7.15,17.931,-11448,-2.423,31.016,1824,1854,16902,Mining,All workers,0.004824075773416789,-4.2,74.28,10.186529654864291
1996,22,6210,14981,692160,706612,1183,8.007,769,5.205,49801,24616,25185,3.484,7.048,78569,8865,69704,1.255,11.119,-28768,-4.071,14.096,262,270,1677,Utilities,All workers,0.013222576604073855,2.5,95.546,4.219001610305958
1996,23,552935,559311,5207411,5125843,81872,14.784,70853,12.794,1186144,336665,849479,6.568,23.14,1024113,307180,716933,5.993,19.979,162031,3.161,39.959,53078,53131,239768,Construction,All workers,0.02446851448602406,-0.4,113.548,9.59931999240417
1996,31-33,294560,341261,16158380,16245665,28493,8.348,28574,8.372,1581472,408236,1173236,2.513,9.735,1756075,505444,1250631,3.111,10.809,-174603,-1.075,19.469,21867,22106,247397,Manufacturing sector,All workers,0.0894570021279442,1,82.624,7.423614883215644
1996,42,308486,393241,5243306,5208867,43126,11.046,37480,9.6,812291,257020,555271,4.934,15.594,743107,266463,476644,5.116,14.266,69184,1.328,28.532,25710,26509,156884,Wholesale trade,All workers,0.021410469163726728,7.2,83.724,8.33425179748838
1996,44-45,684292,1049648,13638709,13529122,107414,10.257,102666,9.803,2086290,880692,1205598,6.51,15.421,1877369,653425,1223944,4.83,13.877,208921,1.544,27.753,67000,70430,330547,,,,,,9.791141793269539
1996,48-49,126746,160078,3601471,3546143,23831,15.065,20056,12.678,584307,188461,395846,5.315,16.477,473457,188227,285230,5.308,13.351,110850,3.126,26.703,14370,14661,86308,Transportation and warehousing,All workers,0.014478914463537657,-0.7,83.909,11.33763590172471
1996,51,59839,99299,2885902,2838745,15724,16.167,11650,11.978,528475,214235,314240,7.547,18.617,435650,152274,283376,5.364,15.347,92825,3.27,30.693,5881,6135,51064,Information,All workers,0.01873818382699692,0.1,77.575,9.82803857016327
1996,52,184288,359404,5413933,5345494,39181,11.036,30443,8.575,865432,331049,534383,6.193,16.19,727056,234364,492692,4.384,13.601,138376,2.589,27.203,13586,14677,74291,Finance and insurance,All workers,0.026381992772373776,0.2,97.775,7.372156624413961
1996,53,204994,247318,1666632,1671572,30916,12.565,28376,11.533,326112,132909,193203,7.951,19.509,332928,125211,207717,7.491,19.917,-6816,-0.408,39.019,20266,21140,87382,Real estate and rental and leasing,All workers,0.025246905313174077,-1.6,99.484,9.88614300906368
1996,54,501280,544012,5452056,5342244,74705,13.998,54050,10.128,1008349,352899,655450,6.606,18.875,790060,263526,526534,4.933,14.789,218289,4.086,29.578,39828,40272,164510,"Professional, scientific, and technical services",All workers,0.02259585716776326,2,91.796,7.945260134056814
1996,55,28294,51981,3219004,3209020,4818,9.306,4404,8.506,511865,149824,362041,4.669,15.951,491716,124143,367573,3.869,15.323,20149,0.628,30.646,1004,1056,15918,Management of companies and enterprises,All workers,0.00658444787252392,0.9,95.01,3.548455502933484
1996,56,243120,281473,6317119,6121559,47005,17.026,36226,13.121,1654474,581809,1072665,9.504,27.027,1266744,421237,845507,6.881,20.693,387730,6.334,41.386,27070,27447,258717,Administrative and waste management services,All workers,0.010876822269509841,0.5,85.9,11.134419216847649
1996,61,48955,54816,2110975,2097917,6835,12.704,4811,8.942,186762,42762,144000,2.038,8.902,161292,40550,120742,1.933,7.688,25470,1.214,15.376,3649,3727,29935,Educational services,All workers,0.0019150949583532364,-0.2,108.217,7.453784087427229
1996,62,479863,583273,12391421,12292517,51893,8.947,45374,7.823,1473634,531448,942186,4.323,11.988,1272592,423009,849583,3.441,10.353,201042,1.635,20.705,33055,34210,258098,Health care and social assistance,All workers,0.021091102957940182,-1.5,99.015,6.888424404465441
1996,71,72071,77996,1378365,1351050,10558,13.731,8355,10.866,263920,100489,163431,7.438,19.534,209215,62197,147018,4.604,15.485,54705,4.049,30.971,6260,6321,47596,"Arts, entertainment, and recreation",All workers,0.003472868661382709,-0.7,97.701,8.685879202453137
1996,72,354631,472495,9016791,8912149,65210,13.946,55388,11.846,1722046,942674,779372,10.577,19.322,1512299,625933,886366,7.023,16.969,209747,2.353,33.938,40943,42185,405490,Accommodation and food services,All workers,0.011255013290697244,0.3,91.797,11.545239981840279
1996,81,605027,663277,4986424,4925409,63148,9.585,54186,8.225,777297,251846,525451,5.113,15.781,652887,204190,448697,4.146,13.255,124410,2.526,26.511,40008,40816,148789,"Other services, except government",All workers,0.009671703518521238,0.4,108.073,6.612597454328485
1997,11,22070,22687,195669,193197,2970,13.079,3011,13.26,43580,15597,27983,8.073,22.557,38534,14591,23943,7.552,19.945,5046,2.612,39.891,2250,2261,10200,"Agriculture, forestry, fishing, and hunting",All workers,0.007017043427675427,5.4,79.077,10.194834617127322
1997,21,17638,22288,478801,473297,2430,10.86,2605,11.642,100852,35236,65616,7.445,21.308,88896,38648,50248,8.166,18.782,11956,2.526,37.565,1594,1618,13323,Mining,All workers,0.004719687328467593,2,75.797,9.037305816986054
1997,22,6149,14875,686368,694446,893,5.999,915,6.147,54292,18003,36289,2.592,7.818,69974,12696,57278,1.828,10.076,-15682,-2.258,15.636,311,315,2800,Utilities,All workers,0.013275600557415767,0.2,95.781,5.057732964709709
1997,23,569963,576016,5513180,5362407,84186,14.796,70082,12.317,1311952,349531,962421,6.518,24.466,1011217,337724,673493,6.298,18.858,300735,5.608,37.715,52649,52718,248199,Construction,All workers,0.024268169009142124,-1.9,111.409,9.237266278688265
1997,31-33,293200,338653,16321774,16263170,28021,8.252,29824,8.783,1779083,408652,1370431,2.513,10.939,1657426,578684,1078742,3.558,10.191,121657,0.748,20.383,22164,22389,252608,Manufacturing sector,All workers,0.08850178772348742,1.8,84.135,7.559345156889495
1997,42,312256,395051,5359971,5296908,41656,10.544,41666,10.547,927155,267684,659471,5.054,17.504,801992,316669,485323,5.978,15.141,125163,2.363,30.282,26527,27397,161267,Wholesale trade,All workers,0.021040027474653146,5.9,88.659,8.495273109243698
1997,44-45,672455,1038360,13929794,13783199,109532,10.513,116650,11.196,2347378,901260,1446118,6.539,17.031,2057566,767274,1290292,5.567,14.928,289812,2.103,29.856,69081,74202,355945,,,,,,10.272955067625343
1997,48-49,130199,164244,3744387,3689247,24930,15.315,22003,13.517,644495,221367,423128,6.0,17.47,535278,193790,341488,5.253,14.509,109217,2.96,29.018,15309,15586,97895,Transportation and warehousing,All workers,0.014118214616326305,1.5,85.149,11.758154824537822
1997,51,61800,101971,3010431,2956928,15117,14.99,12870,12.762,598057,222930,375127,7.539,20.226,489438,183187,306251,6.195,16.552,108619,3.673,33.104,6753,6983,63506,Information,All workers,0.01944112026514048,-3.7,74.712,10.927184466019417
1997,52,190956,369639,5628271,5557379,49281,13.492,40503,11.089,1125716,456851,668865,8.221,20.256,976807,439710,537097,7.912,17.577,148909,2.679,35.154,13899,14827,81665,Finance and insurance,All workers,0.026958681035711,0.8,98.605,7.278640105574059
1997,53,206686,253958,1737801,1704053,34292,13.626,29718,11.808,396750,163368,233382,9.587,23.283,330072,147864,182208,8.677,19.37,66678,3.913,38.74,20901,21619,96657,Real estate and rental and leasing,All workers,0.024900857746775428,0.3,99.739,10.112441094220218
1997,54,518151,561597,5630279,5494531,80050,14.505,60619,10.984,1181231,401070,780161,7.299,21.498,909137,349964,559173,6.369,16.546,272094,4.952,33.092,43426,44035,204866,"Professional, scientific, and technical services",All workers,0.024236916659647376,-0.9,90.942,8.380954586597342
