naics4,year,sd,d7525,d9010,d9990,d1001,sd*,d7525*,d9010*,d9990*,d1001*
3111,1987,0.2883,0.2239,0.6477,0.6196,0.1455,0.2789,0.1947,0.4894,0.8043,0.1535
3111,1988,0.2782,0.1996,0.533,0.8425,0.1384,0.3102,0.1529,0.5752,0.8945,0.1245
3111,1989,0.3253,0.184,0.722,0.7709,0.1533,0.3094,0.1547,0.5261,0.8397,0.1173
3111,1990,0.2954,0.2001,0.5154,1.037,0.1929,0.2927,0.1822,0.4714,0.7978,0.1004
3111,1991,0.2842,0.2235,0.5372,0.6796,0.2426,0.2842,0.1806,0.4711,0.7504,0.2352
3111,1992,0.3006,0.2295,0.5958,0.7566,0.5027,0.2932,0.1866,0.4899,0.6961,0.5431
3111,1993,0.4386,0.2247,0.6774,1.842,0.2326,0.3436,0.2136,0.6837,0.9287,0.1814
3111,1994,0.4931,0.2328,0.9138,1.26,0.2333,0.3454,0.209,0.7599,0.9799,0.1802
3111,1995,0.6007,0.2783,1.141,1.615,0.3008,0.3858,0.2283,0.8168,0.9038,0.3023
3111,1996,0.4998,0.2738,0.9033,1.414,0.4667,0.3893,0.198,0.6815,1.021,0.6026
3111,1997,0.4226,0.2719,0.8679,1.262,0.3342,0.327,0.2116,0.7214,0.6088,0.3121
3111,1998,0.4863,0.2799,0.6922,2.477,0.2557,0.2948,0.2293,0.685,0.4601,0.297
3111,1999,0.4178,0.2003,0.5546,1.717,0.2205,0.2527,0.1897,0.5529,0.4317,0.1811
3111,2000,0.4441,0.2435,0.635,1.813,0.8833,0.309,0.2135,0.5591,0.6555,0.8911
3111,2001,0.4758,0.2278,0.5937,1.801,0.6844,0.2942,0.2203,0.6081,0.6388,0.1648
3111,2002,0.6317,0.3399,1.019,2.559,0.4472,0.36,0.2812,0.8218,0.6928,0.4864
3111,2003,0.5834,0.3589,0.9102,2.508,0.1541,0.3521,0.2386,0.8274,0.5491,0.2007
3111,2004,0.8888,0.3671,1.334,3.514,0.1083,0.369,0.2164,0.8778,0.4745,0.1203
3111,2005,1.009,0.513,2.031,2.612,0.1278,0.3939,0.3451,0.8777,0.5068,0.2998
3111,2006,0.9723,0.4122,1.625,3.271,0.1926,0.3586,0.2857,0.8996,0.4183,0.1494
3111,2007,0.6025,0.3795,0.7891,2.967,0.2304,0.3442,0.2938,0.812,0.5487,0.262
3111,2008,0.8142,0.4394,1.319,2.832,0.2153,0.4154,0.2782,1.058,0.5013,0.1824
3111,2009,1.235,0.3679,1.564,4.01,0.1182,0.3707,0.2781,0.8766,0.4473,0.1353
3111,2010,0.4517,0.3145,0.7143,1.939,0.2065,0.3064,0.3806,0.7399,0.3825,0.1466
3111,2011,0.8693,0.4232,1.221,2.891,0.5727,0.3361,0.3655,0.6681,0.7523,0.3315
3111,2012,0.4933,0.3617,0.9409,1.269,0.1797,0.3214,0.3222,0.759,0.4974,0.1638
3111,2013,0.6971,0.3588,1.027,2.409,0.1197,0.3211,0.3165,0.7302,0.5365,0.1165
3111,2014,0.618,0.3087,0.8703,3.02,0.07504,0.3021,0.253,0.6715,0.5944,0.07703
3111,2015,0.4971,0.2778,0.7423,2.369,0.1058,0.2721,0.2569,0.5707,0.4905,0.08958
3111,2016,0.3738,0.2926,0.6836,0.9397,0.1193,0.2717,0.2543,0.6463,0.4462,0.1099
3111,2017,0.649,0.3298,0.7583,3.056,0.1698,0.2677,0.3167,0.6449,0.3408,0.1352
3111,2018,1.049,0.4314,1.646,3.172,0.3493,0.2866,0.2907,0.6455,0.3664,0.2023
3111,2019,1.726,0.4991,4.182,1.885,0.1782,0.2942,0.2496,0.5789,0.4124,0.1958
3111,2020,1.569,0.51,3.54,2.445,0.1669,0.304,0.2604,0.5901,0.5691,0.1547
3112,1987,0.4494,0.4067,1.012,1.002,0.07798,0.459,0.4992,0.8553,1.35,0.1031
3112,1988,0.4873,0.4767,1.022,1.385,0.1461,0.5051,0.6863,0.9803,1.495,0.08101
3112,1989,0.443,0.3437,1.112,1.007,0.1745,0.4602,0.5217,0.9075,1.234,0.09501
3112,1990,0.4412,0.4033,1.038,0.8696,0.1244,0.4075,0.3367,0.74,1.145,0.06526
3112,1991,0.4703,0.4332,1.32,0.5807,0.05487,0.4033,0.3945,0.8204,1.005,0.0701
3112,1992,0.4554,0.2863,0.8565,1.227,0.1193,0.3983,0.3983,0.699,1.189,0.04525
3112,1993,0.4898,0.4469,1.354,0.5171,0.1468,0.404,0.4033,0.8214,0.9743,0.1852
3112,1994,0.3925,0.4096,0.8526,0.9463,0.2429,0.3847,0.3491,0.6598,1.224,0.1471
3112,1995,0.4666,0.4683,0.992,1.048,0.08597,0.3819,0.2839,0.7324,1.264,0.05591
3112,1996,0.4374,0.3962,1.008,0.7814,0.2753,0.3628,0.3399,0.6515,1.372,0.138
3112,1997,0.3484,0.3011,0.7498,0.8703,0.1972,0.3909,0.4161,0.8066,1.202,0.05203
3112,1998,0.4504,0.4832,0.9782,0.9182,0.2659,0.4108,0.352,0.8576,1.099,0.09365
3112,1999,0.3989,0.3565,0.7913,1.17,0.2331,0.3783,0.3068,0.6914,1.259,0.1755
3112,2000,0.3929,0.3787,0.7875,1.124,0.3672,0.3689,0.347,0.7263,1.08,0.2065
3112,2001,0.3898,0.5007,0.8927,0.9174,0.2351,0.3868,0.3617,0.7608,1.088,0.1964
3112,2002,0.4506,0.5804,0.9503,0.9996,0.3276,0.3867,0.4568,0.8088,1.126,0.2232
3112,2003,0.5209,0.5313,1.046,1.919,0.1106,0.407,0.4922,0.8587,1.16,0.1759
3112,2004,0.3975,0.3403,0.8525,1.026,0.2415,0.4078,0.4577,0.9359,1.085,0.09944
3112,2005,0.4255,0.5724,0.9216,1.089,0.1793,0.4058,0.5366,0.9356,0.9841,0.08208
3112,2006,0.4062,0.4381,1.011,0.7381,0.256,0.4058,0.5214,0.9445,0.9173,0.1435
3112,2007,0.4015,0.4505,1.042,0.6812,0.1643,0.4025,0.4575,0.9581,0.9055,0.09546
3112,2008,0.4609,0.5493,1.193,0.7993,0.1238,0.3945,0.4373,0.8752,1.062,0.05997
3112,2009,0.4208,0.4216,1.071,0.7311,0.2183,0.3858,0.4807,0.8608,0.843,0.105
3112,2010,0.4301,0.5799,1.211,0.4559,0.1034,0.3975,0.5269,0.8871,0.7774,0.1041
3112,2011,0.4079,0.4999,1.019,0.7016,0.1697,0.3721,0.4752,0.8652,0.8815,0.07209
3112,2012,0.3657,0.5496,0.9505,0.4878,0.2018,0.3298,0.4785,0.7777,0.5602,0.1348
3112,2013,0.3987,0.5832,1.002,0.5224,0.1398,0.3669,0.5006,0.9005,0.5791,0.04025
3112,2014,0.4539,0.5489,1.162,0.767,0.1205,0.3602,0.4858,0.8539,0.6376,0.02787
3112,2015,0.4596,0.5307,1.017,1.16,0.1014,0.3163,0.4627,0.7193,0.4533,0.09792
3112,2016,0.3801,0.4695,0.839,0.9304,0.09464,0.2946,0.4467,0.7199,0.3718,0.07347
3112,2017,0.4613,0.5032,1.036,0.8409,0.1421,0.2706,0.3359,0.6116,0.4446,0.1664
3112,2018,0.4313,0.6048,1,1.213,0.1,0.3041,0.3726,0.717,0.4099,0.0443
3112,2019,0.3558,0.4376,0.9441,0.5478,0.04442,0.309,0.3982,0.7596,0.4213,0.02899
3112,2020,0.4478,0.5128,0.9715,1.228,0.1033,0.3234,0.4039,0.7761,0.391,0.07202
3113,1987,0.332,0.4822,0.7764,0.4426,0.2938,0.4272,0.7504,1.201,0.3106,0.04999
3113,1988,0.3761,0.5966,0.9376,0.4345,0.2257,0.4425,0.7871,1.23,0.4081,0.04175
3113,1989,0.4124,0.5792,1.29,S,0.2428,0.4509,0.7979,1.258,0.3437,0.03372
3113,1990,0.3968,0.4965,1.019,0.3932,0.3107,0.4635,0.846,1.215,0.2981,0.1836
3113,1991,0.3309,0.4198,0.8002,0.3663,0.4343,0.4771,0.9122,1.216,0.2197,0.1501
3113,1992,0.3485,0.5317,0.9785,0.1604,0.264,0.4458,0.6906,1.236,0.2132,0.1228
3113,1993,0.3198,0.4466,0.7849,0.3806,0.2711,0.417,0.6008,1.157,0.2042,0.1261
3113,1994,0.279,0.3869,0.7114,0.3322,0.2931,0.4363,0.7346,1.177,0.2664,0.1421
3113,1995,0.2664,0.4063,0.5887,0.35,0.479,0.4501,0.659,1.332,0.1689,0.07614
3113,1996,0.3326,0.467,0.8457,0.4346,0.2458,0.4921,0.6937,1.494,0.1551,0.02235
3113,1997,0.363,0.5394,0.8398,0.422,0.3987,0.4897,0.8671,1.361,0.3035,0.04761
3113,1998,0.3401,0.3834,0.8256,0.4085,0.5237,0.475,0.6971,1.36,0.282,0.06538
3113,1999,0.434,0.4486,1.131,0.7813,0.2688,0.5223,0.8201,1.445,0.3865,0.09361
3113,2000,0.4168,0.5899,1.071,0.4033,0.4316,0.4991,0.8329,1.372,0.2176,0.03261
3113,2001,0.3865,0.524,0.9403,0.3533,0.5436,0.493,0.8511,1.341,0.23,0.1532
3113,2002,0.4328,0.59,1.215,0.1702,0.3498,0.4746,0.7189,1.333,0.2804,0.1008
3113,2003,0.4162,0.5135,1.062,0.4523,0.3521,0.4976,0.7629,1.298,0.3695,0.04466
3113,2004,0.3574,0.4252,0.8838,0.4707,0.3143,0.5183,0.7658,1.436,0.2935,0.08586
3113,2005,0.4628,0.703,1.248,0.3234,0.3517,0.5029,0.7432,1.406,0.316,0.08556
3113,2006,0.4559,0.5345,1.097,0.5747,0.5509,0.4815,0.7778,1.307,0.456,0.1299
3113,2007,0.4199,0.5104,1.009,0.7928,0.3507,0.4376,0.6814,1.16,0.3803,0.1986
3113,2008,0.5968,0.5893,1.504,0.8949,0.3251,0.4307,0.7031,1.077,0.6131,0.1693
3113,2009,0.4491,0.6898,1.06,0.5111,0.216,0.4277,0.6474,1.086,0.5569,0.07971
3113,2010,0.4823,0.6726,1.348,0.2817,0.2966,0.4527,0.6811,1.165,0.4402,0.09017
3113,2011,0.5393,0.7515,1.417,0.6587,0.4235,0.4789,0.7025,1.21,0.4758,0.2019
3113,2012,0.4851,0.5787,1.165,0.887,0.1919,0.3084,0.4215,0.719,0.4685,0.2406
3113,2013,0.3899,0.3109,0.9658,0.7941,0.3074,0.3231,0.4192,0.9404,0.4995,0.06537
3113,2014,0.4558,0.5563,1.457,0.07438,0.1326,0.3193,0.4305,0.8818,0.2835,0.1694
3113,2015,0.3879,0.4331,1.095,0.2947,0.2721,0.3454,0.4196,1.006,0.2723,0.1931
3113,2016,0.4632,0.6478,1.308,0.178,0.2947,0.3358,0.411,0.9594,0.2864,0.168
3113,2017,0.3267,0.4512,0.7903,0.4797,0.1597,0.3141,0.3827,0.8614,0.2908,0.2947
3113,2018,0.4028,0.5051,1.061,0.5089,0.2791,0.2914,0.2753,0.7933,0.2838,0.1783
3113,2019,0.3601,0.4133,0.8801,0.4976,0.2407,0.2922,0.4066,0.766,0.3128,0.1984
3113,2020,0.4342,0.6073,0.9545,0.8462,0.3014,0.3055,0.3179,0.8027,0.5508,0.1581
3114,1987,0.2863,0.3434,0.6709,0.4319,0.3182,0.2767,0.4048,0.6635,0.3656,0.249
3114,1988,0.3207,0.3337,0.7876,0.4514,0.6443,0.2893,0.4217,0.7407,0.337,0.2421
3114,1989,0.2771,0.3275,0.7654,0.2373,0.229,0.2771,0.3849,0.722,0.3505,0.1976
3114,1990,0.307,0.384,0.7812,0.4167,0.2264,0.2945,0.4182,0.7757,0.256,0.2586
3114,1991,0.2822,0.3364,0.7132,0.3356,0.3058,0.3056,0.4061,0.7759,0.3696,0.299
3114,1992,0.2807,0.3264,0.6892,0.4465,0.2413,0.2971,0.4176,0.7887,0.3596,0.2394
3114,1993,0.2962,0.3108,0.7303,0.4884,0.2375,0.3202,0.4451,0.8053,0.3668,0.2403
3114,1994,0.2977,0.3375,0.6964,0.529,0.3094,0.3142,0.4399,0.7764,0.3682,0.3358
3114,1995,0.3529,0.3462,0.7179,0.9104,0.4395,0.3461,0.473,0.8182,0.443,0.4834
3114,1996,0.3861,0.4454,0.8589,0.5006,0.6722,0.3957,0.4873,0.9002,0.2463,0.8873
3114,1997,0.3435,0.4001,0.824,0.7505,0.4002,0.3466,0.4948,0.9345,0.2099,0.2751
3114,1998,0.3565,0.3956,0.7729,1.02,0.3982,0.3612,0.5222,0.875,0.456,0.3823
3114,1999,0.313,0.3327,0.7113,0.5225,0.3463,0.3335,0.506,0.8276,0.3181,0.3591
3114,2000,0.4066,0.5438,1.018,0.8118,0.151,0.3446,0.5233,0.874,0.3535,0.2632
3114,2001,0.4255,0.4797,1.08,0.4221,0.4161,0.379,0.5843,0.8951,0.5255,0.4676
3114,2002,0.4185,0.4197,1.002,0.857,0.5332,0.3677,0.4731,0.8972,0.4072,0.3625
3114,2003,0.3585,0.4508,0.7681,0.6966,0.4457,0.3858,0.4965,0.9617,0.4511,0.449
3114,2004,0.4173,0.481,0.9498,0.7871,0.2778,0.3983,0.5478,1.088,0.5737,0.2259
3114,2005,0.3678,0.3709,0.8727,0.895,0.2978,0.3641,0.4286,0.9205,0.3935,0.2636
3114,2006,0.4822,0.4835,1.255,0.6214,0.4422,0.3609,0.3853,0.8679,0.5428,0.4715
3114,2007,0.448,0.4192,1.116,0.7918,0.4299,0.3473,0.4054,0.8503,0.5749,0.4111
3114,2008,0.5756,0.4528,1.329,1.253,0.3272,0.3423,0.4209,0.8274,0.655,0.3201
3114,2009,0.5932,0.5083,1.426,0.8999,0.179,0.3499,0.4338,0.7872,0.6674,0.2367
3114,2010,0.5674,0.4988,1.273,0.8848,0.74,0.354,0.3998,0.859,0.5007,0.5479
3114,2011,0.5616,0.6987,1.467,0.8626,0.5395,0.3598,0.4587,0.8256,0.4979,0.4711
3114,2012,0.3964,0.4098,0.8764,0.7457,1.023,0.3256,0.4295,0.8715,0.3089,0.3362
3114,2013,0.42,0.4801,1.019,0.7385,0.1834,0.3379,0.4056,0.887,0.4088,0.2776
3114,2014,0.42,0.4489,1.076,0.5538,0.269,0.3288,0.4039,0.859,0.3657,0.3031
3114,2015,0.4295,0.4535,1.116,0.4263,0.3407,0.3101,0.3961,0.7903,0.459,0.235
3114,2016,0.4694,0.6347,1.315,0.4052,0.2501,0.331,0.473,0.8013,0.4567,0.3231
3114,2017,0.4492,0.4894,1.114,0.5389,0.3272,0.3291,0.3887,0.8279,0.4045,0.1682
3114,2018,0.4274,0.4469,1.021,0.5925,0.4471,0.3294,0.3937,0.7899,0.4665,0.4026
3114,2019,0.3893,0.4775,0.902,0.7345,0.3243,0.3604,0.4574,0.887,0.783,0.2665
3114,2020,0.4537,0.5955,0.9144,1.414,0.2474,0.3441,0.5128,0.8185,0.467,0.2698
3115,1987,0.3399,0.4604,0.8449,0.5477,0.2734,0.3173,0.4301,0.714,0.6382,0.2827
3115,1988,0.3183,0.4478,0.7684,0.5156,0.2646,0.3083,0.4371,0.7065,0.7352,0.2563
3115,1989,0.2919,0.4435,0.7275,0.4248,0.1776,0.3026,0.4641,0.6881,0.5846,0.2348
3115,1990,0.3254,0.49,0.8125,0.5089,0.09628,0.2926,0.4294,0.6872,0.5911,0.09907
3115,1991,0.3257,0.4849,0.8514,0.3778,0.08411,0.297,0.4538,0.7171,0.4537,0.1286
3115,1992,0.2997,0.4533,0.7436,0.4906,0.08042,0.2923,0.4214,0.7091,0.4889,0.07978
3115,1993,0.3139,0.4473,0.8117,0.4461,0.1257,0.3184,0.4402,0.7682,0.5944,0.0768
3115,1994,0.3481,0.5517,0.8974,0.3679,0.09784,0.3279,0.4405,0.7463,0.7206,0.08007
3115,1995,0.331,0.5236,0.7958,0.461,0.1187,0.3271,0.4559,0.7995,0.5254,0.106
3115,1996,0.3566,0.541,0.8499,0.7713,0.1166,0.32,0.4609,0.7345,0.5638,0.1198
3115,1997,0.3654,0.5066,0.8709,0.5782,0.09057,0.3133,0.4349,0.7288,0.5671,0.1171
3115,1998,0.3839,0.6027,0.8817,0.6632,0.2074,0.3371,0.4641,0.7939,0.6222,0.1967
3115,1999,0.3274,0.5329,0.8478,0.4042,0.08405,0.3126,0.447,0.7423,0.5407,0.06419
3115,2000,0.3346,0.4522,0.8018,0.623,0.183,0.3147,0.4106,0.7136,0.617,0.1539
3115,2001,0.4009,0.4953,0.9674,0.6786,0.267,0.3402,0.3822,0.7274,0.7867,0.3283
3115,2002,0.3751,0.5036,0.9498,0.5482,0.1083,0.3464,0.3799,0.7466,0.7436,0.1167
3115,2003,0.4145,0.52,1.01,0.4523,0.3467,0.3575,0.4138,0.7512,0.7821,0.3108
3115,2004,0.3916,0.4216,0.9057,0.8105,0.1924,0.3615,0.4297,0.7502,0.9448,0.1487
3115,2005,0.4418,0.4975,1.263,0.2774,0.1839,0.3577,0.4532,0.8515,0.5643,0.134
3115,2006,0.3577,0.4301,0.8811,0.6275,0.1686,0.3294,0.4355,0.7311,0.7217,0.1871
3115,2007,0.3676,0.4843,0.8791,0.7014,0.2516,0.3233,0.3646,0.6902,0.7198,0.2468
3115,2008,0.4451,0.5479,1.058,0.8942,0.1887,0.3425,0.3809,0.6966,0.7947,0.2361
3115,2009,0.4633,0.4755,1.128,1.069,0.1411,0.3197,0.352,0.7021,0.6604,0.2014
3115,2010,0.4543,0.4932,1.015,1.177,0.1733,0.3257,0.3357,0.7141,0.7143,0.1577
3115,2011,0.4605,0.5026,1.048,1.25,0.1651,0.3162,0.2921,0.6478,0.8507,0.1765
3115,2012,0.3448,0.4277,0.8699,0.5258,0.1334,0.2896,0.3129,0.5952,0.8049,0.1069
3115,2013,0.3579,0.4281,0.9092,0.4804,0.1604,0.2665,0.2752,0.571,0.5803,0.1632
3115,2014,0.3869,0.4256,0.926,0.6605,0.09818,0.2537,0.2703,0.535,0.4902,0.1234
3115,2015,0.3646,0.5083,0.8494,0.5555,0.1169,0.2839,0.3172,0.644,0.6001,0.1335
3115,2016,0.3247,0.4042,0.7796,0.6381,0.2052,0.2975,0.3543,0.6785,0.6853,0.1772
3115,2017,0.301,0.3933,0.7556,0.4495,0.2582,0.2772,0.265,0.643,0.5448,0.2803
3115,2018,0.3109,0.4189,0.8091,0.3402,0.2763,0.2905,0.295,0.632,0.7502,0.2364
3115,2019,0.3169,0.5718,0.7283,0.4927,0.3383,0.2994,0.3054,0.6948,0.5707,0.2277
3115,2020,0.3057,0.4667,0.7632,0.4604,0.1904,0.2761,0.3134,0.6359,0.6364,0.1839
3116,1987,0.4235,0.4248,0.876,1.076,0.1249,0.2176,0.2225,0.437,0.5745,0.07345
3116,1988,0.3458,0.435,0.7509,0.6487,0.112,0.2271,0.2816,0.4941,0.4821,0.04979
3116,1989,0.3286,0.4965,0.8352,0.527,0.1081,0.2566,0.3651,0.5592,0.4675,0.03795
3116,1990,0.4153,0.4676,0.9484,0.9127,0.1082,0.2597,0.3722,0.5349,0.6018,0.06593
3116,1991,0.3861,0.4304,0.9964,0.8012,0.1067,0.258,0.3642,0.5695,0.5734,0.05767
3116,1992,0.3582,0.3973,0.9542,0.5201,0.1055,0.2517,0.3474,0.5414,0.5211,0.04549
3116,1993,0.3593,0.392,0.7953,0.7555,0.07924,0.2592,0.3574,0.57,0.5588,0.06972
3116,1994,0.3663,0.4406,0.8198,0.7347,0.06343,0.255,0.3672,0.5439,0.5419,0.09374
3116,1995,0.3939,0.4495,0.8534,1.056,0.1081,0.2929,0.3973,0.6158,0.5881,0.1031
3116,1996,0.4392,0.5149,0.9494,1.146,0.1492,0.3069,0.4184,0.6527,0.5871,0.1895
3116,1997,0.5774,0.6693,1.315,1.415,0.1017,0.3638,0.5078,0.761,0.7091,0.08306
3116,1998,0.6935,0.564,1.389,1.989,0.2058,0.3805,0.4593,0.7515,0.8174,0.487
3116,1999,0.686,0.8271,1.74,1.071,0.09227,0.3916,0.5396,0.7849,0.9297,0.07312
3116,2000,0.7928,1.001,2.068,1.004,0.2097,0.412,0.526,0.7778,1.078,0.1064
3116,2001,0.8496,0.9615,2.333,0.9814,0.1197,0.4425,0.6034,0.8617,1.109,0.03133
3116,2002,0.8647,0.9405,2.226,1.261,0.1432,0.4413,0.5461,0.8446,1.165,0.071
3116,2003,0.7718,0.8373,1.929,1.264,0.04595,0.4603,0.5826,0.9372,0.9802,0.07757
3116,2004,0.7286,0.779,1.772,1.593,0.0206,0.4711,0.6093,0.9283,1.163,0.03886
3116,2005,0.835,0.8624,2.282,1.228,0.08152,0.4873,0.5916,0.9238,1.329,0.04154
3116,2006,0.856,1.105,2.417,0.8306,0.1232,0.503,0.5529,0.9479,1.456,0.04727
3116,2007,0.8752,0.9248,2.27,1.406,0.1487,0.4645,0.5912,0.9063,1.276,0.166
3116,2008,0.9269,0.8118,2.532,0.9392,0.2645,0.4206,0.5196,0.7854,1.152,0.1283
3116,2009,0.7171,0.5403,1.641,1.416,0.2587,0.3707,0.3795,0.6513,1.19,0.1627
3116,2010,0.5586,0.633,1.231,1.368,0.2379,0.3255,0.4211,0.6832,0.6142,0.1174
3116,2011,0.6508,0.5392,1.292,1.992,0.1163,0.3474,0.4516,0.7047,0.6892,0.1192
3116,2012,0.5566,0.4115,1.18,1.449,0.183,0.3337,0.4405,0.6392,0.7535,0.08557
3116,2013,0.7136,0.515,1.714,1.589,0.1417,0.3443,0.4502,0.618,0.851,0.08079
3116,2014,0.5953,0.6015,1.318,1.463,0.1467,0.3651,0.5281,0.7055,0.8203,0.05701
3116,2015,0.6191,0.6463,1.712,0.6502,0.1474,0.3503,0.5066,0.7342,0.755,0.02718
3116,2016,0.6891,0.7587,1.723,0.8969,0.1352,0.3239,0.4117,0.6451,0.7584,0.06267
3116,2017,0.4893,0.5798,1.207,0.9042,0.1361,0.2834,0.3877,0.6482,0.4774,0.08298
3116,2018,0.5403,0.6466,1.502,0.745,0.161,0.2996,0.418,0.7268,0.3941,0.08796
3116,2019,0.4176,0.6675,1.161,0.254,0.0955,0.2918,0.4136,0.7088,0.3793,0.09561
3116,2020,0.4217,0.6101,1.087,0.2839,0.1426,0.266,0.3518,0.6329,0.485,0.08877
3117,1987,0.3248,0.2911,0.6738,0.6259,0.2191,0.2588,0.2883,0.6637,0.5285,0.1406
3117,1988,0.3563,0.4069,0.8514,0.4374,0.3464,0.255,0.2866,0.5413,0.4185,0.4757
3117,1989,0.3449,0.3177,0.9553,0.6176,0.03098,0.2288,0.2491,0.5815,0.3133,0.2617
3117,1990,0.2949,0.2663,0.7424,0.3276,0.5838,0.2436,0.263,0.6333,0.4088,0.1636
3117,1991,0.2533,0.3037,0.6126,0.2963,0.2487,0.2434,0.2475,0.5762,0.3216,0.2508
3117,1992,0.2425,0.35,0.6457,0.2886,0.1197,0.2138,0.2914,0.4675,0.3623,0.1674
3117,1993,0.2733,0.3745,0.5987,0.4684,0.2439,0.2329,0.2959,0.5519,0.4872,0.2924
3117,1994,0.2711,0.303,0.4691,0.6949,0.2975,0.2475,0.2973,0.5853,0.2757,0.1988
3117,1995,0.4021,0.2777,0.7152,1.286,0.1668,0.2549,0.322,0.5846,0.279,0.3026
3117,1996,0.5751,0.4514,0.9588,2.171,0.6587,0.3167,0.3472,0.6934,0.378,0.4549
3117,1997,0.3272,0.257,0.5965,0.824,0.3826,0.2604,0.2688,0.543,0.3044,0.4482
3117,1998,0.3032,0.3417,0.6008,1.011,0.3591,0.269,0.2824,0.6481,0.3086,0.3591
3117,1999,0.3179,0.3067,0.6453,0.7803,0.2427,0.2518,0.2846,0.6105,0.6347,0.2367
3117,2000,0.4741,0.4473,0.8414,1.204,0.538,0.2623,0.2673,0.6376,0.3395,0.2579
3117,2001,0.5956,0.3751,1.284,0.9924,0.1935,0.2625,0.2883,0.622,0.5988,0.1993
3117,2002,0.4236,0.1908,0.8978,1.007,0.2829,0.2931,0.2995,0.6998,0.2804,0.2577
3117,2003,0.4593,0.2414,1.209,0.9031,0.1421,0.3079,0.2401,0.7308,0.6713,0.1984
3117,2004,0.6141,0.9855,1.387,0.6471,0.2177,0.2948,0.2682,0.6116,1.083,0.1821
3117,2005,0.6436,0.6204,1.686,0.8924,0.3385,0.3247,0.3384,0.5957,1.208,0.2549
3117,2006,0.8845,0.6432,2.247,0.7999,0.2669,0.3333,0.2839,0.6048,1.421,0.3033
3117,2007,0.6469,0.4434,1.53,1.152,0.2018,0.319,0.2927,0.7674,0.5529,0.2611
3117,2008,0.703,0.575,1.54,1.166,0.2262,0.3403,0.2964,0.6755,1.268,0.204
3117,2009,0.5972,0.526,1.245,1.721,0.4797,0.3622,0.3567,0.6428,0.9641,0.5048
3117,2010,0.4817,0.3469,1.007,1.581,0.1839,0.3362,0.2607,0.623,0.8125,0.2337
3117,2011,0.6045,0.7321,1.381,0.7944,0.4282,0.3529,0.2952,0.5624,0.9987,0.3997
3117,2012,0.5135,0.3268,1.073,1.584,0.2172,0.3252,0.2733,0.6741,0.7402,0.07243
3117,2013,0.6346,0.3987,1.706,0.9501,0.1383,0.3015,0.329,0.5999,0.8498,0.1213
3117,2014,0.5763,0.5046,1.171,1.357,0.456,0.3322,0.3026,0.6158,1.324,0.1565
3117,2015,0.5536,0.4377,1.41,1.232,0.1549,0.3184,0.2885,0.6375,0.9116,0.0354
3117,2016,0.4945,0.2584,0.9716,1.849,0.2902,0.3042,0.3324,0.5214,0.9254,0.1689
3117,2017,0.5789,0.7739,1.242,0.7482,0.2477,0.261,0.3178,0.552,0.4692,0.1294
3117,2018,0.6669,0.7023,1.603,1.063,0.2627,0.2519,0.2756,0.4725,0.7481,0.2007
3117,2019,0.5692,0.3404,1.446,0.7099,0.202,0.2792,0.298,0.5246,0.8642,0.156
3117,2020,0.6525,0.5038,1.473,0.9912,0.3168,0.3018,0.2907,0.676,0.8237,0.143
3118,1987,0.4699,0.6107,1.278,0.3476,0.3675,0.5227,0.774,1.346,0.3321,0.4134
3118,1988,0.4428,0.665,1.228,0.4563,0.1175,0.4467,0.702,1.185,0.3237,0.2771
3118,1989,0.4691,0.5921,1.28,0.4968,0.2634,0.4837,0.7029,1.321,0.4307,0.2483
3118,1990,0.4232,0.5346,1.103,0.5091,0.4233,0.4911,0.6651,1.287,0.4549,0.2872
3118,1991,0.3966,0.4934,1.022,0.4759,0.2726,0.4713,0.6573,1.231,0.4721,0.3474
3118,1992,0.4269,0.6253,1.175,0.3416,0.3434,0.5042,0.758,1.411,0.342,0.2027
3118,1993,0.383,0.4535,0.921,0.5154,0.4908,0.4926,0.7062,1.343,0.5718,0.2675
3118,1994,0.3878,0.5779,0.9504,0.6012,0.2446,0.4637,0.6801,1.273,0.3693,0.1839
3118,1995,0.4066,0.4785,0.9385,0.7661,0.3441,0.4741,0.6419,1.243,0.6482,0.2756
3118,1996,0.4243,0.5314,1.126,0.554,0.2938,0.4967,0.6968,1.336,0.6226,0.2343
3118,1997,0.4186,0.4599,1.057,0.6417,0.2794,0.4821,0.6857,1.346,0.4136,0.2743
3118,1998,0.3986,0.449,0.9624,0.9229,0.3607,0.501,0.7708,1.329,0.5056,0.2427
3118,1999,0.331,0.3896,0.7591,0.7294,0.3366,0.4852,0.7675,1.263,0.4553,0.2094
3118,2000,0.3688,0.4546,0.9214,0.5937,0.393,0.5186,0.8313,1.326,0.4943,0.3006
3118,2001,0.3778,0.4445,0.8806,0.6489,0.4348,0.525,0.8316,1.397,0.3719,0.2375
3118,2002,0.4198,0.4168,0.9847,0.7925,0.3524,0.4889,0.7446,1.318,0.4727,0.1593
3118,2003,0.4113,0.3604,0.9522,0.8439,0.4163,0.5103,0.7883,1.395,0.4256,0.2766
3118,2004,0.3935,0.401,0.9477,0.8272,0.4287,0.5347,0.817,1.344,0.7135,0.2685
3118,2005,0.4224,0.464,1.021,0.7091,0.4421,0.516,0.8418,1.316,0.5727,0.2603
3118,2006,0.4334,0.4513,1.052,0.8837,0.3229,0.501,0.7655,1.281,0.5946,0.3491
