naics4,year,sd,d7525,d9010,d9990,d1001,sd*,d7525*,d9010*,d9990*,d1001*
3339,1994,0.3306,0.4329,0.8817,0.3601,0.2654,0.363,0.482,1.016,0.3718,0.147
3339,1995,0.3513,0.4783,0.9107,0.3011,0.3584,0.3539,0.4601,0.9253,0.3757,0.2531
3339,1996,0.3814,0.5068,1.015,0.3569,0.3747,0.3496,0.4596,0.8968,0.3969,0.2744
3339,1997,0.394,0.4751,1.005,0.9704,0.255,0.3428,0.4851,0.8665,0.4658,0.2345
3339,1998,0.4047,0.542,0.9562,0.5269,0.5749,0.3615,0.472,0.9263,0.4055,0.4089
3339,1999,0.358,0.4521,0.8948,0.4814,0.3165,0.3324,0.4456,0.8618,0.4853,0.2247
3339,2000,0.4071,0.4708,0.9969,0.6441,0.2853,0.3582,0.5042,0.9055,0.5158,0.303
3339,2001,0.4499,0.4782,1.1,0.726,0.4881,0.3906,0.5254,0.9366,0.6015,0.5245
3339,2002,0.424,0.5207,1.048,0.8365,0.3233,0.3908,0.5409,1.014,0.5677,0.2218
3339,2003,0.4158,0.4839,0.9763,0.9311,0.311,0.3835,0.5442,0.9692,0.5688,0.2156
3339,2004,0.4372,0.4485,0.9675,1.206,0.3625,0.4044,0.6213,1,0.614,0.1971
3339,2005,0.4985,0.5361,1.166,0.9703,0.3897,0.4169,0.61,1.046,0.5363,0.1784
3339,2006,0.4865,0.5477,1.214,0.9486,0.2642,0.4112,0.6247,1.042,0.5784,0.1693
3339,2007,0.4345,0.4952,1.062,0.9134,0.2489,0.3837,0.595,0.9884,0.5586,0.211
3339,2008,0.4667,0.5548,1.119,0.8779,0.3528,0.3835,0.5596,0.9989,0.406,0.1205
3339,2009,0.5223,0.4775,1.121,1.556,0.4142,0.4205,0.6292,1.082,0.5091,0.2351
3339,2010,0.4948,0.5242,1.14,1.249,0.372,0.4201,0.6038,1.076,0.4737,0.3129
3339,2011,0.4853,0.4803,1.009,1.43,0.4896,0.4287,0.63,1.101,0.5477,0.2066
3339,2012,0.4446,0.4887,1.055,0.7548,0.3796,0.4339,0.6215,1.088,0.6319,0.2042
3339,2013,0.4726,0.4826,1.074,1.293,0.3673,0.4058,0.5088,1.014,0.7344,0.2181
3339,2014,0.4633,0.4693,0.9717,1.404,0.3155,0.3822,0.4668,0.9427,0.6355,0.2346
3339,2015,0.4539,0.3982,0.9638,1.378,0.3768,0.3808,0.5049,0.9097,0.641,0.2429
3339,2016,0.4671,0.4741,1.074,1.085,0.3958,0.3888,0.5775,0.9316,0.582,0.2474
3339,2017,0.4344,0.4811,1.039,0.8851,0.3696,0.4059,0.585,1.035,0.5696,0.1505
3339,2018,0.4375,0.4891,1.021,0.9834,0.2754,0.4014,0.5922,1.023,0.6363,0.1988
3339,2019,0.5048,0.6257,1.206,1.045,0.2304,0.4038,0.5469,1.058,0.5543,0.1656
3339,2020,0.507,0.643,1.186,1.103,0.1953,0.4124,0.5549,1.083,0.5194,0.1571
3341,1987,0.5628,0.839,1.475,0.8011,0.2387,0.5112,0.6589,1.258,0.7911,0.1802
3341,1988,0.6148,0.9552,1.635,0.6931,0.09582,0.5068,0.7375,1.284,0.6799,0.2742
3341,1989,0.5063,0.6177,1.219,1.105,0.4503,0.5258,0.6644,1.412,0.4539,0.4396
3341,1990,0.5696,0.8249,1.435,0.6833,0.5075,0.5262,0.65,1.363,0.3131,0.5481
3341,1991,0.5984,0.8756,1.628,0.4789,0.3644,0.489,0.7354,1.149,0.6292,0.5931
3341,1992,0.4875,0.6289,1.354,0.4179,0.2084,0.503,0.7687,1.251,0.6838,0.4521
3341,1993,0.5456,0.61,1.347,0.5244,0.3725,0.424,0.5849,1.07,0.6513,0.1747
3341,1994,0.551,0.6494,1.367,0.9024,0.5194,0.4434,0.5177,1.247,0.5259,0.02224
3341,1995,0.5767,0.7964,1.488,0.7058,0.2667,0.4932,0.6813,1.45,0.5291,S
3341,1996,0.5017,0.5876,1.273,0.6257,0.5249,0.5006,0.5138,1.442,0.5012,0.4053
3341,1997,0.4589,0.5796,1.107,0.7279,0.2167,0.3871,0.4577,0.9716,0.617,0.09945
3341,1998,1.035,0.5752,1.46,1.146,3.316,0.5598,0.6023,1.252,0.7186,0.3174
3341,1999,0.374,0.3607,0.7427,0.7026,0.6622,0.2579,0.2858,0.5883,0.5784,0.3294
3341,2000,0.4024,0.4885,0.8319,0.7578,0.5433,0.3003,0.3701,0.7046,0.2526,0.417
3341,2001,0.4062,0.3782,0.8675,0.8495,0.6876,0.3674,0.411,0.9399,0.527,0.1513
3341,2002,0.4377,0.3988,1.049,0.5855,0.3403,0.2504,0.1606,0.3821,0.6002,0.4116
3341,2003,0.6464,0.4303,1.318,1.46,0.7359,0.3774,0.5898,0.78,0.1418,0.7548
3341,2004,0.5452,0.551,1.13,0.8719,0.8025,0.5166,0.8075,1.123,0.2096,1.028
3341,2005,0.6461,0.7906,1.528,1.953,0.2443,0.4966,0.5309,1.126,0.8172,0.5767
3341,2006,0.7305,1.024,1.626,1.233,0.3005,0.4946,0.5824,1.326,0.1226,0.3875
3341,2007,0.6754,0.8585,1.401,1.471,0.6124,0.4457,0.5812,0.9951,0.1701,0.7104
3341,2008,1.068,1.45,2.343,1.939,0.2468,0.6268,0.6029,1.687,S,0.7865
3341,2009,0.8991,1.523,2.176,0.518,0.2937,0.6781,0.7087,1.962,0.2138,0.6278
3341,2010,0.9447,1.517,2.294,1.054,0.2172,0.6286,0.6802,1.628,0.07042,0.7409
3341,2011,1.014,1.601,2.497,1.055,0.2646,0.8289,1.256,2.138,0.3214,0.5717
3341,2012,1.188,2.125,2.821,0.9588,0.2735,0.9512,1.562,2.382,0.4761,0.4973
3341,2013,1.093,1.957,2.524,1.26,0.296,1.096,1.869,2.612,0.4256,1.216
3341,2014,1.197,2.043,2.933,0.8858,0.3778,0.9801,1.494,2.41,0.5203,0.5434
3341,2015,1.096,1.708,2.638,2.029,0.433,0.8666,1.395,2.451,0.1226,0.5798
3341,2016,1.008,1.594,2.444,1.961,0.1778,0.7784,1.438,1.908,0.3279,0.6446
3341,2017,0.9231,1.458,1.917,2.204,0.6415,0.7638,1.249,1.946,0.272,0.3984
3341,2018,0.7408,1.165,1.92,1.004,0.2791,0.5497,0.3957,1.431,0.3502,0.9376
3341,2019,0.8324,1.118,2.059,1.098,0.2246,0.5033,0.4382,1.4,0.7047,0.4893
3341,2020,0.8366,1.343,2.17,0.6251,0.3819,0.5288,0.2867,1.506,0.9042,0.4455
3342,1987,0.4209,0.5919,1.109,0.3415,0.2852,0.3852,0.5322,1.015,0.3671,0.3601
3342,1988,0.3569,0.4027,0.9533,0.3855,0.3891,0.382,0.5478,1.022,0.3251,0.3061
3342,1989,0.4021,0.5666,0.9495,0.3588,0.6949,0.4294,0.61,0.9975,0.4306,0.6503
3342,1990,0.3678,0.4318,0.917,0.3966,0.504,0.422,0.555,1.142,0.4317,0.5611
3342,1991,0.368,0.4946,0.8734,0.4591,0.4207,0.4397,0.6157,1.12,0.446,0.5593
3342,1992,0.3689,0.4317,0.9148,0.5647,0.2667,0.3867,0.4914,1.043,0.3322,0.3719
3342,1993,0.3438,0.4456,0.7974,0.6804,0.372,0.3898,0.444,0.9596,0.5078,0.3871
3342,1994,0.3304,0.3986,0.8053,0.6987,0.2864,0.3656,0.3739,0.9885,0.611,0.3051
3342,1995,0.3816,0.4196,0.9271,0.6352,0.5259,0.4059,0.5126,1.06,0.2732,0.5792
3342,1996,0.3762,0.4334,1.001,0.47,0.3273,0.3281,0.3911,0.8058,0.4189,0.3755
3342,1997,0.3376,0.4508,0.8162,0.4335,0.4618,0.3176,0.3981,0.8022,0.3077,0.4214
3342,1998,0.6886,0.4933,1.133,0.4873,2.376,0.4327,0.4565,0.9969,0.2677,1.076
3342,1999,0.3427,0.3994,0.7809,0.6059,0.4522,0.3452,0.4751,0.8266,0.6809,0.3662
3342,2000,0.3732,0.439,0.8064,0.8366,0.4644,0.3906,0.6694,0.9191,0.5873,0.3695
3342,2001,0.4395,0.4914,0.9577,1.385,0.3989,0.3606,0.5085,0.8176,0.4404,0.4119
3342,2002,0.5026,0.7589,1.177,0.6222,0.5198,0.4449,0.5788,1.299,0.1529,0.3586
3342,2003,0.4802,0.6769,1.272,0.3165,0.33,0.505,0.6745,1.385,0.3204,0.2223
3342,2004,0.4377,0.7459,1.131,0.4794,0.2637,0.3946,0.6108,1.084,0.1223,0.2987
3342,2005,0.3997,0.5638,1.158,0.2236,0.3383,0.4389,0.6282,1.17,0.2178,0.2408
3342,2006,0.3896,0.4893,0.9993,0.4699,0.2564,0.3676,0.6347,0.9002,0.2969,0.3329
3342,2007,0.5494,0.6188,1.486,0.7656,0.4429,0.3894,0.5919,1.046,0.3205,0.3101
3342,2008,0.435,0.5156,0.9132,0.7436,0.7108,0.3583,0.4808,0.8702,0.5394,0.4689
3342,2009,0.3648,0.5528,0.9814,0.4788,0.1216,0.3168,0.3444,0.6331,0.7218,0.5723
3342,2010,0.4332,0.7792,1.1,0.3198,0.1174,0.4803,0.6249,1.399,0.5705,S
3342,2011,0.5049,0.7346,1.093,1.227,0.3014,0.4686,0.8568,1.076,0.6257,0.1939
3342,2012,0.4806,0.4044,0.9222,1.185,0.5045,0.3802,0.5905,0.9499,0.8223,0.1121
3342,2013,0.4749,0.3167,0.814,1.717,0.2602,0.3379,0.4338,0.6528,1.056,0.2751
3342,2014,0.4634,0.409,1.041,1.353,0.3526,0.4118,0.4088,0.8559,1.114,0.5039
3342,2015,0.4456,0.6546,0.9256,1.204,0.2989,0.3564,0.365,0.7934,1.108,0.3385
3342,2016,0.5426,0.4612,1.068,1.638,0.2046,0.4001,0.4258,0.838,1.205,0.2764
3342,2017,0.4221,0.4469,1.047,0.6773,0.3272,0.3094,0.3684,0.6984,0.5075,0.3562
3342,2018,0.4347,0.4099,0.9538,0.7509,0.4348,0.4244,0.5103,0.7814,1.208,0.5842
3342,2019,0.4328,0.4262,1.079,0.9388,0.1878,0.386,0.4094,0.7071,1.35,0.7508
3342,2020,0.4355,0.537,1.014,0.7809,0.4554,0.4201,0.613,0.8655,0.8465,0.4088
3343,1987,0.3644,0.535,0.991,0.4118,0.07687,0.2103,0.1665,0.4128,0.7148,0.02635
3343,1988,0.3781,0.5668,0.9652,0.3668,0.1081,0.2398,0.3244,0.5646,0.5087,0.2111
3343,1989,0.496,0.7706,1.303,0.2002,0.4527,0.1874,0.1085,0.2759,0.7235,0.3053
3343,1990,0.4666,0.6013,1.115,0.4471,0.4826,0.2018,0.09621,0.2989,0.9055,0.05863
3343,1991,0.3649,0.3639,0.8375,0.4716,0.4224,0.2017,0.105,0.3127,0.6572,0.2587
3343,1992,0.3459,0.4272,0.8892,0.4288,0.1289,0.2022,0.1346,0.3675,0.6339,0.1842
3343,1993,0.4035,0.5476,1.092,0.2553,0.1401,0.2228,0.226,0.4973,0.4385,0.07486
3343,1994,0.2931,0.2618,0.8818,0.3213,0.1232,0.1965,0.1654,0.3166,0.6105,0.1694
3343,1995,0.3991,0.605,0.9556,0.5748,0.1836,0.2376,0.2058,0.4757,0.5649,0.1001
3343,1996,0.4338,0.692,1.239,0.2155,0.1135,0.2275,0.3317,0.429,0.5182,0.05142
3343,1997,0.2391,0.3064,0.6229,0.3791,0.0999,0.2101,0.1634,0.4964,0.3656,0.1968
3343,1998,0.3361,0.5622,0.7976,0.3671,0.2859,0.2232,0.1398,0.6108,0.3813,0.2073
3343,1999,0.2728,0.4219,0.7164,0.2862,0.2243,0.213,0.2543,0.562,0.3848,0.06949
3343,2000,0.3513,0.3765,1.091,0.3282,0.1434,0.2204,0.1942,0.4615,0.2946,0.207
3343,2001,0.3384,0.3078,0.8909,0.5509,0.1636,0.2361,0.1983,0.4987,0.6003,0.1255
3343,2002,0.4833,0.5561,1.669,S,0.1102,0.3303,0.1419,0.6745,0.8269,0.1302
3343,2003,0.37,0.3916,0.7829,1.1,0.1222,0.422,0.4883,0.702,1.243,0.09217
3343,2004,0.4056,0.2344,1.135,0.5443,0.1842,0.3329,0.3736,0.6535,0.8225,0.1376
3343,2005,0.4333,0.4842,0.8363,1.753,0.246,0.3571,0.4483,0.9309,0.1785,0.01003
3343,2006,0.6498,0.8314,0.9255,2.283,0.1712,0.2935,0.1776,0.7966,0.4537,0.04986
3343,2007,0.3944,0.5821,0.8502,0.722,0.1161,0.3008,0.3791,0.575,0.8231,0.2399
3343,2008,0.7784,1.069,1.575,1.885,S,0.8162,1.7,1.96,0.05658,0.2775
3343,2009,0.6349,0.679,1.593,1.726,0.3483,0.4302,0.5089,1.063,0.6104,0.5239
3343,2010,0.3754,0.4026,1.094,0.1465,0.3291,0.339,0.3274,0.8436,0.4977,0.4162
3343,2011,0.4899,0.6564,1.339,0.6713,0.3917,0.3532,0.3296,0.7659,0.5516,0.4633
3343,2012,0.3572,0.5759,0.9237,0.4939,0.1303,0.3167,0.3167,0.7552,0.3916,0.2658
3343,2013,0.3927,0.3719,0.9837,0.697,0.3467,0.3449,0.3407,0.8208,0.4262,0.4176
3343,2014,0.3758,0.2434,0.8603,0.5979,0.2291,0.3152,0.3285,0.9128,0.3034,0.2188
3343,2015,0.5143,0.2699,1.213,0.669,0.3018,0.351,0.3721,0.7425,0.8945,0.27
3343,2016,0.5308,0.3772,0.8183,1.684,0.308,0.3332,0.3682,0.7692,0.5228,0.1737
3343,2017,0.448,0.3846,1.105,0.7775,0.358,0.3391,0.3456,0.6631,1.117,0.3404
3343,2018,0.5936,0.4976,1.641,0.2728,0.451,0.3412,0.4266,0.6799,1.195,0.3213
3343,2019,0.4286,0.2986,1.182,0.7154,0.2567,0.3786,0.3684,1.166,0.141,0.1307
3343,2020,0.547,0.4968,1.052,1.861,0.3244,0.3981,0.4153,1.038,0.09685,0.7538
3344,1987,0.6824,0.5468,1.988,0.465,0.7385,0.8441,1.582,2.169,0.537,0.3858
3344,1988,0.6979,0.5813,1.996,0.504,0.7049,0.8329,1.461,2.126,0.4378,0.3301
3344,1989,0.6333,0.5332,1.566,0.4664,1.195,0.8146,1.472,1.979,0.4271,0.6826
3344,1990,0.5074,0.4311,1.099,0.5547,1.094,0.7344,1.338,1.915,0.4789,0.3632
3344,1991,0.5468,0.4464,1.448,0.4307,0.7939,0.7102,1.209,1.827,0.468,0.3363
3344,1992,0.5353,0.5488,1.345,0.4552,0.8524,0.6432,0.9614,1.709,0.4584,0.3924
3344,1993,0.4661,0.5191,1.06,0.5531,0.8196,0.5641,0.736,1.48,0.4832,0.4148
3344,1994,0.4224,0.5075,1,0.529,0.7335,0.4999,0.5548,1.389,0.4607,0.2782
3344,1995,0.3844,0.4688,0.9337,0.5451,0.4302,0.4817,0.5646,1.224,0.845,0.3488
3344,1996,0.3753,0.4464,0.9212,0.626,0.4008,0.4133,0.494,0.9686,0.6886,0.4136
3344,1997,0.4468,0.5456,1.199,0.5467,0.2492,0.5348,0.7504,1.286,0.87,0.1802
3344,1998,0.7249,0.5779,1.355,0.7909,2.738,0.6265,0.8299,1.337,0.8213,0.8218
3344,1999,0.5419,0.62,1.511,0.6367,0.3054,0.649,0.9908,1.662,0.7917,0.3105
3344,2000,0.6581,0.6656,1.83,0.9281,0.3975,0.857,1.076,2.261,1.017,0.1807
3344,2001,0.8799,0.6971,2.63,0.4937,0.4399,1.037,1.162,2.821,0.9615,0.05684
3344,2002,0.7507,0.6822,1.953,1.16,0.3588,1.105,2.015,2.751,1.057,0.1871
3344,2003,0.8191,0.6797,2.447,0.6504,0.2827,1.094,2.241,2.675,0.6563,0.1873
3344,2004,0.8188,0.6531,2.236,0.8437,0.4121,1.072,2.179,2.724,0.661,0.2651
3344,2005,0.7714,0.611,2.156,0.9554,0.3759,1.139,2.366,2.812,0.8358,0.2305
3344,2006,0.791,0.6375,2.159,1.174,0.3278,1.174,2.361,2.931,0.4123,0.1399
3344,2007,0.9554,0.9237,2.719,0.7503,0.2344,1.286,2.538,3.135,0.6117,0.11
3344,2008,1.088,1.333,3.116,0.5117,0.2823,1.264,2.453,3.04,0.5315,0.235
3344,2009,1.012,0.8775,3.034,0.5936,0.2715,1.335,2.593,3.242,0.4636,0.2058
3344,2010,1.06,0.86,2.96,1.076,0.2523,1.341,2.609,3.235,1.123,0.1561
3344,2011,1.05,1.054,2.947,0.7747,0.1755,1.338,2.66,3.117,1.036,0.1579
3344,2012,1.156,1.365,3.16,0.6405,0.2537,1.328,2.567,3.185,0.5366,0.2576
3344,2013,1.178,1.886,3.237,0.7577,0.215,1.355,2.629,3.32,0.6564,0.1627
3344,2014,1.09,0.9343,3.376,0.3599,0.1839,1.379,2.771,3.398,0.5175,0.141
3344,2015,0.9754,0.8214,2.653,1.247,0.2879,1.388,2.806,3.356,0.736,0.2805
3344,2016,1.05,0.7926,3.064,0.9456,0.3298,1.39,2.748,3.294,0.7146,0.3338
3344,2017,1.075,0.8468,3.192,1.015,0.32,1.457,3.014,3.449,0.717,0.2234
3344,2018,1.258,1.006,3.653,0.6134,0.3001,1.549,3.243,3.632,0.6463,0.1672
3344,2019,1.279,1.545,3.78,0.2144,0.4114,1.574,3.184,3.714,0.6384,0.2437
3344,2020,1.161,0.797,3.473,0.5167,0.3755,1.572,3.207,3.756,0.5841,0.1725
3345,1987,0.4098,0.5762,1.039,0.4433,0.4115,0.4726,0.6209,1.283,0.3656,0.2158
3345,1988,0.3864,0.506,0.9558,0.4852,0.3981,0.4506,0.659,1.23,0.3594,0.2074
3345,1989,0.3939,0.5409,0.9688,0.3257,0.4728,0.4629,0.7049,1.368,0.2329,0.194
3345,1990,0.3915,0.4713,1.047,0.4177,0.4838,0.438,0.6828,1.198,0.3124,0.4128
3345,1991,0.3853,0.5021,1.009,0.3387,0.401,0.4301,0.6202,1.062,0.3456,0.584
3345,1992,0.3531,0.4387,0.8995,0.4511,0.3176,0.4316,0.6297,1.152,0.316,0.3434
3345,1993,0.3583,0.4425,0.8711,0.5793,0.323,0.4522,0.6301,1.186,0.4425,0.3809
3345,1994,0.4094,0.4802,1.035,0.6026,0.4419,0.4846,0.6985,1.292,0.525,0.3275
3345,1995,0.4013,0.4791,0.9926,0.5837,0.392,0.4791,0.7215,1.229,0.5393,0.3414
3345,1996,0.406,0.4985,1.047,0.6388,0.3947,0.4594,0.6431,1.159,0.6145,0.4193
3345,1997,0.3966,0.4733,0.9366,0.6709,0.5417,0.4495,0.6799,1.079,0.5935,0.4631
3345,1998,0.5531,0.4667,1.028,0.5634,2.384,0.4934,0.6826,1.129,0.651,0.4293
3345,1999,0.3603,0.4523,0.9181,0.4326,0.4571,0.4045,0.5925,0.9989,0.4477,0.4495
3345,2000,0.352,0.416,0.8283,0.4836,0.5164,0.4077,0.5852,0.9615,0.4555,0.4981
3345,2001,0.4114,0.4601,0.9746,0.832,0.4959,0.4327,0.6482,1.067,0.5241,0.4781
3345,2002,0.416,0.5319,0.977,0.5848,0.3984,0.4896,0.6995,1.273,0.6824,0.3617
3345,2003,0.4306,0.5249,1.055,0.6802,0.5022,0.5292,0.6703,1.467,0.7224,0.1304
3345,2004,0.4215,0.4656,1.004,0.6648,0.5353,0.5614,0.8919,1.413,0.892,0.1621
3345,2005,0.4664,0.548,1.142,0.829,0.3928,0.5503,0.8188,1.474,0.6942,0.1914
3345,2006,0.4335,0.4435,1.075,0.6153,0.423,0.5159,0.6735,1.36,0.6008,0.2488
3345,2007,0.457,0.5076,1.143,0.6552,0.3585,0.5032,0.6,1.407,0.4894,0.2
3345,2008,0.4426,0.5565,1.117,0.6983,0.4061,0.5232,0.6104,1.373,0.6639,0.2912
3345,2009,0.4185,0.4493,0.9485,1.037,0.4441,0.4713,0.5692,1.13,0.7942,0.4083
3345,2010,0.4299,0.5016,1.022,0.7958,0.4402,0.4777,0.5555,1.249,0.5551,0.4687
3345,2011,0.4753,0.4877,1.089,1.005,0.5207,0.5107,0.6077,1.278,0.5336,0.4337
3345,2012,0.4977,0.5226,1.159,1.122,0.43,0.4389,0.551,1.076,0.8134,0.3778
3345,2013,0.4768,0.6288,1.12,0.9727,0.2758,0.4493,0.5805,1.088,0.7173,0.3584
3345,2014,0.4638,0.5264,1.064,1.333,0.3322,0.4552,0.5779,1.138,0.6936,0.208
3345,2015,0.4959,0.5353,1.097,1.152,0.3346,0.4439,0.6456,1.083,0.6638,0.4301
3345,2016,0.4565,0.5063,1.125,0.8054,0.31,0.4462,0.6095,1.072,0.6985,0.3645
3345,2017,0.4254,0.4728,1.074,0.7155,0.3365,0.4276,0.5596,0.9995,0.6027,0.41
3345,2018,0.4575,0.5677,1.097,0.7586,0.3799,0.4406,0.5344,1.102,0.6786,0.3202
3345,2019,0.3713,0.4056,0.8947,0.6336,0.4193,0.4212,0.5034,1.052,0.7054,0.3597
3345,2020,0.4464,0.5,1.119,0.6068,0.3754,0.465,0.5815,1.176,0.8005,0.3724
3346,1987,0.428,0.6044,1.24,0.04041,0.3432,0.3445,0.4478,0.9135,0.6214,0.131
3346,1988,0.3819,0.3987,0.8908,0.4778,0.5369,0.4037,0.4574,0.8582,1.077,0.1787
3346,1989,0.4602,0.6407,1.274,0.1983,0.2836,0.3763,0.5546,1.038,0.3023,0.1992
3346,1990,0.5142,0.7965,1.517,0.002956,0.2153,0.4641,0.5779,1.072,0.9943,0.2611
3346,1991,0.4319,0.7076,1.042,0.05484,0.5549,0.5113,0.5449,1.398,0.9861,0.0688
3346,1992,0.5514,0.8759,1.321,0.5041,0.2895,0.4307,0.5968,1.125,0.4635,0.09062
3346,1993,0.4581,0.762,1.003,0.2229,0.4909,0.4182,0.6767,1.098,0.3531,0.1403
3346,1994,0.4239,0.5055,1.113,0.3378,0.4276,0.4275,0.6922,1.116,0.4414,0.0342
3346,1995,0.3684,0.4231,0.9823,0.2986,0.2869,0.3398,0.5844,0.7203,0.4892,0.2387
3346,1996,0.4377,0.6715,1.028,0.4342,0.3091,0.3863,0.5339,1.039,0.4326,0.238
3346,1997,0.4756,0.6192,1.364,0.1044,0.328,0.311,0.4183,0.8155,0.4104,0.2998
3346,1998,0.4072,0.3844,0.9063,0.3968,0.6255,0.3241,0.5012,0.8437,0.3418,0.3472
3346,1999,0.291,0.3308,0.8238,0.1504,0.2753,0.3266,0.4493,0.9824,0.1947,0.08881
3346,2000,0.2726,0.4358,0.6105,0.62,0.242,0.364,0.5108,0.8965,0.3258,0.2862
3346,2001,0.2814,0.3101,0.7504,0.2561,0.1368,0.3021,0.4055,0.7686,0.2343,0.2454
3346,2002,0.278,0.3543,0.6924,0.5892,0.1723,0.3291,0.4111,0.8447,0.3637,0.526
3346,2003,0.4582,0.3731,1.081,0.9604,0.323,0.413,0.6112,1.034,0.2054,0.7525
3346,2004,0.3959,0.5086,0.8775,0.4973,0.6805,0.3271,0.3987,0.7419,0.3318,0.2945
3346,2005,0.4197,0.555,1.128,0.3113,0.2694,0.3039,0.3512,0.7739,0.4464,0.311
3346,2006,0.4634,0.5906,1.309,0.4678,0.1336,0.3344,0.3561,0.7263,0.5156,0.4954
3346,2007,0.4361,0.5281,1.055,0.3353,0.5352,0.3603,0.315,0.8598,0.417,0.5781
3346,2008,0.5981,0.6773,1.325,1.365,0.1761,0.3827,0.4071,0.8456,0.61,0.4883
3346,2009,0.5388,0.608,1.343,1.032,0.2882,0.5418,0.9301,1.398,0.5038,0.2002
3346,2010,0.4872,0.5115,1.154,0.8052,0.4956,0.4878,0.7256,1.003,0.5316,0.3993
3346,2011,0.5937,0.6274,1.173,0.7347,0.9101,0.443,0.4356,1.044,0.565,0.991
3346,2012,0.5543,0.7392,1.357,0.722,0.3244,0.4002,0.5243,1.066,0.4777,0.296
3346,2013,0.5314,0.7556,1.221,0.3486,1.057,0.3869,0.5325,1.003,0.6639,0.1701
3346,2014,0.3632,0.3569,1.124,0.007766,0.2483,0.3111,0.4721,0.8085,0.4504,0.113
3346,2015,0.3799,0.5676,1.003,0.1956,0.2486,0.3488,0.3791,1.025,0.2265,0.09735
3346,2016,0.5614,0.8558,1.622,0.1952,0.007778,0.4043,0.5364,1.109,0.4662,0.1571
3346,2017,0.5693,0.7812,1.391,S,1.089,0.4464,0.41,0.9069,0.5819,0.9908
3346,2018,0.6194,0.9464,1.604,0.1656,0.5289,0.5157,0.5077,1.291,0.3044,0.7031
3346,2019,0.5691,0.7657,1.292,0.3091,0.5258,0.5144,0.7476,1.329,0.2931,0.4949
3346,2020,0.5213,0.8167,1.38,0.2687,0.3343,0.4867,0.6485,1.231,0.4893,0.3258
3351,1987,0.2666,0.2636,0.5786,0.4568,0.5308,0.3485,0.3897,0.8042,0.5695,0.3994
3351,1988,0.2615,0.2324,0.5622,0.6911,0.3761,0.3412,0.427,0.8374,0.5785,0.2774
3351,1989,0.3105,0.4139,0.8765,0.1432,0.2093,0.3077,0.4215,0.79,0.4021,0.196
3351,1990,0.2733,0.3801,0.6459,0.2976,0.2778,0.2991,0.4062,0.7902,0.2974,0.1307
3351,1991,0.3931,0.4434,1.013,0.4363,0.1799,0.3215,0.4495,0.7922,0.4628,0.2139
3351,1992,0.2842,0.3291,0.7232,0.4965,0.1829,0.3097,0.3708,0.7328,0.623,0.1815
3351,1993,0.2788,0.3267,0.6654,0.5928,0.1661,0.3171,0.3614,0.7199,0.6749,0.2293
3351,1994,0.2708,0.3203,0.6649,0.2627,0.248,0.2924,0.3883,0.6879,0.4256,0.1624
3351,1995,0.2913,0.3253,0.8415,0.1552,0.2603,0.2863,0.3792,0.7227,0.4207,0.2077
3351,1996,0.3196,0.4304,0.9008,0.2163,0.2101,0.3177,0.4064,0.7676,0.4515,0.2218
3351,1997,0.297,0.3503,0.7715,0.4036,0.2814,0.3221,0.3819,0.8125,0.3755,0.2682
3351,1998,0.3216,0.4285,0.8095,0.2214,0.4427,0.3317,0.3867,0.9585,0.2012,0.5202
3351,1999,0.2974,0.3655,0.7245,0.505,0.4031,0.3192,0.3984,0.7866,0.4022,0.3378
3351,2000,0.3493,0.3799,0.8509,0.6971,0.4202,0.3279,0.3537,0.9362,0.2202,0.2206
3351,2001,0.3129,0.3429,0.6546,0.4916,0.4262,0.3428,0.3666,1.04,0.2598,0.1939
3351,2002,0.3904,0.438,1.003,0.3754,0.3489,0.3412,0.459,0.917,0.2613,0.2774
3351,2003,0.4041,0.4227,0.8597,0.7924,0.1971,0.3469,0.4356,0.9025,0.5786,0.1745
3351,2004,0.4178,0.4723,1.037,0.5713,0.2676,0.3694,0.4409,0.9918,0.5267,0.2026
3351,2005,0.4281,0.5962,1.057,0.7889,0.1366,0.3692,0.469,0.9149,0.6609,0.1952
3351,2006,0.5088,0.3178,1.164,2.223,0.1478,0.339,0.3334,0.7281,0.7936,0.2634
3351,2007,0.3539,0.2952,0.7721,0.6481,0.2519,0.2794,0.3077,0.6725,0.5592,0.1916
3351,2008,0.3432,0.3721,0.813,0.8684,0.1053,0.262,0.2932,0.5962,0.5185,0.2659
3351,2009,0.4022,0.4497,0.758,0.9366,0.2965,0.3488,0.4319,0.7731,0.9797,0.3985
3351,2010,0.4552,0.3894,0.9698,1.309,0.4122,0.3012,0.308,0.6584,0.6584,0.4719
3351,2011,0.3599,0.3047,0.6065,1.16,0.2498,0.2884,0.3141,0.6367,0.814,0.1692
3351,2012,0.6281,0.4492,0.8442,1.954,0.2466,0.2816,0.3636,0.6937,0.2187,0.2928
3351,2013,0.2954,0.4015,0.7327,0.5362,0.2963,0.2686,0.3465,0.6364,0.6251,0.2122
3351,2014,0.3864,0.4295,0.9256,0.5531,0.5552,0.312,0.3415,0.7271,0.3802,0.6515
3351,2015,0.3469,0.3733,0.9975,0.2135,0.2413,0.3071,0.3423,0.7681,0.4164,0.1826
3351,2016,0.4077,0.3917,0.9724,0.5738,0.328,0.3407,0.3684,0.8121,0.6122,0.2879
