"GEO_ID","NAME","NAICS2017","NAICS2017_LABEL","TYPOP","TYPOP_LABEL","CONCENFI","CONCENFI_LABEL","YEAR","FIRM","ESTAB","RCPTOT","PAYANN","PAYQTR1","EMP","VAL_PCT","HHI","RCPTOT_IMP","PAYANN_IMP","EMP_IMP",
"Geographic identifier code","Geographic Area Name","2017 NAICS code","Meaning of NAICS code","Type of operation code","Meaning of Type of operation code","Firm concentration code","Meaning of Firm concentration code","Year","Number of firms","Number of establishments","Sales, value of shipments, or revenue ($1,000)","Annual payroll ($1,000)","First-quarter payroll ($1,000)","Number of employees","Sales, value of shipments, or revenue of largest firms as percent of total sales, value of shipments, or revenue (%)","Herfindahl-Hirschman Index (based on sales, value of shipments, or revenue) (%)","Range indicating percent of total sales, value of shipments, or revenue imputed","Range indicating percent of total annual payroll imputed","Range indicating percent of total employees imputed",
"0100000US","United States","2111","Oil and gas extraction","00","All establishments","001","All firms","2017","5139","6409","229734250","12624930","4028221","125129","100.0","X","10% to less than 20%","10% to less than 20%","Less than 10%",
"0100000US","United States","2111","Oil and gas extraction","00","All establishments","604","4 largest firms","2017","4","154","42509713","1269179","433549","10759","18.5","X","Less than 10%","Less than 10%","Less than 10%",
"0100000US","United States","2111","Oil and gas extraction","00","All establishments","608","8 largest firms","2017","8","295","75440531","2349474","758847","21492","32.8","X","Less than 10%","20% to less than 30%","10% to less than 20%",
"0100000US","United States","2111","Oil and gas extraction","00","All establishments","620","20 largest firms","2017","20","466","117146652","4461356","1557279","40075","51.0","X","Less than 10%","20% to less than 30%","Less than 10%",
"0100000US","United States","2111","Oil and gas extraction","00","All establishments","650","50 largest firms","2017","50","873","165957423","6872906","2396638","62866","72.2","184.8","10% to less than 20%","20% to less than 30%","Less than 10%",
"0100000US","United States","2121","Coal mining","00","All establishments","001","All firms","2017","334","634","27011644","3966299","1020954","48466","100.0","X","20% to less than 30%","20% to less than 30%","10% to less than 20%",
"0100000US","United States","2121","Coal mining","00","All establishments","604","4 largest firms","2017","4","56","9249171","1331066","333502","14659","34.2","X","Less than 10%","20% to less than 30%","Less than 10%",
"0100000US","United States","2121","Coal mining","00","All establishments","608","8 largest firms","2017","8","120","14174387","1968799","515073","22200","52.5","X","20% to less than 30%","20% to less than 30%","Less than 10%",
"0100000US","United States","2121","Coal mining","00","All establishments","620","20 largest firms","2017","20","212","20682351","2886766","750721","34167","76.6","X","20% to less than 30%","30% to less than 40%","10% to less than 20%",
"0100000US","United States","2121","Coal mining","00","All establishments","650","50 largest firms","2017","50","326","24866197","3589744","930831","43103","92.1","454.9","20% to less than 30%","20% to less than 30%","10% to less than 20%",
"0100000US","United States","2122","Metal ore mining","00","All establishments","001","All firms","2017","211","269","27171260","3004720","753541","36082","100.0","X","Less than 10%","Less than 10%","Less than 10%",
"0100000US","United States","2122","Metal ore mining","00","All establishments","604","4 largest firms","2017","4","25","13944819","1297082","314892","15901","51.3","X","Less than 10%","10% to less than 20%","Less than 10%",
"0100000US","United States","2122","Metal ore mining","00","All establishments","608","8 largest firms","2017","8","41","20662519","1894383","464793","22071","76.1","X","Less than 10%","10% to less than 20%","Less than 10%",
"0100000US","United States","2122","Metal ore mining","00","All establishments","620","20 largest firms","2017","20","67","25441542","2684447","668888","31376","93.6","X","Less than 10%","10% to less than 20%","Less than 10%",
"0100000US","United States","2122","Metal ore mining","00","All establishments","650","50 largest firms","2017","50","104","27009052","2920611","731263","34788","99.4","915.9","Less than 10%","Less than 10%","Less than 10%",
"0100000US","United States","2123","Nonmetallic mineral mining and quarrying","00","All establishments","001","All firms","2017","2609","4715","29986064","4904342","1151088","85841","100.0","X","30% to less than 40%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","2123","Nonmetallic mineral mining and quarrying","00","All establishments","604","4 largest firms","2017","4","595","5592707","693622","171472","14163","18.7","X","30% to less than 40%","20% to less than 30%","Less than 10%",
"0100000US","United States","2123","Nonmetallic mineral mining and quarrying","00","All establishments","608","8 largest firms","2017","8","788","8154987","1001361","239273","19071","27.2","X","20% to less than 30%","20% to less than 30%","10% to less than 20%",
"0100000US","United States","2123","Nonmetallic mineral mining and quarrying","00","All establishments","620","20 largest firms","2017","20","1015","12383191","1693658","433954","28912","41.3","X","30% to less than 40%","30% to less than 40%","10% to less than 20%",
"0100000US","United States","2123","Nonmetallic mineral mining and quarrying","00","All establishments","650","50 largest firms","2017","50","1382","17036047","2395797","605818","40128","56.8","137.8","30% to less than 40%","30% to less than 40%","10% to less than 20%",
"0100000US","United States","2131","Support activities for mining","00","All establishments","001","All firms","2017","10473","13246","86562392","22999955","5645712","303102","100.0","X","30% to less than 40%","20% to less than 30%","30% to less than 40%",
"0100000US","United States","2131","Support activities for mining","00","All establishments","604","4 largest firms","2017","4","494","21703169","3628888","1082328","35198","25.1","X","10% to less than 20%","50% to less than 60%","50% to less than 60%",
"0100000US","United States","2131","Support activities for mining","00","All establishments","608","8 largest firms","2017","8","635","28941513","5286404","1460448","54765","33.4","X","10% to less than 20%","40% to less than 50%","40% to less than 50%",
"0100000US","United States","2131","Support activities for mining","00","All establishments","620","20 largest firms","2017","20","1066","39874725","7631520","2050661","80612","46.1","X","20% to less than 30%","30% to less than 40%","30% to less than 40%",
"0100000US","United States","2131","Support activities for mining","00","All establishments","650","50 largest firms","2017","50","1626","49225276","10302981","2766569","115865","56.9","D","20% to less than 30%","30% to less than 40%","30% to less than 40%",
"0100000US","United States","2211","Electric power generation, transmission and distribution","00","All establishments","001","All firms","2017","1856","11496","461919226","56541290","17692828","519651","100.0","X","Less than 10%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","2211","Electric power generation, transmission and distribution","00","All establishments","604","4 largest firms","2017","4","2617","89828186","12726777","4415794","108256","19.5","X","Less than 10%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","2211","Electric power generation, transmission and distribution","00","All establishments","608","8 largest firms","2017","8","3907","148595736","20846376","6995196","175643","32.2","X","Less than 10%","10% to less than 20%","10% to less than 20%",
"0100000US","United States","2211","Electric power generation, transmission and distribution","00","All establishments","620","20 largest firms","2017","20","5671","262834331","34976744","11409522","298041","56.9","X","Less than 10%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","2211","Electric power generation, transmission and distribution","00","All establishments","650","50 largest firms","2017","50","7521","351499833","45541290","14714682","399750","76.1","211.0","Less than 10%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","2212","Natural gas distribution","00","All establishments","001","All firms","2017","421","2550","100586292","8155351","2357179","91747","100.0","X","Less than 10%","20% to less than 30%","10% to less than 20%",
"0100000US","United States","2212","Natural gas distribution","00","All establishments","604","4 largest firms","2017","4","200","24357107","1027968","287675","10649","24.2","X","Less than 10%","30% to less than 40%","Less than 10%",
"0100000US","United States","2212","Natural gas distribution","00","All establishments","608","8 largest firms","2017","8","641","38956130","2866666","887155","31777","38.7","X","Less than 10%","20% to less than 30%","10% to less than 20%",
"0100000US","United States","2212","Natural gas distribution","00","All establishments","620","20 largest firms","2017","20","1127","64783947","4869910","1411535","53310","64.4","X","Less than 10%","20% to less than 30%","10% to less than 20%",
"0100000US","United States","2212","Natural gas distribution","00","All establishments","650","50 largest firms","2017","50","2021","92319326","7449409","2169367","82999","91.8","293.2","Less than 10%","20% to less than 30%","10% to less than 20%",
"0100000US","United States","2213","Water, sewage and other systems","00","All establishments","001","All firms","2017","3670","4867","14594944","2970213","815523","46986","100.0","X","Less than 10%","10% to less than 20%","20% to less than 30%",
"0100000US","United States","2213","Water, sewage and other systems","00","All establishments","604","4 largest firms","2017","4","448","5934037","1087158","347309","12833","40.7","X","Less than 10%","Less than 10%","Less than 10%",
"0100000US","United States","2213","Water, sewage and other systems","00","All establishments","608","8 largest firms","2017","8","743","7337319","1444331","449693","17776","50.3","X","Less than 10%","10% to less than 20%","20% to less than 30%",
"0100000US","United States","2213","Water, sewage and other systems","00","All establishments","620","20 largest firms","2017","20","939","9249952","1726044","517226","21508","63.4","X","Less than 10%","20% to less than 30%","30% to less than 40%",
"0100000US","United States","2213","Water, sewage and other systems","00","All establishments","650","50 largest firms","2017","50","1124","10814576","2096141","606510","26768","74.1","D","Less than 10%","20% to less than 30%","30% to less than 40%",
"0100000US","United States","2361","Residential building construction","00","All establishments","001","All firms","2017","170434","171814","342010528","37276291","8712702","694023","100.0","X","20% to less than 30%","Less than 10%","10% to less than 20%",
"0100000US","United States","2361","Residential building construction","00","All establishments","604","4 largest firms","2017","4","304","36707256","1980870","608554","19740","10.7","X","30% to less than 40%","10% to less than 20%","20% to less than 30%",
"0100000US","United States","2361","Residential building construction","00","All establishments","608","8 largest firms","2017","8","378","51245550","2903449","882517","28739","15.0","X","30% to less than 40%","30% to less than 40%","30% to less than 40%",
"0100000US","United States","2361","Residential building construction","00","All establishments","620","20 largest firms","2017","20","503","73598188","4173721","1231653","40394","21.5","X","30% to less than 40%","20% to less than 30%","30% to less than 40%",
"0100000US","United States","2361","Residential building construction","00","All establishments","650","50 largest firms","2017","50","721","92661699","5639196","1623576","55457","27.1","41.8","30% to less than 40%","20% to less than 30%","30% to less than 40%",
"0100000US","United States","2362","Nonresidential building construction","00","All establishments","001","All firms","2017","40825","42271","458464380","48223332","11293959","651915","100.0","X","10% to less than 20%","10% to less than 20%","10% to less than 20%",
"0100000US","United States","2362","Nonresidential building construction","00","All establishments","604","4 largest firms","2017","4","108","25542247","1778437","472397","17055","5.6","X","30% to less than 40%","30% to less than 40%","40% to less than 50%",
"0100000US","United States","2362","Nonresidential building construction","00","All establishments","608","8 largest firms","2017","8","171","40639593","3177209","813607","30579","8.9","X","40% to less than 50%","30% to less than 40%","40% to less than 50%",
"0100000US","United States","2362","Nonresidential building construction","00","All establishments","620","20 largest firms","2017","20","243","68831461","5366830","1421135","52932","15.0","X","40% to less than 50%","30% to less than 40%","40% to less than 50%",
"0100000US","United States","2362","Nonresidential building construction","00","All establishments","650","50 largest firms","2017","50","397","105637815","8279340","2134095","83063","23.0","17.9","30% to less than 40%","30% to less than 40%","40% to less than 50%",
"0100000US","United States","2371","Utility system construction","00","All establishments","001","All firms","2017","17526","19142","158659104","42300448","9526277","594859","100.0","X","20% to less than 30%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","2371","Utility system construction","00","All establishments","604","4 largest firms","2017","4","172","19479674","5084380","1086867","53132","12.3","X","10% to less than 20%","10% to less than 20%","20% to less than 30%",
"0100000US","United States","2371","Utility system construction","00","All establishments","608","8 largest firms","2017","8","627","28498995","8523797","1940755","110794","18.0","X","20% to less than 30%","20% to less than 30%","50% to less than 60%",
"0100000US","United States","2371","Utility system construction","00","All establishments","620","20 largest firms","2017","20","745","43578367","12287674","2881537","161540","27.5","X","30% to less than 40%","20% to less than 30%","50% to less than 60%",
"0100000US","United States","2371","Utility system construction","00","All establishments","650","50 largest firms","2017","50","967","61359034","17423501","4077719","227504","38.7","60.2","30% to less than 40%","20% to less than 30%","50% to less than 60%",
"0100000US","United States","2372","Land subdivision","00","All establishments","001","All firms","2017","4790","4893","9376544","1586225","393713","23692","100.0","X","30% to less than 40%","Less than 10%","20% to less than 30%",
"0100000US","United States","2372","Land subdivision","00","All establishments","604","4 largest firms","2017","4","16","1211198","174474","50690","1308","12.9","X","20% to less than 30%","Less than 10%","30% to less than 40%",
"0100000US","United States","2372","Land subdivision","00","All establishments","608","8 largest firms","2017","8","53","1755833","245045","75667","2489","18.7","X","30% to less than 40%","Less than 10%","30% to less than 40%",
"0100000US","United States","2372","Land subdivision","00","All establishments","620","20 largest firms","2017","20","74","2714224","353815","102530","3871","29.0","X","30% to less than 40%","10% to less than 20%","40% to less than 50%",
"0100000US","United States","2372","Land subdivision","00","All establishments","650","50 largest firms","2017","50","110","3900024","504002","137598","5878","41.6","67.4","30% to less than 40%","10% to less than 20%","40% to less than 50%",
"0100000US","United States","2373","Highway, street, and bridge construction","00","All establishments","001","All firms","2017","8876","9721","126575188","23248153","4446165","322243","100.0","X","10% to less than 20%","10% to less than 20%","20% to less than 30%",
"0100000US","United States","2373","Highway, street, and bridge construction","00","All establishments","604","4 largest firms","2017","4","268","11300553","1614218","331550","22010","8.9","X","30% to less than 40%","30% to less than 40%","60% to less than 70%",
"0100000US","United States","2373","Highway, street, and bridge construction","00","All establishments","608","8 largest firms","2017","8","383","15751215","2318812","467523","31461","12.4","X","30% to less than 40%","40% to less than 50%","50% to less than 60%",
"0100000US","United States","2373","Highway, street, and bridge construction","00","All establishments","620","20 largest firms","2017","20","457","24299792","3641031","737807","49419","19.2","X","30% to less than 40%","30% to less than 40%","40% to less than 50%",
"0100000US","United States","2373","Highway, street, and bridge construction","00","All establishments","650","50 largest firms","2017","50","541","36387712","5685349","1174051","76600","28.8","35.9","30% to less than 40%","20% to less than 30%","30% to less than 40%",
"0100000US","United States","2379","Other heavy and civil engineering construction","00","All establishments","001","All firms","2017","4140","4260","23468831","4902897","1175107","67148","100.0","X","30% to less than 40%","10% to less than 20%","30% to less than 40%",
"0100000US","United States","2379","Other heavy and civil engineering construction","00","All establishments","604","4 largest firms","2017","4","28","3407904","621596","176770","6018","14.5","X","70% to less than 80%","10% to less than 20%","60% to less than 70%",
"0100000US","United States","2379","Other heavy and civil engineering construction","00","All establishments","608","8 largest firms","2017","8","46","5605355","1004357","272702","10492","23.9","X","80% to less than 90%","20% to less than 30%","70% to less than 80%",
"0100000US","United States","2379","Other heavy and civil engineering construction","00","All establishments","620","20 largest firms","2017","20","68","8488127","1481749","402130","16576","36.2","X","70% to less than 80%","20% to less than 30%","60% to less than 70%",
"0100000US","United States","2379","Other heavy and civil engineering construction","00","All establishments","650","50 largest firms","2017","50","128","11341223","1993521","533031","22775","48.3","95.6","60% to less than 70%","20% to less than 30%","60% to less than 70%",
"0100000US","United States","2381","Foundation, structure, and building exterior contractors","00","All establishments","001","All firms","2017","91765","92711","178670037","45019907","9669043","866527","100.0","X","10% to less than 20%","Less than 10%","10% to less than 20%",
"0100000US","United States","2381","Foundation, structure, and building exterior contractors","00","All establishments","604","4 largest firms","2017","4","54","2334284","533644","123230","9035","1.3","X","Less than 10%","Less than 10%","10% to less than 20%",
"0100000US","United States","2381","Foundation, structure, and building exterior contractors","00","All establishments","608","8 largest firms","2017","8","98","4004612","883882","206873","15362","2.2","X","30% to less than 40%","30% to less than 40%","30% to less than 40%",
"0100000US","United States","2381","Foundation, structure, and building exterior contractors","00","All establishments","620","20 largest firms","2017","20","169","7723290","1750081","412501","29028","4.3","X","30% to less than 40%","30% to less than 40%","30% to less than 40%",
"0100000US","United States","2381","Foundation, structure, and building exterior contractors","00","All establishments","650","50 largest firms","2017","50","335","13737930","2992551","700662","46461","7.7","1.4","30% to less than 40%","30% to less than 40%","40% to less than 50%",
"0100000US","United States","2382","Building equipment contractors","00","All establishments","001","All firms","2017","179912","184566","411178579","121531110","28188206","1999953","100.0","X","10% to less than 20%","Less than 10%","10% to less than 20%",
"0100000US","United States","2382","Building equipment contractors","00","All establishments","604","4 largest firms","2017","4","649","14231542","4049365","1021036","44154","3.5","X","20% to less than 30%","10% to less than 20%","10% to less than 20%",
"0100000US","United States","2382","Building equipment contractors","00","All establishments","608","8 largest firms","2017","8","879","22126209","5796975","1424071","62398","5.4","X","30% to less than 40%","10% to less than 20%","20% to less than 30%",
"0100000US","United States","2382","Building equipment contractors","00","All establishments","620","20 largest firms","2017","20","1404","36188998","9863263","2430805","115705","8.8","X","40% to less than 50%","20% to less than 30%","30% to less than 40%",
"0100000US","United States","2382","Building equipment contractors","00","All establishments","650","50 largest firms","2017","50","1702","50336192","13861434","3435478","165969","12.2","5.9","40% to less than 50%","20% to less than 30%","30% to less than 40%",
"0100000US","United States","2383","Building finishing contractors","00","All establishments","001","All firms","2017","114802","116026","136104427","38592728","8640748","800677","100.0","X","10% to less than 20%","Less than 10%","10% to less than 20%",
"0100000US","United States","2383","Building finishing contractors","00","All establishments","604","4 largest firms","2017","4","258","3456075","1473424","367084","29161","2.5","X","20% to less than 30%","10% to less than 20%","10% to less than 20%",
"0100000US","United States","2383","Building finishing contractors","00","All establishments","608","8 largest firms","2017","8","300","5095799","2059744","497128","38381","3.7","X","20% to less than 30%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","2383","Building finishing contractors","00","All establishments","620","20 largest firms","2017","20","463","8509639","2975559","729126","54225","6.3","X","30% to less than 40%","20% to less than 30%","30% to less than 40%",
"0100000US","United States","2383","Building finishing contractors","00","All establishments","650","50 largest firms","2017","50","611","12898477","4307136","1023033","75477","9.5","2.9","30% to less than 40%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","2389","Other specialty trade contractors","00","All establishments","001","All firms","2017","69138","69960","149658429","36134446","7373949","626010","100.0","X","10% to less than 20%","Less than 10%","10% to less than 20%",
"0100000US","United States","2389","Other specialty trade contractors","00","All establishments","604","4 largest firms","2017","4","135","5864012","1557044","372383","27811","3.9","X","90% to 100%","90% to 100%","90% to 100%",
"0100000US","United States","2389","Other specialty trade contractors","00","All establishments","608","8 largest firms","2017","8","151","7217386","1801606","429644","31805","4.8","X","90% to 100%","80% to less than 90%","80% to less than 90%",
"0100000US","United States","2389","Other specialty trade contractors","00","All establishments","620","20 largest firms","2017","20","242","10196948","2522573","592468","43162","6.8","X","70% to less than 80%","70% to less than 80%","80% to less than 90%",
"0100000US","United States","2389","Other specialty trade contractors","00","All establishments","650","50 largest firms","2017","50","333","15408159","3697933","847599","58844","10.3","D","50% to less than 60%","50% to less than 60%","60% to less than 70%",
"0100000US","United States","3111","Animal food manufacturing","00","All establishments","001","All firms","2017","1159","1793","55133002","2822212","721889","50216","100.0","X","20% to less than 30%","10% to less than 20%","20% to less than 30%",
"0100000US","United States","3111","Animal food manufacturing","00","All establishments","604","4 largest firms","2017","4","73","16612745","698753","203108","10059","30.1","X","20% to less than 30%","10% to less than 20%","20% to less than 30%",
"0100000US","United States","3111","Animal food manufacturing","00","All establishments","608","8 largest firms","2017","8","220","23249576","917773","259430","14134","42.2","X","20% to less than 30%","10% to less than 20%","10% to less than 20%",
"0100000US","United States","3111","Animal food manufacturing","00","All establishments","620","20 largest firms","2017","20","338","31039744","1219289","335528","19315","56.3","X","10% to less than 20%","10% to less than 20%","10% to less than 20%",
"0100000US","United States","3111","Animal food manufacturing","00","All establishments","650","50 largest firms","2017","50","505","38808169","1613793","432236","26878","70.4","350.5","20% to less than 30%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","3112","Grain and oilseed milling","00","All establishments","001","All firms","2017","552","896","81199851","3316681","803351","54184","100.0","X","20% to less than 30%","30% to less than 40%","20% to less than 30%",
"0100000US","United States","3112","Grain and oilseed milling","00","All establishments","604","4 largest firms","2017","4","126","35356852","814773","206467","12510","43.5","X","Less than 10%","10% to less than 20%","Less than 10%",
"0100000US","United States","3112","Grain and oilseed milling","00","All establishments","608","8 largest firms","2017","8","184","45827844","1292003","312067","18542","56.4","X","10% to less than 20%","30% to less than 40%","10% to less than 20%",
"0100000US","United States","3112","Grain and oilseed milling","00","All establishments","620","20 largest firms","2017","20","252","59885042","1923408","461029","27743","73.8","X","10% to less than 20%","30% to less than 40%","20% to less than 30%",
"0100000US","United States","3112","Grain and oilseed milling","00","All establishments","650","50 largest firms","2017","50","340","70304008","2482546","594624","37170","86.6","656.8","20% to less than 30%","30% to less than 40%","20% to less than 30%",
"0100000US","United States","3113","Sugar and confectionery product manufacturing","00","All establishments","001","All firms","2017","1773","1945","36930185","3809585","940377","84165","100.0","X","40% to less than 50%","20% to less than 30%","30% to less than 40%",
"0100000US","United States","3113","Sugar and confectionery product manufacturing","00","All establishments","604","4 largest firms","2017","4","35","12900888","850532","203812","15004","34.9","X","60% to less than 70%","50% to less than 60%","40% to less than 50%",
"0100000US","United States","3113","Sugar and confectionery product manufacturing","00","All establishments","608","8 largest firms","2017","8","52","17202449","1302585","344495","26412","46.6","X","50% to less than 60%","30% to less than 40%","20% to less than 30%",
"0100000US","United States","3113","Sugar and confectionery product manufacturing","00","All establishments","620","20 largest firms","2017","20","84","23452476","1784051","465255","35096","63.5","X","50% to less than 60%","30% to less than 40%","30% to less than 40%",
"0100000US","United States","3113","Sugar and confectionery product manufacturing","00","All establishments","650","50 largest firms","2017","50","144","29836521","2590838","665180","52492","80.8","434.6","40% to less than 50%","30% to less than 40%","20% to less than 30%",
"0100000US","United States","3114","Fruit and vegetable preserving and specialty food manufacturing","00","All establishments","001","All firms","2017","1543","1896","72311407","7615745","1817885","159443","100.0","X","40% to less than 50%","20% to less than 30%","30% to less than 40%",
"0100000US","United States","3114","Fruit and vegetable preserving and specialty food manufacturing","00","All establishments","604","4 largest firms","2017","4","37","13616601","1274955","331441","23553","18.8","X","80% to less than 90%","20% to less than 30%","10% to less than 20%",
"0100000US","United States","3114","Fruit and vegetable preserving and specialty food manufacturing","00","All establishments","608","8 largest firms","2017","8","85","20358394","1905123","472187","35771","28.2","X","60% to less than 70%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","3114","Fruit and vegetable preserving and specialty food manufacturing","00","All establishments","620","20 largest firms","2017","20","150","31889630","2939250","720008","55734","44.1","X","60% to less than 70%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","3114","Fruit and vegetable preserving and specialty food manufacturing","00","All establishments","650","50 largest firms","2017","50","277","46003175","4374746","1034705","86585","63.6","155.2","50% to less than 60%","30% to less than 40%","20% to less than 30%",
"0100000US","United States","3115","Dairy product manufacturing","00","All establishments","001","All firms","2017","1151","1648","116511218","7858199","2013601","141750","100.0","X","30% to less than 40%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","3115","Dairy product manufacturing","00","All establishments","604","4 largest firms","2017","4","108","19157640","1421256","381487","25762","16.4","X","20% to less than 30%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","3115","Dairy product manufacturing","00","All establishments","608","8 largest firms","2017","8","150","31892814","2095067","547814","37148","27.4","X","20% to less than 30%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","3115","Dairy product manufacturing","00","All establishments","620","20 largest firms","2017","20","294","59061976","3723952","979286","64696","50.7","X","30% to less than 40%","20% to less than 30%","30% to less than 40%",
"0100000US","United States","3115","Dairy product manufacturing","00","All establishments","650","50 largest firms","2017","50","450","87900129","5412224","1423213","94260","75.4","177.5","30% to less than 40%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","3116","Animal slaughtering and processing","00","All establishments","001","All firms","2017","2888","3509","215659705","19677666","4772256","508781","100.0","X","30% to less than 40%","20% to less than 30%","30% to less than 40%",
"0100000US","United States","3116","Animal slaughtering and processing","00","All establishments","604","4 largest firms","2017","4","200","91734703","7426584","1813459","189744","42.5","X","20% to less than 30%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","3116","Animal slaughtering and processing","00","All establishments","608","8 largest firms","2017","8","260","113231694","9170431","2212464","238920","52.5","X","30% to less than 40%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","3116","Animal slaughtering and processing","00","All establishments","620","20 largest firms","2017","20","344","138946856","11490332","2796917","303802","64.4","X","30% to less than 40%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","3116","Animal slaughtering and processing","00","All establishments","650","50 largest firms","2017","50","517","165887021","14066699","3438078","368604","76.9","563.5","30% to less than 40%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","3117","Seafood product preparation and packaging","00","All establishments","001","All firms","2017","457","552","13728052","1471670","339553","32111","100.0","X","40% to less than 50%","20% to less than 30%","30% to less than 40%",
"0100000US","United States","3117","Seafood product preparation and packaging","00","All establishments","604","4 largest firms","2017","4","29","3795047","319971","95228","7710","27.6","X","60% to less than 70%","60% to less than 70%","60% to less than 70%",
"0100000US","United States","3117","Seafood product preparation and packaging","00","All establishments","608","8 largest firms","2017","8","47","5283418","522259","143210","10250","38.5","X","50% to less than 60%","40% to less than 50%","50% to less than 60%",
"0100000US","United States","3117","Seafood product preparation and packaging","00","All establishments","620","20 largest firms","2017","20","91","8142056","799856","191248","15039","59.3","X","40% to less than 50%","40% to less than 50%","40% to less than 50%",
"0100000US","United States","3117","Seafood product preparation and packaging","00","All establishments","650","50 largest firms","2017","50","135","10987260","1102756","256748","21984","80.0","384.3","40% to less than 50%","30% to less than 40%","30% to less than 40%",
"0100000US","United States","3118","Bakeries and tortilla manufacturing","00","All establishments","001","All firms","2017","10576","11379","69326118","10857969","2621684","273409","100.0","X","40% to less than 50%","20% to less than 30%","30% to less than 40%",
"0100000US","United States","3118","Bakeries and tortilla manufacturing","00","All establishments","604","4 largest firms","2017","4","129","13677077","1446759","357322","26612","19.7","X","20% to less than 30%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","3118","Bakeries and tortilla manufacturing","00","All establishments","608","8 largest firms","2017","8","176","20196829","2338318","594731","44010","29.1","X","40% to less than 50%","40% to less than 50%","40% to less than 50%",
"0100000US","United States","3118","Bakeries and tortilla manufacturing","00","All establishments","620","20 largest firms","2017","20","277","31578823","3617438","923968","72686","45.6","X","30% to less than 40%","40% to less than 50%","30% to less than 40%",
"0100000US","United States","3118","Bakeries and tortilla manufacturing","00","All establishments","650","50 largest firms","2017","50","390","41912758","4743562","1202338","97258","60.5","159.1","40% to less than 50%","40% to less than 50%","30% to less than 40%",
"0100000US","United States","3119","Other food manufacturing","00","All establishments","001","All firms","2017","3368","3848","115053389","9897714","2430683","200521","100.0","X","30% to less than 40%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","3119","Other food manufacturing","00","All establishments","604","4 largest firms","2017","4","67","29431905","1406043","374942","26929","25.6","X","10% to less than 20%","10% to less than 20%","10% to less than 20%",
"0100000US","United States","3119","Other food manufacturing","00","All establishments","608","8 largest firms","2017","8","104","39925872","1895573","532132","36718","34.7","X","20% to less than 30%","20% to less than 30%","10% to less than 20%",
"0100000US","United States","3119","Other food manufacturing","00","All establishments","620","20 largest firms","2017","20","158","53921100","2995167","801153","58663","46.9","X","20% to less than 30%","10% to less than 20%","10% to less than 20%",
"0100000US","United States","3119","Other food manufacturing","00","All establishments","650","50 largest firms","2017","50","302","68548131","4396681","1145630","84812","59.6","D","30% to less than 40%","20% to less than 30%","20% to less than 30%",
"0100000US","United States","3121","Beverage manufacturing","00","All establishments","001","All firms","2017","8315","9011","107453750","10050016","2377632","197047","100.0","X","40% to less than 50%","30% to less than 40%","30% to less than 40%",
"0100000US","United States","3121","Beverage manufacturing","00","All establishments","604","4 largest firms","2017","4","146","35696329","2167441","539454","34253","33.2","X","50% to less than 60%","40% to less than 50%","20% to less than 30%",
"0100000US","United States","3121","Beverage manufacturing","00","All establishments","608","8 largest firms","2017","8","202","48399990","3029143","768773","46818","45.0","X","50% to less than 60%","40% to less than 50%","20% to less than 30%",
"0100000US","United States","3121","Beverage manufacturing","00","All establishments","620","20 largest firms","2017","20","322","62738085","3690509","920633","59003","58.4","X","50% to less than 60%","40% to less than 50%","20% to less than 30%",
"0100000US","United States","3121","Beverage manufacturing","00","All establishments","650","50 largest firms","2017","50","433","77648207","4969107","1234267","79564","72.3","348.8","50% to less than 60%","50% to less than 60%","30% to less than 40%",
"0100000US","United States","3122","Tobacco manufacturing","00","All establishments","001","All firms","2017","141","166","47546899","908611","251361","13164","100.0","X","10% to less than 20%","10% to less than 20%","10% to less than 20%",
"0100000US","United States","3122","Tobacco manufacturing","00","All establishments","604","4 largest firms","2017","4","21","43309684","585714","160577","7358","91.1","X","10% to less than 20%","10% to less than 20%","10% to less than 20%",
"0100000US","United States","3122","Tobacco manufacturing","00","All establishments","608","8 largest firms","2017","8","29","45069097","678594","194892","9511","94.8","X","10% to less than 20%","10% to less than 20%","10% to less than 20%",
"0100000US","United States","3122","Tobacco manufacturing","00","All establishments","620","20 largest firms","2017","20","44","46692161","815952","229264","11424","98.2","X","10% to less than 20%","10% to less than 20%","10% to less than 20%",
